Registration No,Product Name,Holder
MAL22036015AZ,CARBOL - Carboplatin Concentrate for Solution for Infusion 10mg/ml,UNIMED SDN. BHD.
MAL22036016AZ,Bencovee Cream,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL22036018AZ,Uniqler Cream 0.05% w/w,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL22036034NR,BiO-LiFE Kiddz DHA 50mg Chewz Chewable Tablets,BIO-LIFE MARKETING SDN. BHD.
MAL22036046NC,MAPLELAND KID MULTIVITAMIN LYSINE ZINC WITH PREBIOTICS CHEWABLE TABLET,Powerlife (M) Sdn. Bhd.
MAL22036065TC,PainFix Relief Cream for Muscles & Joints,RELIVIUM SCIENCES SDN. BHD.
MAL22036067T,DS PHARMA CREAM BUASIR,DS Pharma Herbs Sdn. Bhd.
MAL22036069T,VITAHERB MELLOVY Lozenge,WINWA MEDICAL SDN. BHD.
MAL22036112T,GreenHerbs Watermelon Frost + Spray Powder,BIOFACT LIFE SDN. BHD.
MAL22046008AZ,Fibryga 1g Powder and Solvent for Solution for Injection or Infusion,Pharmaniaga Marketing Sdn Bhd
MAL22046010ARZ,Haemate P 1000IU Powder and solvent for solution for injection or infusion,DKSH MALAYSIA SDN. BHD.
MAL22046014AZ,Rivacure Patch 5,SUN PHARMACEUTICAL SDN BHD
MAL22046015AZ,Rivacure Patch 10,SUN PHARMACEUTICAL SDN BHD
MAL22046016AZ,CALCIBET Ointment (Calcipotriol 50mcg/g and Betamethasone 0.5mg/g),HEALOL PHARMACEUTICALS SDN. BHD.
MAL22046017AZ,DYNAMIZOLE CREAM 2% W/W,DYNAPHARM (M) SDN. BHD.
MAL22046020AZ,IOBRIM 0.15% w/v Eye Drops (Brimonidine Tartrate),UNIMED SDN. BHD.
MAL22046021AZ,"DECI SPAL-P 50 Decitabine Powder for Concentrate for Solution for Infusion, 50 mg/vial",HEALOL PHARMACEUTICALS SDN. BHD.
MAL22046022ACZ,MEDINAZINE ORAPASTE 0.1%W/W,World Medicare Supplies Sdn Bhd
MAL22046023AZ,Paxol Paclitaxel Concentrate for Solution for Infusion 6 mg/ml,UNIMED SDN. BHD.
MAL22046027AZ,Duocoxib Film Coated Tablet 120mg,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL22046032X,BELCID FORTE SACHET (ORAL SUSPENSION),MEDISPEC (M) SDN. BHD.
MAL22046053N,AVM C-D-Zinc Chewable Tablet (Orange Flavour),AV MANUFACTURING SDN.BHD
MAL22046054N,AVM C-D-Zinc Chewable Tablet (Lemon Flavour),AV MANUFACTURING SDN.BHD
MAL22046097NC,YesHealth Yes Kiddo DHA250+ Chewable Softgel,YES HEALTH SDN BHD
MAL22046100N,SKY 'GLO CHEWABLE TABLET,DZR PHARMA MANUFACTURE SDN. BHD.
MAL22046128T,"""S.A"" Shuenn An Muscle Sprain Ointment",CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD
MAL22056029TC,V∞ V'TROX SPRAY,JASE HEALTHCARE SDN. BHD.
MAL22056043ACRZ,ONIVYDE pegylated liposomal 4.3 mg/ml concentrate for dispersion for infusion (Irinotecan anhydrous free base),SERVIER MALAYSIA SDN. BHD.
MAL22056054AZ,ROBOL (Doxorubicin Concentrate for Solution for Infusion 2mg/ml),UNIMED SDN. BHD.
MAL22056057XE,Poro Suppository 500mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL22056069T,THROSIL LOZENGES MENTHOL FLAVOUR,Top Biopharma Sdn Bhd
MAL22056085TCR,MB Spirulina 498mg Blue Coated Chewable Tablet,MB NUTRACEUTICALS SDN BHD
MAL22056100NC,GUARDIAN VITAMIN C 500mg + Zinc 10mg CHEWABLE TABLET,GUARDIAN HEALTH AND BEAUTY SDN. BHD.
MAL22056111N,NUTRiLEX VITAMIN C 250MG WITH ROYAL JELLY CHEWABLE TABLET (LEMON LIME FLAVOR),Zhulian Nutraceutical Sdn. Bhd.
MAL22066005AZ,"OLIMEL N12E, Emulsion for Infusion",BAXTER HEALTHCARE (MALAYSIA) SDN. BHD.
MAL22066020AZ,Ziromin 200 mg/5 mL Powder for Oral Suspension,MEDISPEC (M) SDN. BHD.
MAL22066047NC,CALCIUP-D3 PLUS SUSPENSION,HEALOL PHARMACEUTICALS SDN. BHD.
MAL22066093NCZ,MyVita KIDDIVITE C 100 Chewable Tablet,ALPS HEALTHCARE SDN. BHD.
MAL22066101T,San-Tronic Muscle Sprain Ointment,San-tronic Medical Devices Sdn Bhd
MAL22076006ARZ,Oncaspar 750 U/ml powder for solution for injection/infusion,SERVIER MALAYSIA SDN. BHD.
MAL22076007AZ,Rixathon Concentrate for Solution for Infusion 100mg/10ml,SANDOZ PRODUCTS MALAYSIA SDN. BHD.
MAL22076008AZ,Rixathon Concentrate for Solution for Infusion 500mg/50ml,SANDOZ PRODUCTS MALAYSIA SDN. BHD.
MAL22076010XR,Panaflex Hot Patch,Haleon Malaysia Sdn. Bhd.
MAL22076014AZ,MICROMOX EYE DROPS (Moxifloxacin Ophthalmic Solution 0.5 % w/v),HEALOL PHARMACEUTICALS SDN. BHD.
MAL22076017AZ,Remifentanil Reig Jofre 5mg Powder for Concentrate for Solution for Injection or Infusion,PAHANG PHARMACY SDN. BHD.
MAL22076018AZ,TAMINFATE (Protamine Sulfate 10mg/mL Solution for Injection),AIN MEDICARE SDN. BHD.
MAL22076019AZ,OXOL Oxaliplatin Concentrate for Solution for Infusion 5mg/ml,UNIMED SDN. BHD.
MAL22076021ACZ,MediThroat Spray 3.0 mg/ml,World Medicare Supplies Sdn Bhd
MAL22076027ACZ,Oxaliplatin Seacross 5mg/ml concentrate for solution for infusion,MEDISPEC (M) SDN. BHD.
MAL22076032AZ,CEROBACT 1.2g (Amoxicillin 1000mg and Clavulanic Acid 200mg Powder for solution for infusion),PHARMEX SDN BHD
MAL22076037AZ,"AGUETTANT Noradrenaline 1 mg/ml, concentrate for solution for infusion",FIRST PHARMACEUTICAL SDN. BHD.
MAL22076038AZ,Oliptin 5mg/ml Concentrate for Solution for Infusion,NOVUGEN ONCOLOGY SDN. BHD.
MAL22076069NC,BIOGAIA PROTECTIS PROBIOTIC WITH VITAMIN D3 DROPS,Pharma Ace Sdn. Bhd.
MAL22076081NC,Kayra Gleam Team Chewable Tablet,KAYRA HEALTH & BEAUTY SDN.BHD
MAL22076090NCR,NutrinLife Kids Grouvel Calcium Plus Chewable Tablets,BIOFUNCTION MARKETING SDN. BHD.
MAL22076099NCR,NutrinLife Kids Vitamin C Plus Chewable Tablets,BIOFUNCTION MARKETING SDN. BHD.
MAL22076100NCR,NutrinLife Pre And Probiotics 5 Billion CFU Chewable Tablets,BIOFUNCTION MARKETING SDN. BHD.
MAL22076102NE,Shine Vitamin C + L-Lysine Chewable Tablet (Strawberry Flavour),Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL22076124T,AINUN BEAUTY� EYES REFRESH CHEWABLE TABLET,MAJOR INTEREST SDN BHD
MAL22076128TC,KINOHIMITSU FOOTOX FOOT PATCH EUCALYPTUS & LEMON PLUS,Kino Biotech (M) Sdn Bhd
MAL22076136T,VITAHERB MELLOTHYME Lozenge,WINWA MEDICAL SDN. BHD.
MAL22076147T,NUTRIDAX EYE CARE CHEWABLE TABLET,DS Pharma Herbs Sdn. Bhd.
MAL22076165TC,DERMICHAN CREAM,SF REMEDIES SDN. BHD.
MAL22086015AZ,TYLIN (Tigecycline Powder for Solution for Infusion 50 mg/ vial),MEDISPEC (M) SDN. BHD.
MAL22086016AZ,INOTROP (Dobutamine HCl 25mg/ml Concentrate for Solution for Infusion),MEDISPEC (M) SDN. BHD.
MAL22086022ACZ,Hovid Meropenem 1g Powder for Solution for Injection or Infusion,HOVID BERHAD
MAL22086023ACZ,Hovid Meropenem 500mg Powder for Solution for Injection or Infusion,HOVID BERHAD
MAL22086032XCZ,Cleawound Antiseptic Spray 1%w/v,SBL HEALTHCARE SDN BHD
MAL22086033XZ,UNIDINE Povidone Iodine 5% w/w Ointment,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL22086034XZ,Ferrus Film-Coated Tablet 200mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL22086037XE,Poro Suppository 1000mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL22086050NCR,C'LOVES KIDS VITAMIN C PLUS CHEWABLE TABLETS,REFORMS PHARMA SDN. BHD.
MAL22086106T,DSPHARMA IMOON CHEWABLE TABLET,DS Pharma Herbs Sdn. Bhd.
MAL22096002AZ,Ryaltris (Olopatadine hydrochloride 600mcg/Mometasone furoate 25mcg) Nasal Spray,Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd.
MAL22096005ACRZ,ALIMTA 100 MG POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION,ZUELLIG PHARMA SDN. BHD.
MAL22096006ACRZ,ALIMTA 500 MG POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION,ZUELLIG PHARMA SDN. BHD.
MAL22096007ARZ,Synflorix 4-Dose Vaccine Suspension for Injection,GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD.
MAL22096011AZ,SKYVaricella powder and solvent for suspension for injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL22096012AZ,CARFILNAT (CARFILZOMIB) POWDER FOR SOLUTION FOR INFUSION 60 MG/ VIAL,DUOPHARMA (M) SENDIRIAN BERHAD
MAL22096020AZ,ESOME Esomeprazole Sodium Powder For Solution For Injection Or Infusion (Lyophilized Powder) 40mg/Vial,UNIMED SDN. BHD.
MAL22096025AZ,Vivere Cream 5 % w/w,SPG PHARMA (MALAYSIA) SDN BHD
MAL22096027AZ,Zipelor Forte Benzydamine 0.3% w/v oromucosal spray,UNIMED SDN. BHD.
MAL22096028AZ,Azith (Powder for Oral Suspension 200mg/5mL),SPG PHARMA (MALAYSIA) SDN BHD
MAL22096030ACZ,CP Pharma Salbutamol CFC-Free Metered Dose Inhaler 100mcg/actuation,Hovid Pharmacy Sdn. Bhd.
MAL22096031AZ,ONTREX 100mg Powder for Concentrate for Solution for Infusion,NOVUGEN ONCOLOGY SDN. BHD.
MAL22096032AZ,Beclovid-C Cream,HOVID BERHAD
MAL22096052AZ,OttoZole Ear Drops (Clotrimazole 1% w/v),KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL22096061NC,IMYOON BERIWHITE CHEWABLE TABLET,FEREENA BEAUTY & HEALTH SDN BHD
MAL22096075NCR,C'LOVES KIDS MULTIVITAMINS PLUS CHEWABLE TABLETS,REFORMS PHARMA SDN. BHD.
MAL22096104TC,KINGERS ARGYI PLUS FOOT PATCH,Gab Sdn Bhd
MAL22096105TC,KINGERS LEMONGRASS + FOOT PATCH,Gab Sdn Bhd
MAL22096135T,CENTIS CREAM,Vital & Living Pharmacy Sdn Bhd
MAL22096147T,ROJAM LEMON GRASS 0.25g/1g OINTMENT,PENAWAR INDUSTRIES SDN. BHD.
MAL22106009AZ,Levisat Injection 500mg/5ml Concentrate for solution for infusion,SM PHARMACEUTICALS SDN. BHD.
MAL22106012AZ,DAPTOCORD-500 (Daptomycin powder for solution for infusion 500mg/vial),ACCORD HEALTHCARE SDN.BHD.
MAL22106023ASZ,Paracetamol B. Braun 10 mg/ ml Solution for IV Infusion,B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL22106025XZ,PORO SUSPENSION 250MG/5ML (PINEAPPLE FLAVOUR),Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL22106026XZ,CLOTRISURE (CLOTRIMAZOLE 1% CREAM),HEALOL PHARMACEUTICALS SDN. BHD.
MAL22106044NC,CERIBERI GLOW CHEWABLE TABLET,DS Pharma Herbs Sdn. Bhd.
MAL22106046NC,HERBAWORKS Lorraine C PLUS Chewable Tablet,HERBAWORKS HEALTHCARE SDN. BHD
MAL22106057NC,BERYNA CERYWHITE CHEWABLE TABLET,FEREENA BEAUTY & HEALTH SDN BHD
MAL22106058NC,AULIAA LIFE ASTAXANTHIN GLUTATHIONE PLUS CHEWABLE TABLET,AULIAA LIFE GROUP VENTURE
MAL22116002AZ,Simdax 2.5 mg/ml concentrate for solution for infusion.,ORION PHARMA (MY) SDN. BHD.
MAL22116003AZ,RYBREVANT 350mg/7mL Concentrate for Solution for Infusion,JOHNSON & JOHNSON SDN. BHD.
MAL22116008X,KALNATE CHEWABLE TABLETS 500MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL22116014AZ,PEMETREX (Pemetrexed Powder for Concentrate for Solution for Infusion 500 mg),HEALOL PHARMACEUTICALS SDN. BHD.
MAL22116015AZ,BRAVIFO (PACLITAXEL USP CONCENTRATE FOR SOLUTION FOR INFUSION 6mg/ mL),MEGA LIFESCIENCES SDN. BHD.
MAL22116019AZ,DOIZ 50 MG FC TABLET,SPG PHARMA (MALAYSIA) SDN BHD
MAL22116020AZ,CANBUSUL- Busulfan Injection 6 mg/ml Concentrate for Solution for Infusion,UNIMED SDN. BHD.
MAL22116021AZ,SEDOL - Etoposide Concentrate for Solution for Infusion 20 mg/ml,UNIMED SDN. BHD.
MAL22116026AZ,Budeten� Inhaler 200mcg,TENANG PHARMA SDN. BHD.
MAL22116028NCR,VITAGO365 VITAMIN C 1000MG CHEWABLE TABLETS,DUOLEAF HEALTHCARE SDN. BHD.
MAL22116029NCR,VITAGO365 VITAMIN C 500MG CHEWABLE TABLETS,DUOLEAF HEALTHCARE SDN. BHD.
MAL22116038NCZ,MSA Pyridoxine HCl 10mg Tablet,M.S. ALLY PHARMA SDN BHD
MAL22116040N,VITASEN Vitamin C with Acerola & Bioflavonoid Chewable Tablet (Citrus Flavour),WINWA MEDICAL SDN. BHD.
MAL22116052NC,MELZ BEAUTE GLITTAGLOW CHEWABLE TABLET,MELZ BEAUTE ENTERPRISE
MAL22116083TC,Yokoline Skinliv Cream,JIN BIN CORPORATION SDN. BHD.
MAL22126007AZ,Ibuprofen B.Braun 4mg/ml Solution for Infusion,B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL22126008AZ,Ibuprofen B.Braun 6mg/ml Solution for Infusion,B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL22126019AZ,SKYZoster powder and solvent for suspension for injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL22126020AZ,BAVENCIO 200 mg/10mL concentrate for solution for infusion,MERCK SDN. BHD.
MAL22126024AZ,AZADUAL 100 (Azacitidine Powder for Suspension for Injection 100mg/vial),MEGA LIFESCIENCES SDN. BHD.
MAL22126035ACZ,Magnesium sulfate Kalceks 500mg/ml solution for injection/ infusion,EUCOGEN SDN BHD
MAL22126040AZ,Inotecam 20mg/ml Concentrate for Solution for Infusion,NOVUGEN ONCOLOGY SDN. BHD.
MAL22126042AZ,Melomet Lotion 0.1% w/w,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL22126043AZ,Rocuronium B. Braun 10mg/ml Solution for Injection / Infusion,B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL22126057AZ,LENIOL - Paracetamol 1% w/v Solution for Infusion,BioCare Pharmaceutical (M) Sdn. Bhd.
MAL22126060X,Three Legs Antiseptic Cream,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL22126061XC,FlexiMed Pain Relief Cream,SBL HEALTHCARE SDN BHD
MAL22126066HA,"MALASONE EAR DROPS, SUSPENSION",Vemedim Sdn Bhd
MAL22126069NCR,BLACKMORES KOALAKIDS BUDDY OMEGA-3 FISH OIL 500 MG CHEWABLE SOFT CAPSULE,BLACKMORES (MALAYSIA) SDN. BHD.
MAL22126092NC,AB-KOLICARE D+ Drops,PINNACLE MEDIC SDN. BHD.
MAL22126109NCR,VITAGO365 KIDDO MULTIVITAMINS PLUS CHEWABLE TABLETS,DUOLEAF HEALTHCARE SDN. BHD.
MAL22126144NE,Appeton Multivitamin Drops,KOTRA PHARMA (M) SDN. BHD.
MAL22126163TC,KINOHIMITSU FOOTOX FOOT PATCH LAVENDER PLUS,Kino Biotech (M) Sdn Bhd
MAL22126165TC,KINGERS BAMBOO GINGER PLUS FOOT PATCH,Gab Sdn Bhd
MAL22126186TC,Trazesil Lozenges SF Blackcurrant Flavor,PHARMAVENTURES CORPORATION SDN. BHD.
MAL22126213AZ,omepiva 40mg Powder and Solvent for Solution for Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL22126215NZ,Champs Multivitamin Plus Omega-3 Fruity Flavour Chewable Tablet,Duopharma Marketing Sdn. Bhd.
MAL23016001ACZ,Proveblue 5mg/ml Solution for Injection,PHARM-D SDN. BHD.
MAL23016004AZ,SAPHNELO 300MG CONCENTRATE FOR SOLUTION FOR INFUSION,ASTRAZENECA SDN. BHD.
MAL23016005ACZ,Asu Levetiracetam Concentrate Solution for Infusion 100mg/mL,Asumed Biotech Sdn. Bhd.
MAL23016006ACZ,L-Ascain 5.0mg/ml Solution for Injection or Infusion,AVERROES PHARMACEUTICALS SDN. BHD.
MAL23016014AZ,BENDARED (Bendamustine Hydrochloride concentrate for solution for infusion 180mg/4mL),Dr. Reddy`s Laboratories Malaysia Sdn. Bhd.
MAL23016015ACZ,Norepinephrine Kalceks 1 mg/ml concentrate for solution for infusion,EUCOGEN SDN BHD
MAL23016016ACZ,Aetos Trimecon Plus Cream,AETOS PHARMA SDN BHD
MAL23016017AZ,Isocor 2.5 mg/mL solution for injection or infusion,RIGEL PHARMA SDN. BHD.
MAL23016018AZ,Optimolol Eye Drops 0.5% w/v,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL23016075NC,Janipro Toco-J Capsules,Janipro (M) Sdn Bhd
MAL23016103NC,SATIN Astaxanthin Plus Chewable Tablet,SATIN SKINZ SDN BHD
MAL23016120TC,Hurix's Gamamas Skinwell Ointment,JIN BIN CORPORATION SDN. BHD.
MAL23026001ACZ,Lokelma 5g Powder for Oral Suspension,ASTRAZENECA SDN. BHD.
MAL23026002ACZ,Lokelma 10g Powder for Oral Suspension,ASTRAZENECA SDN. BHD.
MAL23026003ARZ,Nicorette QuickMist Freshmint 1mg/spray Mouthspray,JNTL (MALAYSIA) SDN. BHD.
MAL23026009ARZ,Haemocomplettan P 1g Powder for solution for injection / infusion,DKSH MALAYSIA SDN. BHD.
MAL23026015AZ,APRITANT IV (Fosaprepitant Dimeglumine Lyophilized Powder for solution for infusion 150 mg/vial),MEGA LIFESCIENCES SDN. BHD.
MAL23026017ACZ,BioWell Bconazine Cream,SSJ PHARMA SDN BHD
MAL23026027N,Herbion Cilavit D 1000 IU Chewable Tablet (Orange Flavor),Herbion Sdn. Bhd.
MAL23026043NCRZ,VitaHealth Vit C 500mg Chewable Tablet,VITAHEALTH BIOTECH SDN BHD
MAL23026046N,VITASEN Triple Action Vitamin C Zinc & D3 Chewable Tablet (Orange Flavour),WINWA MEDICAL SDN. BHD.
MAL23036003ACZ,Azacitidine Seacross 100 mg/vial powder for suspension for injection,MEDISPEC (M) SDN. BHD.
MAL23036013ACZ,Seacross Zoledronic Acid 4mg/5ml Concentrate For Solution For Infusion,MEDISPEC (M) SDN. BHD.
MAL23036014ACZ,Ertapenem Kabi Powder for Solution for Infusion or Injection 1g/vial,FRESENIUS KABI MALAYSIA SDN. BHD
MAL23036015AZ,Magnesium Sulfate / DEMO 10%w/v Solution for injection or infusion,PAHANG PHARMACY SDN. BHD.
MAL23036016AZ,Magnesium sulfate / DEMO 50% w/v concentrate for solution for injection or infusion,PAHANG PHARMACY SDN. BHD.
MAL23036017ACZ,ZACTRO Azithromycin Lyophilized Powder for Solution for Infusion 500mg/vial,BioCare Pharmaceutical (M) Sdn. Bhd.
MAL23036018AZ,INFUSOL� PCM (Paracetamol 10mg/mL Intravenous Infusion),AIN MEDICARE SDN. BHD.
MAL23036019AZ,MUODERM (Mupirocin 2%w/w Ointment),HEALOL PHARMACEUTICALS SDN. BHD.
MAL23036028XCZ,MSA Zinc Oxide Cream 32% w/w,M.S. ALLY PHARMA SDN BHD
MAL23036031XC,Lyzodase Troche,Vismedic Sdn. Bhd.
MAL23036047NC,SWISSE KIDS PROTECT CHEWABLE TABLET,HEALTH AND HAPPINESS (H&H) MALAYSIA SDN. BHD.
MAL23036069NC,Kordel's METHYLCOFOLATE Chewable Tablet,CAMBERT(M) SDN. BHD.
MAL23036073NC,AB-GINGILAC Chewable Tablet,Medexp Sdn Bhd
MAL23036106TC,DZR PHARMA GO-JO CREAM,DZR PHARMA MANUFACTURE SDN. BHD.
MAL23036121TC,SINUSKIDS CHEWABLE TABLET,VIHSDIA ENTERPRISE
MAL23036147TC,BIOLYN SPIRULINA 199.2mg CHEWABLE TABLET,Biolyn Health Risk Management (M) Sdn. Bhd.
MAL23046012ACZ,CLODIFEN 75 mg/3 ml Solution for Injection/Infusion,MEDISPEC (M) SDN. BHD.
MAL23046013AZ,"GEMCIT SPAL-P 200 (Gemcitabine Powder for Solution for Infusion, USP 200 mg/vial)",HEALOL PHARMACEUTICALS SDN. BHD.
MAL23046014AZ,"GEMCIT SPAL-P 1000 (Gemcitabine Powder for Solution for Infusion, USP 1000 mg/vial)",HEALOL PHARMACEUTICALS SDN. BHD.
MAL23046015AZ,NIMEDINE Imipenem + Cilastatin (500+500) mg/vial Powder for Solution for Infusion,AVERROES PHARMACEUTICALS SDN. BHD.
MAL23046043XCZ,Candione Clotrimazole Anti-Fungal Cream 1%w/w,Wen Ken Marketing (M) Sdn Bhd
MAL23046044XZ,UniScab Lotion 1% w/v,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL23046045HA,Vime Penstrep Suspension Injectable,Vemedim Sdn Bhd
MAL23046072N,VITASEN PRO-BIOS Bifido Kids Chewable Tablet,WINWA MEDICAL SDN. BHD.
MAL23046154TC,Hurix's AntiRash Cream For Kids,JIN BIN CORPORATION SDN. BHD.
MAL23046160TC,Biolyn Organic Spirulina 200mg Chewable Tablet,Biolyn Health Risk Management (M) Sdn. Bhd.
MAL23056007ACZ,Maxigesic IV Paracetamol 1000mg and Ibuprofen (as sodium dihydrate) 300mg in 100ml Solution for Infusion,AFT PHARMACEUTICALS (SE ASIA) SDN BHD
MAL23056008AZ,ROVANAEST 2.0 (Ropivacaine Hydrochloride 2mg/mL Solution for Injection or Infusion USP),AIN MEDICARE SDN. BHD.
MAL23056009AZ,ROVANAEST 7.5 (Ropivacaine Hydrochloride 7.5mg/mL Solution for Injection or Infusion USP),AIN MEDICARE SDN. BHD.
MAL23056012AZ,TOFEN 0.025% w/v Eye Drops,Vitamode Sdn.bhd
MAL23056013ACZ,Tigaciv 50mg Lyophilized Powder for Concentrate for Solution for Infusion,Pharmaniaga Marketing Sdn Bhd
MAL23056014ACRZ,Voriconazole ADVAGEN powder for solution for infusion 200mg,ADVAGEN (Malaysia) Sdn Bhd
MAL23056018AZ,Qilu DECITABINE LYOPHILISED POWDER FOR INFUSION 50 MG/VIAL,MEDISPEC (M) SDN. BHD.
MAL23056019ACZ,Bendamustine Hydrochloride Seacross 25mg/vial Powder For Concentrate For Solution For Infusion,MEDISPEC (M) SDN. BHD.
MAL23056020ACZ,Bendamustine Hydrochloride Seacross 100mg/vial Powder For Concentrate For Solution For Infusion,MEDISPEC (M) SDN. BHD.
MAL23056025AZ,Becloten� Inhaler 100mcg,TENANG PHARMA SDN. BHD.
MAL23056026AZ,MOVELOXIN 400mg/250ml solution for infusion,EUCOGEN SDN BHD
MAL23056027AZ,Pemetrex-Venus (Pemetrexed Powder for concentrate for solution for infusion 500 mg),HEALOL PHARMACEUTICALS SDN. BHD.
MAL23056034AZ,XERALIX OINTMENT,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL23056035ACRZ,Linezolid Kabi 2 mg/ml Solution for Infusion,FRESENIUS KABI MALAYSIA SDN. BHD
MAL23056038AZ,Beta Fusidic Cream,DYNAPHARM (M) SDN. BHD.
MAL23056041XC,Salonpas Pain Relieving JET SPRAY,Hisamitsu Pharmaceutical Malaysia Sdn. Bhd.
MAL23056060N,Shine Vitamin C-500 Plus Chewable Tablet (Lemon Flavour),Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL23056081N,ELKEN CYANOR YANG CHEWABLE TABLET,MORETH SDN. BHD.
MAL23056115T,WHP Piles Ointment,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL23066001ACRZ,TEPADINA 15 mg powder for concentrate for solution for infusion,DKSH MALAYSIA SDN. BHD.
MAL23066002ACRZ,TEPADINA 100 mg powder for concentrate for solution for infusion,DKSH MALAYSIA SDN. BHD.
MAL23066003AZ,TEPADINA 400 mg powder and solvent for solution for infusion,DKSH MALAYSIA SDN. BHD.
MAL23066009HA,Neptra ear drops solution for dogs,ELANCO MALAYSIA SDN BHD
MAL23066012AZ,Lidonostrum 10% w/v Topical Spray,SCHMIDT BIOMEDTECH SDN. BHD.
MAL23066018ACZ,Prezolid 2mg/ml Solution for Infusion,NANG KUANG PHARM SDN. BHD.
MAL23066032XZ,MILI SUSPENSION 250MG/5ML (ORANGE FLAVOUR),KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL23066070NZ,REDOXON KIDS VITAMIN C 200MG CHEWABLE TABLETS,BAYER CO. (MALAYSIA) SDN. BHD.
MAL23076003ACZ,"Ducressa (Dexamethasone 1mg/ml + Levofloxacin 5mg/ml) eye drops, solution",SANTEN PHARMA MALAYSIA SDN. BHD.
MAL23076010AZ,Zithrolide Powder for Oral Suspension 200mg/5ml,INSPIRAPHARMA SDN. BHD.
MAL23076016AZ,Pemetrex- Venus (Pemetrexed Powder for concentrate for solution for infusion100mg),ZULAT PHARMACY SDN. BHD.
MAL23076020XC,Janipro Gutril-S Powder,Janipro (M) Sdn Bhd
MAL23076025B,FESPIXON® cream,PE PHARMA SDN. BHD.
MAL23076048N,Eterner Brightviz Multivitamins Plus Chewable Tablet,NOVA LABORATORIES SDN. BHD.
MAL23076058NZ,REDOXON VITAMIN C 500MG CHEWABLE TABLETS,BAYER CO. (MALAYSIA) SDN. BHD.
MAL23076062NCR,BLACKMORES DAILY PROTECT CHEWABLE TABLET,BLACKMORES (MALAYSIA) SDN. BHD.
MAL23076069NZ,VITASEN Vitamin C 250mg Chewable Tablet (Citrus Flavour),WINWA MEDICAL SDN. BHD.
MAL23086005X,Gaviscon Infant Powder for Oral Suspension,RB (HEALTH) MALAYSIA SDN BHD
MAL23086006AZ,NEXVIAZYME 100mg Powder for Concentrate for Solution for Infusion,SANOFI-AVENTIS (MALAYSIA) SDN. BHD.
MAL23086010ACZ,Paclitaxel Seacross 6 mg/ml Concentrate For Solution For Infusion,MEDISPEC (M) SDN. BHD.
MAL23086015ACZ,Acyclovir Auxilto Cream 5% w/w,STADPHARM SDN. BHD.
MAL23086021X,Counterpain Patch Aroma S,HOE PHARMACEUTICALS SDN. BHD.
MAL23086022X,Counterpain Patch Aroma R,HOE PHARMACEUTICALS SDN. BHD.
MAL23086027HA,PIGICOX 5% SUSPENSION,RANGE PHARMA SDN. BHD.
MAL23086029ARZ,POLIVY 30mg Powder For Concentrate For Solution For Infusion,ROCHE (MALAYSIA) SDN. BHD.
MAL23086063NC,BIO.ME IMMUNOPRO Drops,EP PLUS GROUP SDN. BHD.
MAL23086065N,VITASEN Multivitamin plus Lysine Chewable Tablet (Chocolate flavour),WINWA MEDICAL SDN. BHD.
MAL23086102T,YL Multi Algae-Pro Chewable Tablet,YANLING NATURAL HYGIENE SDN. BHD.
MAL23096002ARZ,Apretude 600mg Prolonged-release suspension for injection,GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD.
MAL23096017ACZ,UMETREX Pemetrexed Injection 10mg/ml Solution for Infusion,UNIMED SDN. BHD.
