Drug Code,Drug Code URL,licId,Name of the drug,Name of drug (Chinese),Ingredient name/ingredient content,Gauge quantity,Single compound,Price,Effective date,Effective start date,Effective end date,Pharmacists,dosage form,Classification of medicines,Taxonomy group name,ATC code
AC31489100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031489,01031489,"ANKUMIN TABLETS 6MG ""R.T."" (BETAHISTINE)","""羅得"" 安克暈錠６毫克（貝他喜汀）",BETAHISTINE MESYLATE 6 MG,,單方,1.50,104.06.01- 迄今,104.06.01,,羅得化學製藥股份有限公司,錠劑,一般學名藥,"BETAHISTINE , 一般錠劑膠囊劑 , 6.00 MG",N07CA01
AC31593100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031593,01031593,"FURNAZM TABLETS 5MG (FLUNARIZINE) ""CHINTENG""","""井田"" 伏那伶錠５公絲（服納利林）",FLUNARIZINE (HCL) 5 MG,,單方,1.50,113.04.01- 迄今,113.04.01,,井田國際醫藥廠股份有限公司,錠劑,一般學名藥,"FLUNARIZINE , 一般錠劑膠囊劑 , 5.00 MG",N07CA03
AC315931G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031593,01031593,"FURNAZM TABLETS 5MG (FLUNARIZINE) ""CHINTENG""","""井田"" 伏那伶錠５公絲（服納利林）",FLUNARIZINE (HCL) 5 MG,,單方,2.00,103.08.01- 迄今,103.08.01,,井田國際醫藥廠股份有限公司,錠劑,一般學名藥,"FLUNARIZINE , 一般錠劑膠囊劑 , 5.00 MG",N07CA03
AC31658100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031658,01031658,"FORKNOW TABLETS 10MG (FLUNARIZINE) ""YUNG SHIN""","""永信""服腦錠１０毫克（服納利林）",FLUNARIZINE (HCL) (=FLUNARIZINE 2HCL) 10 MG,,單方,2.31,113.04.01- 迄今,113.04.01,,永信藥品工業股份有限公司,錠劑,一般學名藥,"FLUNARIZINE , 一般錠劑膠囊劑 , 10.00 MG",N07CA03
AC31952100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031952,01031952,"FUNASIN CAPSULES 5MG ""KOJAR"" (FLUNARIZINE)","""國嘉""福腦清膠囊5毫克（服納利林）",FLUNARIZINE (HCL) 5 MG,,單方,1.50,113.04.01- 迄今,113.04.01,,國嘉製藥工業股份有限公司幼獅三廠,膠囊劑,一般學名藥,"FLUNARIZINE , 一般錠劑膠囊劑 , 5.00 MG",N07CA03
AC319521G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031952,01031952,"FUNASIN CAPSULES 5MG ""KOJAR"" (FLUNARIZINE)","""國嘉""福腦清膠囊5毫克（服納利林）",FLUNARIZINE (HCL) 5 MG,,單方,2.00,104.01.01- 迄今,104.01.01,,國嘉製藥工業股份有限公司幼獅三廠,膠囊劑,一般學名藥,"FLUNARIZINE , 一般錠劑膠囊劑 , 5.00 MG",N07CA03
AC31003151,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031003,01031003,"COUGH MIXTURE A SOLUTION ""CHI SHENG""","""濟生"" 咳嗽甲液",ARMENIACA WATER 0.09 ML/ML BROCINE 0.13 ML/ML,60 ML,複方,25.00,100.12.01- 迄今,100.12.01,,衛達化學製藥股份有限公司,錠劑,一般學名藥,"RITODRINE , 一般錠劑膠囊劑 , 10.00 MG",G02CA01
AC31993100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031993,01031993,"BESUTIN TABLETS 6MG ""Y.S."" (BETAHISTINE)","""優生""倍舒寧錠６公絲（貝他喜汀）",BETAHISTINE MESYLATE 6 MG,,單方,1.50,103.02.01- 迄今,103.02.01,,優生製藥廠股份有限公司,錠劑,一般學名藥,"BETAHISTINE , 一般錠劑膠囊劑 , 6.00 MG",N07CA01
AC32287100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032287,01032287,"SENIDOL TAB. 25MG (DIPHENIDOL) ""PANBIOTIC""","""汎生""振暈錠25毫克（待芬尼朵）",DIPHENIDOL HCL 25 MG,,單方,1.50,110.10.01- 迄今,110.10.01,,臺灣汎生製藥廠股份有限公司,錠劑,一般學名藥,"DIPHENIDOL , 一般錠劑膠囊劑 , 25.00 MG",N07CA
AC32495100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032495,01032495,"COWBALIN TABLETS 100MG (MEBENDAZOLE) ""KOJAR""","""國嘉""疳福錠１００毫克（美苯噠唑）",MEBENDAZOLE 100 MG,,單方,1.50,107.06.01- 迄今,107.06.01,,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"MEBENDAZOLE , 一般錠劑膠囊劑 , 100.00 MG",P02CA01
AC324951G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032495,01032495,"COWBALIN TABLETS 100MG (MEBENDAZOLE) ""KOJAR""","""國嘉""疳福錠１００毫克（美苯噠唑）",MEBENDAZOLE 100 MG,,單方,2.00,107.06.01- 迄今,107.06.01,,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"MEBENDAZOLE , 一般錠劑膠囊劑 , 100.00 MG",P02CA01
AC32704221,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032704,01032704,"DOPAMIN INJECTION 40MG/ML ""VPC""",得保命注射液４０毫克/毫升,DOPAMINE HCL 40 MG/ML,5 ML,單方,19.10,113.04.01- 迄今,113.04.01,,榮民製藥股份有限公司,注射劑,一般學名藥,"DOPAMINE , 注射劑 , 200.00 MG",C01CA04
AC32801100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032801,01032801,ALAT CAPSULES 10MG (NIFEDIPINE),心福膠囊１０公絲（尼非待平）,NIFEDIPINE 10 MG,,單方,1.75,114.04.01- 迄今,114.04.01,,永信藥品工業股份有限公司,膠囊劑,BA/BE學名藥,"NIFEDIPINE ,一般錠劑膠囊劑, 10.00 MG",C08CA05
AC328011G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032801,01032801,ALAT CAPSULES 10MG (NIFEDIPINE),心福膠囊１０公絲（尼非待平）,NIFEDIPINE 10 MG,,單方,2.00,105.08.01- 迄今,105.08.01,,永信藥品工業股份有限公司,膠囊劑,BA/BE學名藥,"NIFEDIPINE ,一般錠劑膠囊劑, 10.00 MG",C08CA05
AC32805100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032805,01032805,"BUTANIDE TABLET 1MG (BUMETANIDE) ""Lita""","""利達""利腫錠１毫克（布米他奈）",BUMETANIDE 1 MG,,單方,1.64,114.04.01- 迄今,114.04.01,,利達製藥股份有限公司,錠劑,一般學名藥,"BUMETANIDE , 一般錠劑膠囊劑 , 1.00 MG",C03CA02
AC33595212,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033595,01033595,"FUROSEMIDE IV INJECTION 10MG/ML ""T.F.""","""大豐""利腎得明靜脈注射液１０毫克/毫升",FUROSEMIDE 10 MG/ML,2 ML,單方,15.00,103.08.01- 迄今,103.08.01,,大豐製藥股份有限公司,注射劑,一般學名藥,"FUROSEMIDE , 注射劑 , 20.00 MG",C03CA01
AC31991100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031991,01031991,"UTELAX TABLETS 10MG ""WEIDAR""(RITODRINE HYDROCHLORIDE)","""衛達""優得舒錠１０毫克（鹽酸立特林）",RITODRINE HCL 10 MG,,單方,3.86,113.04.01- 迄今,113.04.01,,衛達化學製藥股份有限公司,錠劑,一般學名藥,"RITODRINE , 一般錠劑膠囊劑 , 10.00 MG",C01CA24
AC33830329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033830,01033830,"HUAN HSI CREAM 0.6MG/GM (ESTRADIOL) ""CHINTENG""","""井田"" 歡喜乳膏０．６公絲/公克（氫偶素）",ESTRADIOL 0.6 MG/GM,10 GM,單方,61.00,103.10.01- 迄今,103.10.01,,井田國際醫藥廠股份有限公司,乳膏劑,一般學名藥,"ESTRADIOL , 外用軟膏劑 , 0.60 MG/GM , 10.00 GM",G03CA03
AC33867209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033867,01033867,"EPHEDRINE INJECTION 40MG/ML ""T.F.""","""大豐""麻黃素注射液40毫克/毫升",EPHEDRINE HCL 40 MG/ML,1 ML,單方,15.00,103.12.01- 迄今,103.12.01,,大豐製藥股份有限公司,注射劑,一般學名藥,"EPHEDRINE , 注射劑 , 40.00 MG",R03CA02
AC34011421,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034011,01034011,"LENSPURE EYE DROPS ""SINPHAR""","""杏輝""怡視點眼液",BETAMETHASONE SODIUM PHOSPHATE 1 MG/ML GENTAMICIN (SULFATE) 3 MG/ML,5 ML,複方,16.30,113.04.01- 迄今,113.04.01,,杏輝藥品工業股份有限公司,點眼液劑,一般學名藥,"BETAMETHASONE 1MG/ML + GENTAMICIN 3MG/ML, 眼用液劑, 5.00ML",S01CA05
AC34123100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034123,01034123,"YUTODIN TABLET 10MG (RITODRINE HCL) ""PURZER""","""瑞安""孕得定錠１０毫克（鹽酸立特林)",RITODRINE HCL 10 MG,,單方,3.86,113.04.01- 迄今,113.04.01,,瑞安大藥廠股份有限公司,錠劑,一般學名藥,"RITODRINE , 一般錠劑膠囊劑 , 10.00 MG",G02CA01
AC34283100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034283,01034283,"URENIDE TABLETS 1MG ""ROOT""(BUMETANIDE)","""羅得""優尿錠１公絲（布米他奈）",BUMETANIDE 1 MG,,單方,1.64,114.04.01- 迄今,114.04.01,,羅得化學製藥股份有限公司,錠劑,一般學名藥,"BUMETANIDE , 一般錠劑膠囊劑 , 1.00 MG",C03CA02
AC34545348,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034545,01034545,"WIEPOIDO CREAM 0.06％ (ESTRADIOL) ""H.S.""",葳普露乳膏０．０６％（氫偶素）,ESTRADIOL 0.6 MG/GM,50 GM,單方,249.00,104.01.01- 迄今,104.01.01,,黃氏製藥股份有限公司,乳膏劑,一般學名藥,"ESTRADIOL , 外用軟膏劑 , 0.60 MG/GM , 50.00 GM",G03CA03
AC34553100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034553,01034553,"NICARPINE S.C. TABLETS 20MG ""P.L"" (NICARDIPINE)","""培力"" 尼卡平糖衣錠２０公絲（尼卡第平）",NICARDIPINE HCL 20 MG,,單方,2.01,108.04.01- 迄今,108.04.01,,培力藥品工業股份有限公司,糖衣錠,BA/BE學名藥,"NICARDIPINE , 一般錠劑膠囊劑 , 20.00 MG",C08CA04
AC34643421,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034643,01034643,"GENDERON OPHTHALMIC SOLUTION ""PATRON""","""派頓""健得隆眼藥水",BETAMETHASONE (SODIUM PHOSPHATE) 1 MG/ML GENTAMICIN (SULFATE) 3 MG/ML,5 ML,複方,16.30,113.04.01- 迄今,113.04.01,,臺灣派頓化學製藥股份有限公司,點眼液劑,一般學名藥,"BETAMETHASONE 1MG/ML + GENTAMICIN 3MG/ML, 眼用液劑, 5.00ML",S01CA05
AC34643429,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034643,01034643,"GENDERON OPHTHALMIC SOLUTION ""PATRON""","""派頓""健得隆眼藥水",BETAMETHASONE (SODIUM PHOSPHATE) 1 MG/ML GENTAMICIN (SULFATE) 3 MG/ML,10 ML,複方,49.70,108.06.01- 迄今,108.06.01,,臺灣派頓化學製藥股份有限公司,點眼液劑,一般學名藥,"BETAMETHASONE 1MG/ML + GENTAMICIN 3MG/ML, 眼用液劑, 10.00ML",S01CA05
AC33761209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01033761,01033761,"EPIRENAMIN HYDROCHLORIDE INJECTION 1MG/ML (EPINEPHRINE)""T.F.""","""大豐""鹽酸副腎素注射液１公絲/公撮（腎上腺素）",EPINEPHRINE (HCL) 1 MG/ML,1 ML,單方,15.00,106.02.16- 迄今,106.02.16,,大豐製藥股份有限公司,注射劑,一般學名藥,"EPINEPHRINE , 注射劑 , 1.00 MG",C01CA24
AC35891100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035891,01035891,"AJULATE SOFT CAPSULE 10MG ""F.M."" (NIFEDIPINE)","""漁人""冠尼平軟膠囊10毫克(尼非待平)",NIFEDIPINE 10 MG,,單方,1.75,114.04.01- 迄今,114.04.01,,漁人製藥股份有限公司,軟膠囊劑,BA/BE學名藥,"NIFEDIPINE ,一般錠劑膠囊劑, 10.00 MG",C08CA05
AC36049165,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036049,01036049,BABYATE ORAL ELECTROLYTE MAINTENANCE,保兒力維持液,SODIUM CHLORIDE 2.05 MG/ML POTASSIUM CITRATE (MONOHYDRATE) 2.16 MG/ML SODIUM CITRATE (DEHYDRATE) 0.98 MG/ML DEXTROSE MONOHYDRATE 25 MG/ML,250 ML,複方,28.60,100.04.01- 迄今,100.04.01,,濟生醫藥生技股份有限公司,內服液劑,一般學名藥,"DEXTROSE 25MG/ML + ELECTROLYTE SOLUTIONS, 口服液劑, 250.00ML",A07CA
AC36049177,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036049,01036049,BABYATE ORAL ELECTROLYTE MAINTENANCE,保兒力維持液,SODIUM CHLORIDE 2.05 MG/ML POTASSIUM CITRATE (MONOHYDRATE) 2.16 MG/ML SODIUM CITRATE (DEHYDRATE) 0.98 MG/ML DEXTROSE MONOHYDRATE 25 MG/ML,500 ML,複方,45.00,109.10.01- 迄今,109.10.01,,濟生醫藥生技股份有限公司,內服液劑,一般學名藥,"DEXTROSE 25MG/ML + ELECTROLYTE SOLUTIONS, 口服液劑, 500.00ML",A07CA
AC36160110,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036160,01036160,AMOLIN POWDER FOR ORAL SUSPENSION (AMOXICILLIN),"""永豐""萬博黴素懸液用粉（安莫西林）",AMOXYCILLIN (TRIHYDRATE) 25 MG/ML,60 ML,單方,31.00,104.01.01- 迄今,104.01.01,,永豐化學工業股份有限公司,懸液用粉劑,BA/BE學名藥,"AMOXICILLIN , 口服液劑 , 25.00 MG/ML, 60.00 ML",J01CA04
AC36195100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036195,01036195,"Zusenlu Tablets 12mg ""Chinteng""(Betahistine)","""井田""制眩暈錠１２毫克（貝他喜汀）",BETAHISTINE MESYLATE 12 MG,,單方,1.50,104.02.01- 迄今,104.02.01,,井田國際醫藥廠股份有限公司,錠劑,一般學名藥,"BETAHISTINE , 一般錠劑膠囊劑 , 12.00 MG",N07CA01
AC361951G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036195,01036195,"Zusenlu Tablets 12mg ""Chinteng""(Betahistine)","""井田""制眩暈錠１２毫克（貝他喜汀）",BETAHISTINE MESYLATE 12 MG,,單方,2.00,103.10.01- 迄今,103.10.01,,井田國際醫藥廠股份有限公司,錠劑,一般學名藥,"BETAHISTINE , 一般錠劑膠囊劑 , 12.00 MG",N07CA01
AC36783100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036783,01036783,"S.N.A. CAPSULES 10MG ""C.H.""(FLUNARIZINE)","""正和""舒腦安膠囊１０公絲（服納利林）",FLUNARIZINE (HCL) (=FLUNARIZINE 2HCL) 10 MG,,單方,2.31,113.04.01- 迄今,113.04.01,,正和製藥股份有限公司新營廠,膠囊劑,一般學名藥,"FLUNARIZINE , 一般錠劑膠囊劑 , 10.00 MG",N07CA03
AC35255100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035255,01035255,"ADEC TABLETS 100MG (MEBENDAZOLE) ""EVEREST""","""永勝""全克錠100毫克(美苯噠唑)",MEBENDAZOLE 100 MG,,單方,1.50,105.04.01- 迄今,105.04.01,,永勝藥品工業股份有限公司,錠劑,一般學名藥,"MEBENDAZOLE , 一般錠劑膠囊劑 , 100.00 MG",P02CA01
AC35506100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035506,01035506,"EYZU F.C. TABLETS 0.625MG (CONJUGATED ESTROGENS) ""CHINTENG""","""井田"" 依汝膜衣錠０．６２５公絲（伊得蒙）",ESTROGEN CONJUGATED 0.62 MG,,單方,3.50,112.01.01- 迄今,112.01.01,,井田國際醫藥廠股份有限公司,膜衣錠,一般學名藥,"ESTROGEN CONJUGATED , 一般錠劑膠囊劑 , 625.00 MCG",G03CA57
AC37386314,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01037386,01037386,"LADIOL GEL 0.6MG/GM ""SINPHAR"" (ESTRADIOL)","""杏輝""麗露凝膠０．６毫克/公克（氫偶素）",ESTRADIOL 0.6 MG/GM,2.5 GM,單方,15.00,101.03.01- 迄今,101.03.01,,杏輝藥品工業股份有限公司,外用凝膠劑,一般學名藥,"ESTRADIOL , 外用軟膏劑 , 0.60 MG/GM , 2.50 GM",G03CA03
AC37386343,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01037386,01037386,"LADIOL GEL 0.6MG/GM ""SINPHAR"" (ESTRADIOL)","""杏輝""麗露凝膠０．６毫克/公克（氫偶素）",ESTRADIOL 17-BETA- CYPIONATE 0.6 MG/GM,30 GM,單方,69.00,114.04.01- 迄今,114.04.01,,杏輝藥品工業股份有限公司,外用凝膠劑,一般學名藥,"ESTRADIOL , 外用軟膏劑 , 0.60 MG/GM , 30.00 GM",G03CA03
AC38073314,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038073,01038073,"ESTRAD GEL 0.06％ (ESTRADIOL) ""H.S.""",艾翠麗凝膠０．０６％（氫偶素）,ESTRADIOL 0.6 MG/GM,2.5 GM,單方,15.00,104.11.01- 迄今,104.11.01,,黃氏製藥股份有限公司,外用凝膠劑,一般學名藥,"ESTRADIOL , 外用軟膏劑 , 0.60 MG/GM , 2.50 GM",G03CA03
AC38073343,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038073,01038073,"ESTRAD GEL 0.06％ (ESTRADIOL) ""H.S.""",艾翠麗凝膠０．０６％（氫偶素）,ESTRADIOL 0.6 MG/GM,30 GM,單方,69.00,114.04.01- 迄今,114.04.01,,黃氏製藥股份有限公司,外用凝膠劑,一般學名藥,"ESTRADIOL , 外用軟膏劑 , 0.60 MG/GM , 30.00 GM",G03CA03
AC38154100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038154,01038154,"AJULATE SOFT CAPSULES 5MG ""F.M."" (NIFEDIPINE)","""漁人""冠尼平軟膠囊5毫克(尼非待平)",NIFEDIPINE 5 MG,,單方,1.75,114.04.01- 迄今,114.04.01,,漁人製藥股份有限公司,軟膠囊劑,一般學名藥,"NIFEDIPINE , 一般錠劑膠囊劑 , 5.00 MG",C08CA05
AC38284238,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038284,01038284,BUTAMINE INJECTION 12.5MG/ML (DOBUTAMINE),保得命注射液１２．５公絲/公撮（多保他命）,DOBUTAMINE (HCL) 12.5 MG/ML,20 ML,單方,108.00,113.04.01- 迄今,113.04.01,,瑞安大藥廠股份有限公司,注射劑,一般學名藥,"DOBUTAMINE , 注射劑 , 250.00 MG",C01CA07
AC38980421,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038980,01038980,"LAN-YEN EYE DROPS ""YY""",亮眼眼藥水,BETAMETHASONE (SODIUM PHOSPHATE) 1 MG/ML GENTAMICIN (SULFATE) 3 MG/ML,5 ML,複方,16.30,113.04.01- 迄今,113.04.01,,應元化學製藥股份有限公司,點眼液劑,一般學名藥,"BETAMETHASONE 1MG/ML + GENTAMICIN 3MG/ML, 眼用液劑, 5.00ML",S01CA05
AC38980429,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038980,01038980,"LAN-YEN EYE DROPS ""YY""",亮眼眼藥水,BETAMETHASONE (SODIUM PHOSPHATE) 1 MG/ML GENTAMICIN (SULFATE) 3 MG/ML,10 ML,複方,49.70,103.07.01- 迄今,103.07.01,,應元化學製藥股份有限公司,點眼液劑,一般學名藥,"BETAMETHASONE 1MG/ML + GENTAMICIN 3MG/ML, 眼用液劑, 10.00ML",S01CA05
AC36836100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036836,01036836,Conjuestrogen F.C. Tablets 0.625 mg,婦拿邁膜衣錠0.625毫克,OESTROGEN (=ESTROGEN=ESTROGENIC SUBSTANCE) 0.62 MG,,單方,3.50,112.01.01- 迄今,112.01.01,,健喬信元醫藥生技股份有限公司,膜衣錠,一般學名藥,"ESTROGEN CONJUGATED , 一般錠劑膠囊劑 , 625.00 MCG",G03CA57
AC37214421,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01037214,01037214,"BETAGEN OPHTHALMIC SOULTION ""GCPC""","""人人""美佳健眼藥水",BETAMETHASONE (SODIUM PHOSPHATE) 1 MG/ML GENTAMICIN (SULFATE) 3 MG/ML,5 ML,複方,16.30,113.04.01- 迄今,113.04.01,,人人化學製藥股份有限公司,點眼液劑,一般學名藥,"BETAMETHASONE 1MG/ML + GENTAMICIN 3MG/ML, 眼用液劑, 5.00ML",S01CA05
AC38996100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038996,01038996,NIFECARDIA CAPSULES 10MG (NIFEDIPINE),冠脈循膠囊１０公絲（尼菲待平）,NIFEDIPINE 10 MG,,單方,1.75,114.04.01- 迄今,114.04.01,,中國化學製藥股份有限公司新豐工廠,膠囊劑,BA/BE學名藥,"NIFEDIPINE ,一般錠劑膠囊劑, 10.00 MG",C08CA05
AC39304100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01039304,01039304,"ESTROMON F.C.TABLETS 0.625MG ""STANDARD""","""生達"" 伊使蒙膜衣錠０．６２５毫克",ESTROGEN CONJUGATED 0.62 MG,,單方,3.55,112.12.01- 迄今,112.12.01,,井田國際醫藥廠股份有限公司,錠劑,一般學名藥,"ESTRADIOL VALERATE , 一般錠劑膠囊劑 , 2.00 MG",G03CA03
AC42141238,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042141,01042141,GENDOBU INJECTION 12.5MG/ML (DOBUTAMINE),健多博注射液１２．５毫克/毫升（多保他命）,DOBUTAMINE (HCL) 12.5 MG/ML,20 ML,單方,108.00,113.04.01- 迄今,113.04.01,,健亞生物科技股份有限公司,注射劑,一般學名藥,"DOBUTAMINE , 注射劑 , 250.00 MG",C01CA07
AC422211G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042221,01042221,SUSAN TABLETS,喜康錠,EPHEDRINE HCL 25 MG,,單方,2.00,103.08.01- 迄今,103.08.01,,健康化學製藥股份有限公司,錠劑,一般學名藥,"EPHEDRINE , 一般錠劑膠囊劑 , 25.00 MG",R03CA02
AC42378100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042378,01042378,GENZOSIN TABLET 2MG (DOXAZOSIN MESYLATE),健諾心錠２公絲（甲磺酸多薩坐辛）,DOXAZOSIN (MESYLATE) 2 MG,,單方,1.60,114.04.01- 迄今,114.04.01,,健亞生物科技股份有限公司,錠劑,BA/BE學名藥,"DOXAZOSIN , 一般錠劑膠囊劑 , 2.00 MG",C02CA04
AC423781G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042378,01042378,GENZOSIN TABLET 2MG (DOXAZOSIN MESYLATE),健諾心錠２公絲（甲磺酸多薩坐辛）,DOXAZOSIN (MESYLATE) 2 MG,,單方,2.00,108.06.01- 迄今,108.06.01,,健亞生物科技股份有限公司,錠劑,BA/BE學名藥,"DOXAZOSIN , 一般錠劑膠囊劑 , 2.00 MG",C02CA04
AC42828219,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042828,01042828,PICILLINA POWDER FOR INJECTION (PIPERACILLIN SODIUM),必佳林鈉乾粉注射劑（必倍西林鈉）,PIPERACILLIN (SODIUM) 4000 MG,4 GM,單方,68.00,114.04.01- 迄今,114.04.01,,中國化學製藥股份有限公司台中工廠,乾粉注射劑,BA/BE學名藥,"PIPERACILLIN , 注射劑 , 4.00 GM",J01CA12
AC42840100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042840,01042840,"AMLO TABLET 5MG ""S.Y.""(AMLODIPINE)","""壽元"" 愛柔錠５公絲（安脈狄平）",AMLODIPINE (BESYLATE) 5 MG,,單方,2.87,114.04.01- 迄今,114.04.01,,壽元化學工業股份有限公司,錠劑,BA/BE學名藥,"AMLODIPINE , 一般錠劑膠囊劑 , 5.00 MG",C08CA01
AC42857100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042857,01042857,AMNDILINE TABLETS 5MG (AMLODIPINE),安壓得寧錠5毫克,AMLODIPINE (BESYLATE) 5 MG,,單方,2.87,114.04.01- 迄今,114.04.01,,中國化學製藥股份有限公司新豐工廠,錠劑,BA/BE學名藥,"AMLODIPINE , 一般錠劑膠囊劑 , 5.00 MG",C08CA01
AC42874100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042874,01042874,GENZOSIN TABLET 4MG (DOXAZOSIN MESYLATE),健諾心錠４公絲（甲磺酸多薩坐辛）,DOXAZOSIN (MESYLATE) 4 MG,,單方,3.78,113.04.01- 迄今,113.04.01,,健亞生物科技股份有限公司,錠劑,一般學名藥,"DOXAZOSIN , 一般錠劑膠囊劑 , 4.00 MG",C02CA04
AC41628151,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01041628,01041628,AMOLIN POWDER FOR ORAL SUSPENSION 50MG/ML (AMOXICILLIN),萬博黴懸液用粉５０公絲/公撮（安莫西林）,AMOXYCILLIN (TRIHYDRATE) 50 MG/ML,60 ML,單方,80.00,105.06.01- 迄今,105.06.01,,永豐化學工業股份有限公司,懸液用粉劑,一般學名藥,"AMOXICILLIN , 口服液劑 , 50.00 MG/ML, 60.00 ML",J01CA04
AC41948100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01041948,01041948,"PROSU TABLETS 2MG (ESTRADIOL) ""CHINTENG""",補荷素錠２公絲（氫偶素）,ESTRADIOL VALERATE 2 MG,,單方,3.55,112.12.01- 迄今,112.12.01,,井田國際醫藥廠股份有限公司,錠劑,BA/BE學名藥,"TERAZOSIN , 一般錠劑膠囊劑 , 2.00 MG",G04CA03
