q_letter,local_pack_code,drug_id,generic_name,brand_name_strength_dosage,mfr_code,manufacturer_name,price_type,exfactory_price_raw,amount_moh_pays_raw,exfactory_price,reimbursable_price,public_with_vat,copay,interchangeable,limited_use,therapeutic_notes_requirements,qa_notes,detail_url
a,02247014,02247014,SIMVASTATIN,Apo-Simvastatin 40mg Tab,APX,Apotex Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02247014
a,02405148,02405148,SIMVASTATIN,Auro-Simvastatin 5mg Tab,AUR,Auro Pharma Inc.,UNIT,0.1023,0.1023,0.1023,0.1023,0.1105,0.0082,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02405148
a,02405156,02405156,SIMVASTATIN,Auro-Simvastatin 10mg Tab,AUR,Auro Pharma Inc.,UNIT,0.2023,0.2023,0.2023,0.2023,0.2185,0.0162,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02405156
a,02405180,02405180,SIMVASTATIN,Auro-Simvastatin 80mg Tab,AUR,Auro Pharma Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02405180
a,02405172,02405172,SIMVASTATIN,Auro-Simvastatin 40mg Tab,AUR,Auro Pharma Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02405172
a,02405164,02405164,SIMVASTATIN,Auro-Simvastatin 20mg Tab,AUR,Auro Pharma Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02405164
a,02248103,02248103,SIMVASTATIN,Co Simvastatin 5mg Tab,COB,Cobalt Pharmaceuticals Company,UNIT,0.1023,0.1023,0.1023,0.1023,0.1105,0.0082,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02248103
a,02248107,02248107,SIMVASTATIN,Co Simvastatin 80mg Tab,COB,Cobalt Pharmaceuticals Company,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02248107
a,02248106,02248106,SIMVASTATIN,Co Simvastatin 40mg Tab,COB,Cobalt Pharmaceuticals Company,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02248106
a,02248105,02248105,SIMVASTATIN,Co Simvastatin 20mg Tab,COB,Cobalt Pharmaceuticals Company,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02248105
a,02248104,02248104,SIMVASTATIN,Co Simvastatin 10mg Tab,COB,Cobalt Pharmaceuticals Company,UNIT,0.2023,0.2023,0.2023,0.2023,0.2185,0.0162,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02248104
a,02375605,02375605,SIMVASTATIN,Jamp-Simvastatin 10mg Tab,JPC,Jamp Pharma Corporation,UNIT,0.2023,0.2023,0.2023,0.2023,0.2185,0.0162,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02375605
a,02375591,02375591,SIMVASTATIN,Jamp-Simvastatin 5mg Tab,JPC,Jamp Pharma Corporation,UNIT,0.1023,0.1023,0.1023,0.1023,0.1105,0.0082,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02375591
a,02375621,02375621,SIMVASTATIN,Jamp-Simvastatin 40mg Tab,JPC,Jamp Pharma Corporation,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02375621
a,02375648,02375648,SIMVASTATIN,Jamp-Simvastatin 80mg Tab,JPC,Jamp Pharma Corporation,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02375648
a,02375613,02375613,SIMVASTATIN,Jamp-Simvastatin 20mg Tab,JPC,Jamp Pharma Corporation,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02375613
a,02375079,02375079,SIMVASTATIN,Mar-Simvastatin 80mg Tab,MAR,Marcan Pharmaceuticals Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02375079
a,02375036,02375036,SIMVASTATIN,Mar-Simvastatin 5mg Tab,MAR,Marcan Pharmaceuticals Inc.,UNIT,0.1023,0.1023,0.1023,0.1023,0.1105,0.0082,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02375036
a,02375060,02375060,SIMVASTATIN,Mar-Simvastatin 40mg Tab,MAR,Marcan Pharmaceuticals Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02375060
a,02375044,02375044,SIMVASTATIN,Mar-Simvastatin 10mg Tab,MAR,Marcan Pharmaceuticals Inc.,UNIT,0.2023,0.2023,0.2023,0.2023,0.2185,0.0162,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02375044
a,02375052,02375052,SIMVASTATIN,Mar-Simvastatin 20mg Tab,MAR,Marcan Pharmaceuticals Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02375052
a,02372940,02372940,SIMVASTATIN,Mint-Simvastatin 10mg Tab,MIN,Mint Pharmaceuticals Inc.,UNIT,0.2023,0.2023,0.2023,0.2023,0.2185,0.0162,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02372940
a,02372967,02372967,SIMVASTATIN,Mint-Simvastatin 40mg Tab,MIN,Mint Pharmaceuticals Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02372967
a,02372959,02372959,SIMVASTATIN,Mint-Simvastatin 20mg Tab,MIN,Mint Pharmaceuticals Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02372959
a,02372932,02372932,SIMVASTATIN,Mint-Simvastatin 5mg Tab,MIN,Mint Pharmaceuticals Inc.,UNIT,0.1023,0.1023,0.1023,0.1023,0.1105,0.0082,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02372932
a,02372975,02372975,SIMVASTATIN,Mint-Simvastatin 80mg Tab,MIN,Mint Pharmaceuticals Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02372975
a,02549670,02549670,SIMVASTATIN,PMSC-Simvastatin 80mg Tab,PMS,Pharmascience Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02549670
a,02549646,02549646,SIMVASTATIN,PMSC-Simvastatin 10mg Tab,PMS,Pharmascience Inc.,UNIT,0.2023,0.2023,0.2023,0.2023,0.2185,0.0162,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02549646
a,02549662,02549662,SIMVASTATIN,PMSC-Simvastatin 40mg Tab,PMS,Pharmascience Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02549662
a,02549638,02549638,SIMVASTATIN,PMSC-Simvastatin 5mg Tab,PMS,Pharmascience Inc.,UNIT,0.1023,0.1023,0.1023,0.1023,0.1105,0.0082,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02549638
a,02549654,02549654,SIMVASTATIN,PMSC-Simvastatin 20mg Tab,PMS,Pharmascience Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02549654
a,02470012,02470012,SIMVASTATIN,Pharma-Simvastatin 80mg Tab,PMS,Pharmascience Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02470012
a,02469979,02469979,SIMVASTATIN,Pharma-Simvastatin 5mg Tab,PMS,Pharmascience Inc.,UNIT,0.1023,0.1023,0.1023,0.1023,0.1105,0.0082,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02469979
a,02469987,02469987,SIMVASTATIN,Pharma-Simvastatin 10mg Tab,PMS,Pharmascience Inc.,UNIT,0.2023,0.2023,0.2023,0.2023,0.2185,0.0162,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02469987
a,02469995,02469995,SIMVASTATIN,Pharma-Simvastatin 20mg Tab,PMS,Pharmascience Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02469995
a,02470004,02470004,SIMVASTATIN,Pharma-Simvastatin 40mg Tab,PMS,Pharmascience Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02470004
a,02329166,02329166,SIMVASTATIN,Ran-Simvastatin 20mg Tab,RAN,Ranbaxy Pharmaceuticals Canada Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02329166
a,02329131,02329131,SIMVASTATIN,Ran-Simvastatin 5mg Tab,RAN,Ranbaxy Pharmaceuticals Canada Inc.,UNIT,0.1023,0.1023,0.1023,0.1023,0.1105,0.0082,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02329131
a,02329182,02329182,SIMVASTATIN,Ran-Simvastatin 80mg Tab,RAN,Ranbaxy Pharmaceuticals Canada Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02329182
a,02329174,02329174,SIMVASTATIN,Ran-Simvastatin 40mg Tab,RAN,Ranbaxy Pharmaceuticals Canada Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02329174
a,02329158,02329158,SIMVASTATIN,Ran-Simvastatin 10mg Tab,RAN,Ranbaxy Pharmaceuticals Canada Inc.,UNIT,0.2023,0.2023,0.2023,0.2023,0.2185,0.0162,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02329158
a,02284723,02284723,SIMVASTATIN,Simvastatin 5mg Tab,SAI,Sanis Health Inc.,UNIT,0.1023,0.1023,0.1023,0.1023,0.1105,0.0082,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02284723
a,02386348,02386348,SIMVASTATIN,Simvastatin 80mg Tab,SIV,Sivem Pharmaceuticals ULC,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02386348
a,02284774,02284774,SIMVASTATIN,Simvastatin 80mg Tab,SAI,Sanis Health Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02284774
a,02386321,02386321,SIMVASTATIN,Simvastatin 40mg Tab,SIV,Sivem Pharmaceuticals ULC,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02386321
a,02284766,02284766,SIMVASTATIN,Simvastatin 40mg Tab,SAI,Sanis Health Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02284766
a,02386313,02386313,SIMVASTATIN,Simvastatin 20mg Tab,SIV,Sivem Pharmaceuticals ULC,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02386313
a,02284758,02284758,SIMVASTATIN,Simvastatin 20mg Tab,SAI,Sanis Health Inc.,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02284758
a,02386305,02386305,SIMVASTATIN,Simvastatin 10mg Tab,SIV,Sivem Pharmaceuticals ULC,UNIT,0.2023,0.2023,0.2023,0.2023,0.2185,0.0162,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02386305
a,02284731,02284731,SIMVASTATIN,Simvastatin 10mg Tab,SAI,Sanis Health Inc.,UNIT,0.2023,0.2023,0.2023,0.2023,0.2185,0.0162,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02284731
a,02386291,02386291,SIMVASTATIN,Simvastatin 5mg Tab,SIV,Sivem Pharmaceuticals ULC,UNIT,0.1023,0.1023,0.1023,0.1023,0.1105,0.0082,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02386291
a,02265907,02265907,SIMVASTATIN,Taro-Simvastatin (Not a Benefit) 40mg Tab,TAR,Taro Pharmaceuticals Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02265907
a,02265885,02265885,SIMVASTATIN,Taro-Simvastatin (Not a Benefit) 10mg Tab,TAR,Taro Pharmaceuticals Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02265885
a,02265893,02265893,SIMVASTATIN,Taro-Simvastatin (Not a Benefit) 20mg Tab,TAR,Taro Pharmaceuticals Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02265893
a,02250179,02250179,SIMVASTATIN,Teva-Simvastatin 40mg Tab,TEV,Teva Canada Limited,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02250179
a,02250152,02250152,SIMVASTATIN,Teva-Simvastatin 10mg Tab,TEV,Teva Canada Limited,UNIT,0.2023,0.2023,0.2023,0.2023,0.2185,0.0162,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02250152
a,02250187,02250187,SIMVASTATIN,Teva-Simvastatin 80mg Tab,TEV,Teva Canada Limited,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02250187
a,02250160,02250160,SIMVASTATIN,Teva-Simvastatin 20mg Tab,TEV,Teva Canada Limited,UNIT,0.2501,0.2501,0.2501,0.2501,0.2701,0.0200,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02250160
a,02250144,02250144,SIMVASTATIN,Teva-Simvastatin 5mg Tab,TEV,Teva Canada Limited,UNIT,0.1023,0.1023,0.1023,0.1023,0.1105,0.0082,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02250144
a,00884324,00884324,SIMVASTATIN,Zocor (Not a Benefit) 5mg Tab,MFC,Merck Frosst Canada Ltd.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00884324
a,00884359,00884359,SIMVASTATIN,Zocor 40mg Tab,OCI,Organon Canada Inc.,UNIT,3.4841,0.2501,3.4841,0.2501,3.7628,3.5127,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00884359
a,00884332,00884332,SIMVASTATIN,Zocor 10mg Tab,OCI,Organon Canada Inc.,UNIT,2.8190,0.2023,2.8190,0.2023,3.0445,2.8422,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00884332
a,02240332,02240332,SIMVASTATIN,Zocor (Not a Benefit) 80mg Tab,MFC,Merck Frosst Canada Ltd.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02240332
a,00884340,00884340,SIMVASTATIN,Zocor 20mg Tab,OCI,Organon Canada Inc.,UNIT,3.4841,0.2501,3.4841,0.2501,3.7628,3.5127,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00884340
a,02243237,02243237,SIROLIMUS,Rapamune 1mg/mL O/L,WAY,Wyeth Pharmaceuticals,UNIT,9.6855,9.6855,9.6855,9.6855,10.4603,0.7748,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02243237
a,02247111,02247111,SIROLIMUS,Rapamune 1mg Tab,WAY,Wyeth Pharmaceuticals,UNIT,9.6855,9.6855,9.6855,9.6855,10.4603,0.7748,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02247111
a,02512483,02512483,SITAGLIPTIN,Ach-Sitagliptin 50mg Tab,ACH,Accord Healthcare Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02512483
a,02512475,02512475,SITAGLIPTIN,Ach-Sitagliptin 25mg Tab,ACH,Accord Healthcare Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02512475
a,02512491,02512491,SITAGLIPTIN,Ach-Sitagliptin 100mg Tab,ACH,Accord Healthcare Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02512491
a,02508672,02508672,SITAGLIPTIN,Apo-Sitagliptin Malate 100mg Tab,APX,Apotex Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02508672
a,02508664,02508664,SITAGLIPTIN,Apo-Sitagliptin Malate 50mg Tab,APX,Apotex Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02508664
a,02508656,02508656,SITAGLIPTIN,Apo-Sitagliptin Malate 25mg Tab,APX,Apotex Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02508656
a,02529882,02529882,SITAGLIPTIN,Auro-Sitagliptin 100mg Tab,AUR,Auro Pharma Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02529882
a,02529866,02529866,SITAGLIPTIN,Auro-Sitagliptin 25mg Tab,AUR,Auro Pharma Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02529866
a,02529874,02529874,SITAGLIPTIN,Auro-Sitagliptin 50mg Tab,AUR,Auro Pharma Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02529874
a,02534134,02534134,SITAGLIPTIN,Jamp Sitagliptin 25mg Tab,JPC,Jamp Pharma Corporation,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02534134
a,02534150,02534150,SITAGLIPTIN,Jamp Sitagliptin 100mg Tab,JPC,Jamp Pharma Corporation,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02534150
a,02534142,02534142,SITAGLIPTIN,Jamp Sitagliptin 50mg Tab,JPC,Jamp Pharma Corporation,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02534142
a,02303922,02303922,SITAGLIPTIN,Januvia 100mg Tab,MFC,Merck Frosst Canada Ltd.,UNIT,3.2787,0.8197,3.2787,0.8197,3.5410,2.7213,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02303922
a,02388847,02388847,SITAGLIPTIN,Januvia 50mg Tab,MFC,Merck Frosst Canada Ltd.,UNIT,3.2787,0.8197,3.2787,0.8197,3.5410,2.7213,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02388847
a,02388839,02388839,SITAGLIPTIN,Januvia 25mg Tab,MFC,Merck Frosst Canada Ltd.,UNIT,3.2787,0.8197,3.2787,0.8197,3.5410,2.7213,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02388839
a,02503859,02503859,SITAGLIPTIN,PMS-Sitagliptin 50mg Tab,PMS,Pharmascience Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02503859
a,02503840,02503840,SITAGLIPTIN,PMS-Sitagliptin 25mg Tab,PMS,Pharmascience Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02503840
a,02503867,02503867,SITAGLIPTIN,PMS-Sitagliptin 100mg Tab,PMS,Pharmascience Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02503867
a,02504057,02504057,SITAGLIPTIN,Sandoz Sitagliptin 50mg Tab,SDZ,Sandoz Canada Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02504057
a,02504049,02504049,SITAGLIPTIN,Sandoz Sitagliptin 25mg Tab,SDZ,Sandoz Canada Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02504049
a,02504065,02504065,SITAGLIPTIN,Sandoz Sitagliptin 100mg Tab,SDZ,Sandoz Canada Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02504065
a,02529033,02529033,SITAGLIPTIN,Sitagliptin 25mg Tab,SIV,Sivem Pharmaceuticals ULC,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02529033
a,02529068,02529068,SITAGLIPTIN,Sitagliptin 100mg Tab,SIV,Sivem Pharmaceuticals ULC,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02529068
a,02548550,02548550,SITAGLIPTIN,Sitagliptin 25mg Tab,SAI,Sanis Health Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02548550
a,02548577,02548577,SITAGLIPTIN,Sitagliptin 100mg Tab,SAI,Sanis Health Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02548577
a,02529041,02529041,SITAGLIPTIN,Sitagliptin 50mg Tab,SIV,Sivem Pharmaceuticals ULC,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02529041
a,02548569,02548569,SITAGLIPTIN,Sitagliptin 50mg Tab,SAI,Sanis Health Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02548569
a,02531666,02531666,SITAGLIPTIN,Taro-Sitagliptin Fumarate 100mg Tab,TAR,Taro Pharmaceuticals Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02531666
a,02531631,02531631,SITAGLIPTIN,Taro-Sitagliptin Fumarate 25mg Tab,TAR,Taro Pharmaceuticals Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02531631
a,02531658,02531658,SITAGLIPTIN,Taro-Sitagliptin Fumarate 50mg Tab,TAR,Taro Pharmaceuticals Inc.,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02531658
a,02522721,02522721,SITAGLIPTIN,Teva-Sitagliptin Malate 100mg Tab,TEV,Teva Canada Limited,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02522721
a,02522705,02522705,SITAGLIPTIN,Teva-Sitagliptin Malate 25mg Tab,TEV,Teva Canada Limited,UNIT,0.8197,0.8197,0.8197,0.8197,0.8853,0.0656,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02522705
