IDLicitacion,NombreLicitacion,Tipo,Estado,FechaPublicacion,Descripcion,Moneda,TipoPresupuesto,TipoMonto,MontoLicitacion,Organismo
4284-113-L125,Adquisición de mobiliario y otros para alcaldía de la municipalidad de Cunco,L1,Adjudicada a uno o varios proveedores,28/05/2025 09:54:00,"Adquisición de mobiliario y otros para alcaldía de la municipalidad de Cunco, según bases adjuntas numeral 1.2 detalle de bien a licitar",CLP,PUBLICADO,DISPONIBLE,2.150.000,I MUNICIPALIDAD DE CUNCO
5110-18-LP25,Transporte escolar segundo semestre 2025,LP,Adjudicada a uno o varios proveedores,25/06/2025 10:07:00,Contratación de servicio de autobus con chofer para once líneas de transporte escolar desde y hacia el establecimiento según términos técnicos de referencia adjunto.,CLP,PUBLICADO,DISPONIBLE,112.000.000,I MUNICIPALIDAD DE PURRANQUE
355-19-LP25,CONVENIO SUM. INSUMOS PROCEDIMIENTOS ENDOSCÓPICOS,LP,Adjudicada a uno o varios proveedores,28/05/2025 08:53:00,"El Hospital Hanga Roa en adelante HOSPITAL, requiere contratar el Convenio de Suministro de Insumos para Procedimientos Endoscópicos, por un periodo de 36 meses, de modo de satisfacer oportunamente los requerimientos definidos por el Hospital, y contar con productos de alta calidad, de acuerdo con las características técnicas solicitadas, con la mejor relación preciocalidad y puestos en bodegas del Hospital sin costo de flete en Isla de Pascua.",CLP,NO PUBLICADO,ESTIMADO,Igual o superior a 1.000 UTM e inferior a 2.000 UTM,DIRECCION SERVICIO SALUD METROPOLITANO O
4884-22-LE25,STP Actualización PMC Peumo y Litueche,LE,Adjudicada a uno o varios proveedores,19/06/2025 17:53:00,"Servicio Profesional de Asesoría para la Actualización de los Planes Municipales de Cultura para las comunas de Peumo y Litueche de la región de O’Higgins año 2025, del Programa Red Cultura, de la Unidad de Ciudadanía Cultural",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES
1058085-59-LE25,CONVENIO SUMINISTRO DE FENILEFRINA CLORHIDRATO 10 MG ML SOLUCION INYECTABLE PARA EL HOSPITAL DEL SALVADOR,LE,Adjudicada a uno o varios proveedores,24/03/2025 11:43:27,"Que, el Hospital del Salvador necesita contar con un CONVENIO SUMINISTRO DE FENILEFRINA CLORHIDRATO 10 MG/ ML SOLUCION INYECTABLE PARA EL HOSPITAL DEL SALVADOR con la finalidad de satisfacer de manera adecuada y eficiente la labor asistencial durante periodo de 36 meses.  Que, por la cuantía determinada, la presente licitación se ubica en el tramo para contrataciones de aquellas iguales o superiores a 100 UTM e inferiores a 1.000 UTM, en conformidad al Artículo 36º del Reglamento de la Ley Nº19.886   Que hechas las consultas respectivas, la provisión de Medicamentos Intermediados, no se encuentra disponibles por Convenios Marcos ofrecidos en el Sistema de Información de la Dirección de Compras, www.mercadopublico.cl   Que, esta compra esta vinculada al proyecto 1058085-5-PC25, correspondiente al plan anual de compras del año 2025. ",CLP,PUBLICADO,ESTIMADO,66.000.000,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR
2483-142-LE25,ADQUISICIÓN DE AUDIO Y OTRAS MÁQUINAS PARA EL CORRECTO FUNCIONAMIENTO DE LA DIDECO,LE,Adjudicada a uno o varios proveedores,27/05/2025 11:21:51,"ADQUISICIÓN DE AUDIO Y OTRAS MÁQUINAS PARA EL CORRECTO FUNCIONAMIENTO DE LA DIDECO DECRETO ALCALDICIO E. N°1976, APRUEBA BASES ",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE QUILICURA
1549-78-LE25,EXTERNALIZACIÓN DE BIOPSIAS RENAL CON TRES,LE,Adjudicada a uno o varios proveedores,09/06/2025 09:36:30,"El presente proceso de licitación pública se dispone PARA LA EXTERNALIZACIÓN DE BIOPSIAS RENALES PARA ANALISIS ANATOMO PATOLOGICO CON TRES TÉCNICAS PARA EL HOSPITAL SAN JOSÉ, especificaciones en descripción de procedimientos, debido a que en la actualidad existe un cese con convenios existentes bajo DFL-36, para poder asegurar la continuidad al diagnóstico y tratamiento de pacientes nefrópatas, se debe considerar los siguientes exámenes de biopsia renal",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,SERVICIO DE SALUD METROPOLITANA NORTE HOSPITAL SAN JOSE
3507-16-LE25,CAMIONETA CABINA SIMPLE - Readjudicada en Id 3507-16-R125,LE,Adjudicada a uno o varios proveedores,11/06/2025 12:53:46,REPOSICION AMBULANCIA ISLA PULUQUI.,CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE CALBUCO
3191-63-LE25,LE INS PRÓTESIS DE RODILLA DE REVISIÓN OXINIUM,LE,Adjudicada a uno o varios proveedores,30/06/2025 11:20:12,ADQUISICIÓN DE COMPONENTES CORRESPONDIENTES A PRÓTESIS DE RODILLA DE REVISIÓN OXINIUM.,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,DIRECCION DE ABASTECIMIENTO DE LA ARMADA
3884-9-LE25,ADQUISICION DE MATERIALES PROGRAMA EMPLEABILIDAD,LE,Adjudicada a uno o varios proveedores,13/06/2025 15:28:49,Se requiere adquirir materiales de aseo y EPP para trabajadores del programa empleabilidad,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD PAIHUANO
1196-12-R125,"“ADQUISICION DE MOBILIARIO HERRAMIENTA Y ARTICULOS DE ASEO, PROGRAMA RECINTOS DEPORTIVOS, REGION DE TARAPACA”",L1,Adjudicada a uno o varios proveedores,23/06/2025 13:13:04,Se requiere para  Dirección Regional de Tarapaca  moviliario  y articulos  de Aseo.,CLP,NO PUBLICADO,DISPONIBLE,Menor a 100 UTM,INSTITUTO NACIONAL DE DEPORTES DE CHILE
1077499-8-LQ25,LI EQUIPO QUIRÚRGICO PARA CATARATAS Y PTERIGIÓN ,LQ,Adjudicada a uno o varios proveedores,12/05/2025 16:40:41,LICITACIÓN “SERVICIO DE EQUIPO QUIRÚRGICO PARA RESOLUCIÓN DE CATARATAS Y PTERIGIÓN” ID 1077499-8-LQ25,CLP,NO PUBLICADO,ESTIMADO,Igual o superior a 2.000 UTM e inferior a 5.000 UTM ,SERVICIO DE SALUD IQUIQUE
1077499-10-LQ25,LI SERVICIOS DE EQUIPO QUIRÚRGICO 1077499-10-LQ25,LQ,Adjudicada a uno o varios proveedores,08/05/2025 17:16:00," BAG ADM SERVICIOS DE EQUIPO QUIRÚRGICO PARA RESOLUCIÓN DE LISTA DE ESPERA CIRUGÍA DIGESTIVA, UROLÓGICA Y VASCULAR EN HOSPITALES DE LA RED ASISTENCIAL DEL SERVICIO DE SALUD TARAPACÁ”, ID 1077499-10-LQ25",CLP,NO PUBLICADO,ESTIMADO,Igual o superior a 2.000 UTM e inferior a 5.000 UTM ,SERVICIO DE SALUD IQUIQUE
3996-30-LE25,Adquisición de Equipos Computacionales y Periféricos,LE,Adjudicada a uno o varios proveedores,26/06/2025 09:46:43,"La necesidad de adquirir Computadores AIO, Notebooks, Multifuncionales e Impresoras para cambiar los obsoletos y faltantes, además de UPS para dar respaldo a los diferentes equipos ante cortes de luz, alzas y bajas de voltaje, necesarios para los Establecimientos de Atención Primaria de Salud de Coltauco ",CLP,PUBLICADO,DISPONIBLE,13.350.000,I MUNICIPALIDAD DE COLTAUCO
3947-32-LE25,CONTRATO SUMINISTRO DE SERVICIOS DE AMPLIFICACIÓN SONIDO Y ARTISTAS TIPO CONCIERTO PARA LAS ACTIVIDADES DE FIESTA DEL CAMARON VERSION XX,LE,Adjudicada a uno o varios proveedores,09/07/2025 16:36:16,"CONTRATO SUMINISTRO DE SERVICIOS DE AMPLIFICACIÓN, SONIDO Y ARTISTAS TIPO CONCIERTO, PARA LAS ACTIVIDADES DE FIESTA DEL CAMARON VERSION XX",CLP,PUBLICADO,DISPONIBLE,18.000.000,I MUNICIPALIDAD DE SANTA JUANA
4032-10-LQ25,CONSTRUCCIÓN NICHOS Y PAVIMENTACIÓN DE ACCESO EN CEMENTERIO MUNICIPAL CAÑETE,LQ,Adjudicada a uno o varios proveedores,22/01/2025 11:43:00,"Ejecución de proyecto CONSTRUCCIÓN NICHOS Y PAVIMENTACIÓN DE ACCESO EN CEMENTERIO MUNICIPAL, CAÑETE",CLP,NO PUBLICADO,DISPONIBLE,Igual o superior a 2.000 UTM e inferior a 5.000 UTM ,I MUNICIPALIDAD DE CANETE
2216-37-O124,AIF Aeroportuarias Concesionadas Zona Norte 2,O1,Adjudicada a uno o varios proveedores,27/12/2024 11:25:00,"El presente contrato de asesoría está diseñado para prestar apoyo al Inspector Fiscal en la labor de gestión y seguimiento del cumplimiento del contrato de concesión en Etapa de Explotación y Construcción, y apoyar en la fiscalización y control del cumplimiento de las obligaciones emanadas de los contratos de concesión.",CLP,NO PUBLICADO,NO ES POSIBLE DE ESTIMAR,No público,MOP Dirección General de Concesiones
2705-52-LP25,SERVICIO DE TEST CUANTITATIVO PARA HEMORRAGIAS,LP,Adjudicada a uno o varios proveedores,12/06/2025 11:04:14,"CONTRATACIÓN SERVICIO DE TEST CUANTITATIVO PARA HEMORRAGIAS OCULTAS EN DEPOSICIÓN, PARA LA UNIVERSIDAD DEL BÍO-BÍO, SEDE CHILLÁN",CLP,PUBLICADO,DISPONIBLE,84.033.613,UNIVERSIDAD DEL BIO BIO
561704-27-LE25,DESARROLLO DE HABILIDADES F-89,LE,Adjudicada a uno o varios proveedores,17/04/2025 15:39:05,"complementar proceso de licitación que sustenta las bases administrativas, estas reglamentan la operatoria mínima necesaria para la correcta ejecución del servicio y además cautelar un estricto cumplimiento del contrato. Es decir, detalla y regula el contrato de Capacitación en el Desarrollo de Habilidades para el Aprendizaje de Habilidades Superiores del Pensamiento, para la Fundación Minera Escondida F-89, perteneciente a la Corporación Municipal de Desarrollo Social de Antofagasta, además, fortalecer las competencias pedagógicas de Educadoras y Docentes en el desarrollo e implementación de habilidades superiores del pensamiento, mediante el diseño de actividades de aprendizaje innovadoras, el uso de estrategias didacticas efectivas, y la integración de prácticas de evaluación y metacognición que promuevan el pensamiento crítico, creativo y reflexivo de los estudiantes, favoreciendo su desarrollo integral y aprendizaje profundo.",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,CORP MUNICIPAL DE DESARROLLO SOCIAL DE A
561704-25-LE25,PORTAFOLIO DOCENTE D-90,LE,Adjudicada a uno o varios proveedores,17/04/2025 15:38:43,"complementar proceso de licitación que sustenta las bases administrativas, estas reglamentan la operatoria mínima necesaria para la correcta ejecución del servicio y además cautelar un estricto cumplimiento del contrato. Es decir, detalla y regula el contrato de Capacitación Portafolio Docente, Herramientas y Estrategias para el Desarrollo y Fortalecimiento Profesional, para la Escuela República Argentina D-90, perteneciente a la Corporación Municipal de Desarrollo Social de Antofagasta, además desarrollar competencias para construir y utilizar un portafolio de evaluación docente basado en evidencias, que permita reflexionar sobre la práctica pedagógica, identificar áreas de mejora  y promover el desarrollo profesional continuo alineado con los principios del MBE.",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,CORP MUNICIPAL DE DESARROLLO SOCIAL DE A
561704-22-LE25,LIDERAZGO EN GESTIÓN Y CALIDAD EDUCATIVA  A-14,LE,Adjudicada a uno o varios proveedores,17/04/2025 15:38:21,"complementar proceso de licitación que sustenta las bases administrativas, estas reglamentan la operatoria mínima necesaria para la correcta ejecución del servicio y además cautelar un estricto cumplimiento del contrato. Es decir, detalla y regula el contrato de Capacitación en Liderazgo en Gestión y Calidad Educativa, para el Liceo Técnico Antofagasta A-14, perteneciente a la Corporación Municipal de Desarrollo Social de Antofagasta, además, fortalecer habilidades de liderazgo y gestión de los docentes directivos y técnicos para que puedan diseñar, implementar y ejecutar acciones en el proyecto educativo que respondan a las necesidades de los estudiantes  en un contexto educativo en constante cambio.",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,CORP MUNICIPAL DE DESARROLLO SOCIAL DE A
2429-18-LE25,“CONTRATO POR EL SUMINISTRO DEL SERVICIO DE ABASTECIMIENTO DE AGUA POTABLE MEDIANTE CAMIÓN ALJIBE PARA EL P.E.T. CORRALON MUNICIPAL Y VERTEDERO LA CHIMBA DE LA I. MUNICIPALIDAD DE ANTOFAGASTA,LE,Adjudicada a uno o varios proveedores,08/05/2025 17:18:08,SERVICIO DE AGUA POTABLE,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE ANTOFAGASTA
1641-228-LE25,WFS - MICROSCOPIO - PLAN NACIONAL DEL CANCER,LE,Adjudicada a uno o varios proveedores,14/05/2025 13:52:38,"2.1 Objetivo y Descripción de la licitación   La contratación de “MICROSCOPIO - PLAN NACIONAL DEL CANCER” tiene por objeto, cumplir de manera continua la labor asistencial que ha sido encomendada a nuestra Institución, estableciendo las condiciones que permitan alcanzar la combinación más ventajosa entre todos los beneficios del bien o servicio a adquirir, y todos sus costos asociados, presentes y futuros Art. 37° del Reglamento, según el siguiente detalle:  ITEM	CÓDIGO INTERNO	DESCRIPCION	CANTIDAD 1	POR ASIGNAR	MICROSCOPIO	1",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,SERVICIO DE SALUD OCCIDENTE HOSPITAL SAN JUAN DE DIOS
2445-63-L125,INSUMOS GENERALES SP/003246,L1,Adjudicada a uno o varios proveedores,11/06/2025 12:49:16,"INSUMOS GENERALES SP/003246 DISTRIBUCION  A CESFAM, CECOSF, PSR, SAR, SAPU Y SUR DEPENDIENTES DEL DEPTO. DE SALUD DE LA COMUNA DE CURICO",CLP,PUBLICADO,ESTIMADO,6.783.000,I MUNICIPALIDAD DE CURICO
3124-7-LE25,SERVICIO DE ASEO E HIGIENE PARA LA DIRECCION DE ABASTECIMIENTO DE LA ARMADA,LE,Adjudicada a uno o varios proveedores,27/06/2025 11:50:24,LA NECESIDAD DE ADQUIRIR EL SERVICIO DE ASEO E HIGIENE PARA LA DIRECCION DE ABASTECIMIENTO DE LA ARMADA.  OFERENTES DEBEN CUMPLIR LO ESTIPULADO EN BASES DE LICITACIÓN ADJUNTA.,CLP,PUBLICADO,DISPONIBLE,47.600.000,DIRECCION DE ABASTECIMIENTO DE LA ARMADA
1236-15-L125,REQ. N°50_ARTICULOS DEPORTIVOS_CEM Y DPS.-,L1,Adjudicada a uno o varios proveedores,30/06/2025 16:25:46,REQ. N°50_ARTICULOS DEPORTIVOS_CEM Y DPS.-,CLP,PUBLICADO,DISPONIBLE,4.830.775,INSTITUTO NACIONAL DE DEPORTES DE CHILE
1057511-15-L125,"ADQUISICION DE EQUIPAMENTO MEDICO, PLAN NACIONAL DEL CANCER 2025",L1,Adjudicada a uno o varios proveedores,24/06/2025 15:31:42,"El Hospital Comunitario de Salud Familiar de Bulnes llama a Licitación Pública a través del Portal Mercado Público para suscribir la “ADQUISICIÓN DE EQUIPAMIENTO MÉDICO, PLAN NACIONAL DEL CÁNCER 2025”, específicamente para la adquisición de un Concentrador de Oxígeno, con el propósito de fortalecer la capacidad terapéutica del establecimiento. Esta adquisición busca garantizar una atención oportuna, segura y de calidad a los pacientes, cumpliendo con las normativas vigentes en salud.",CLP,PUBLICADO,DISPONIBLE,1.901.000,HOSPITAL COMUNITARIO DE SALUD FAMILIAR DE BULNES
858-67-LE25,Adquisición Cuentas PBI Gestión Monitoreo y Eval,LE,Adjudicada a uno o varios proveedores,20/05/2025 18:05:21,"ADQUISICIÓN DE CUENTAS PBI PARA  GESTIÓN, MONITOREO Y EVALUACIÓN DE LOS PROGRAMAS CEM Y DPS.",CLP,PUBLICADO,ESTIMADO,18.200.000,INSTITUTO NACIONAL DE DEPORTES DE CHILE
621-410-LR25,GUANTE EXAMEN VINILO MEDIANO X UN 1-20942,LR,Adjudicada a uno o varios proveedores,21/04/2025 11:56:32,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,542.779.330,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
4190-24-LE25,Insumos para Grafitti,LE,Adjudicada a uno o varios proveedores,27/06/2025 13:15:47,Adquisición de insumos para talleres de grafitti,CLP,PUBLICADO,DISPONIBLE,7.500.000,I MUNICIPALIDAD DE CALDERA
2656-52-L125,PRODUCCION DE EVENTOS CAMPEONATO DE CUECA,L1,Adjudicada a uno o varios proveedores,12/06/2025 12:33:38,PRODUCCION DE EVENTOS CAMPEONATO DE CUECA,CLP,PUBLICADO,DISPONIBLE,3.700.000,I MUNICIPALIDAD DE TOME
1058090-9-LQ25,SUMINISTRO DE INSULINAS NPH CRISTALINA Y OTRAS,LQ,Adjudicada a uno o varios proveedores,09/05/2025 10:41:51,"El Hospital Dr. Exequiel González Cortés, en adelante e indistintamente el “Hospital”, llama a licitación pública para el SUMINISTRO INSULINAS NPH, CRISTALINA Y OTRAS.  El mandante de esta licitación es el Hospital Dr. Exequiel González Cortés, cuyo domicilio para todos los efectos legales de esta convocatoria es Gran Avenida José Miguel Carrera N°3.300, comuna de San Miguel, Santiago de Chile, representado por su Directora, Dra. Inés Araneda Aranda, en adelante la Directora.",CLP,NO PUBLICADO,ESTIMADO,Igual o superior a 2.000 UTM e inferior a 5.000 UTM ,SERVICIO DE SALUD SUR HOSPITAL EXEQUIEL
967490-9-LE25,ADQUISICIÓN DE MATERIALES DE CONSTRUCCIÓN,LE,Adjudicada a uno o varios proveedores,05/05/2025 15:24:25,ADQUISICIÓN DE  MATERIALES DE CONSTRUCCIÓN PARA LA ESCUELA ESPECIALIDADES DE CARABINEROS “GENERAL OSCAR CRISTI GALLO”,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,DIRECCION DE LOGISTICA DE CARABINEROS
872-38-LE25,Centrífuga refrigerada para tubos cónicos,LE,Adjudicada a uno o varios proveedores,06/06/2025 10:01:17,"El Centro de Investigaciones Nucleares y Aplicaciones en Salud y Biomedicina CINASB de la Comisión Chilena de Energía Nuclear requiere adquirir un equipo centrífuga refrigerada para tubos cónicos, a utilizar en un laboratorio de cultivo celular, para el manejo de muestras de origen humano, desarrollo de ensayos biológicos y aplicaciones en investigación.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,Comisión Chilena de Energía Nuclear
2440-71-LE25,Servicio de Plataforma Gestión Curricular para el Establecimiento Educacional Colegio Deportivo Luis Cruz Martínez ,LE,Adjudicada a uno o varios proveedores,16/04/2025 15:07:00,"El Departamento de Administración de Educación Municipal de Curicó requiere contratar, Servicio de Plataforma Gestión Curricular para el Establecimiento Educacional Colegio Deportivo Luis Cruz Martínez ",CLP,PUBLICADO,DISPONIBLE,7.600.000,I MUNICIPALIDAD DE CURICO
5440-1-LR25,Contración de Crédito para la Universidad de Chile,LR,Adjudicada a uno o varios proveedores,07/03/2025 15:56:05,"Financiar el término de la inversión en infraestructura  y equipamiento relacionados al desarrollo del proyecto Edificio VM20, el cual se  encuentra en su última fase de ejecución y cubrir el déficit sufrido por el Hospital  Clínico, debido a su funcionamiento durante la emergencia sanitaria producida por  el virus COVID-19.  ",CLF,NO PUBLICADO,DISPONIBLE,Igual o superior a 5.000 UTM,UNIVERSIDAD DE CHILE
3565-26-LE25,LIBROS PROYECTO ADQUISICION Y GESTION MATERIAL BIB,LE,Adjudicada a uno o varios proveedores,16/06/2025 12:45:10,"Las presentes Bases Administrativas Especiales regirán la Licitación Pública, adjudicación, contrato, garantías, plazos, sanciones y sistema de pago de la propuesta denominada “LIBROS PARA PROYECTO DE ADQUISICION Y DE GESTION DEL MATERIAL BIBLIOGRAFICO.”, financiada con fondos Extrapresupuestarios año 2025, conjuntamente con los anexos, eventuales aclaraciones, respuestas a consultas y demás antecedentes de la licitación. ",CLP,PUBLICADO,DISPONIBLE,13.499.876,ILUSTRE MUNICIPALIDAD TEODORO SCHMIDT
5184-77-LE25,INSUMOS CAJA MINI FRAGMENTOS,LE,Adjudicada a uno o varios proveedores,29/05/2025 17:19:27,"INSUMOS CAJA MINI FRAGMENTOS, SEGUN MEMORANDUM N°203 DE FECHA 02-05-2024",CLP,PUBLICADO,DISPONIBLE,10.000.000,SERVICIO DE SALUD DEL MAULE HOSPITAL DE LINARES
514862-61-R125,PROYECTORES Y TELÓN COLEGIOS REDUCA 10031900,LE,Adjudicada a uno o varios proveedores,02/06/2025 15:57:09,ADQUISICIÓN DE PROYECTORES Y TELÓN PARA COLEGIOS REDUCA Y ACTIVIDADES DEL PROGRAMA 4 a 7  SOLPED 10031900,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,CORPORACION MUNICIPAL DE PENALOLEN PARA EL DESARROLO SOCIAL CORMUP
932163-10-LE25,TOLVA ESPARCIDORA DE SAL,LE,Adjudicada a uno o varios proveedores,08/07/2025 10:33:56,"TOLVA ESPARCIDORA DE SAL, DE ACUERDO A ESPECIFICACIONES TECNICAS.",CLP,PUBLICADO,DISPONIBLE,14.022.643,I MUNICIPALIDAD DE LAGO VERDE
3606-12-L125,INSUMOS MEDICOS JUNIO 2025,L1,Adjudicada a uno o varios proveedores,04/07/2025 12:38:08,ADQUISICION DE INSUMOS MEDICOS PARA STOCK Y FUNCIONAMIENTO DE DROGUERIA DEL DEPTO. DE SALUD,CLP,NO PUBLICADO,ESTIMADO,Menor a 100 UTM,I MUNICIPALIDAD DE MULCHEN
1628-5-LE25,COMPRA  DE SERVICIOS   ATENCIONES PSICOLOGICAS PROGRAMA SALUD MENTAL,LE,Adjudicada a uno o varios proveedores,30/04/2025 12:44:00,COMPRA  DE SERVICIOS   ATENCIONES PSICOLOGICAS PARA PACIENTES PROGRAMA SALUD MENTAL DEL HOSPITAL SANTA FILOMENA DE GRANEROS AÑO 2025,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,SERVICIO DE SALUD HOSPITAL DE GRANEROS
941739-3-LP25,OBRAS DE PAVIMENTACIÓN FAC. CIENCIAS AGRONOMICAS.,LP,Adjudicada a uno o varios proveedores,13/03/2025 08:44:44,SE REQUIERE PAVIMENTACIÓN ACCESO AL CAMPUS AZAPA,CLP,PUBLICADO,ESTIMADO,210.000.000,UNIVERSIDAD DE TARAPACA
1232672-3-B225,CONSTRUCCION BAÑOS PUBLICOS ESTADIO MUNICIPAL,B2,Adjudicada a uno o varios proveedores,18/06/2025 17:23:25,SE REQUIERE CONTRATAR SERVICIO DE CONTRUCCION PARA PROYECTO DE BAÑOS PUBLICOS ESTADIO MUNICIPAL COMUNA DE FUTALEUFU. PROYECTO APROBADO A SUMA ALZADA. LA CONSTRUCCION DEBE ESTAR EMPLAZADA EN EL ESTADIO MUNICIPAL DE FUTALEUFU,CLP,NO PUBLICADO,DISPONIBLE,Igual o superior a 1000 UTM e inferior a 2000 UTM,I MUNICIPALIDAD DE FUTALEUFU
4192-74-LE25,CONT. DE SERV. PROFESIONALES DE AUDITORIA EXTERNA,LE,Adjudicada a uno o varios proveedores,09/06/2025 11:35:03,"Las presentes bases tienen por objetivo determinar y definir las condiciones generales que se deberán tener presente en la licitación para la CONTRATACIÓN DE SERVICIOS PROFESIONALES DE AUDITORÍA EXTERNA PARA EVALUAR LA EJECUCIÓN PRESUPUESTARIA Y EL ESTADO DE SITUACIÓN FINANCIERA DE LA ILUSTRE MUNICIPALIDAD DE CALDERA Y DEPARTAMENTO DE SALUD MUNICIPAL.  La presente licitación, y los derechos y obligaciones de las partes se regularán por las presentes bases administrativas, las bases técnicas, las aclaraciones y la respectiva oferta. Supletoriamente se aplicará la Ley de Compras Públicas N°19.886 y su respectivo Reglamento.",CLP,PUBLICADO,DISPONIBLE,18.000.000,I MUNICIPALIDAD DE CALDERA
1747-50-LE25,SERVICIO ARRIENDO DE IMPRESORAS MULTIFUNCIONALES,LE,Adjudicada a uno o varios proveedores,26/06/2025 10:38:02,"La presente licitación pública tiene como objetivo la contratación de servicio arriendo de 4 impresora multifuncionales, que permitirá mejorar la accesibilidad de los funcionarios y funcionarias mediante la incorporación de equipos tecnológicos para la atención médica de los pacientes del Hospital Comunitario de Mejillones.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,HOSPITAL DE MEJILLONES
985737-1-L125,"SERVICIOS DE FUMIGACIÓN, DESRATIZACIÓN Y SANITIZACIÓN” PARA EL EDIFICIO INSTITUCIONAL Y PERIMETRO EXTERIOR DEL CFT DEL MAULE",L1,Adjudicada a uno o varios proveedores,08/07/2025 17:26:15,"La presente licitación tiene por objeto convocar a todos los interesados en participar en la realización de una Oferta para la Contratación y Prestación de los Servicios de Fumigación, Desratización y Sanitización para el Centro de Formación Técnica de la Región del Maule, que cumpla con los requerimientos de las presentes Bases Administrativas y Requerimientos Técnicos correspondientes. ",CLP,PUBLICADO,DISPONIBLE,1.500.000,CENTRO DE FORMACION TECNICA DE LA REGION DEL MAULE
3858-24-LE25,MATERIAL PARA CURSO ESPECIAL TVA CEJJLB MEJILLONES - Readjudicada en Id 3858-24-R125,LE,Adjudicada a uno o varios proveedores,02/06/2025 13:53:35,"La presente licitación tiene como objetivo adquirir materiales destinados a los estudiantes del curso especial de Transición a la Vida Adulta (TVA) del Complejo Educativo Juan José Latorre Benavente.  Estos materiales tienen como propósito contribuir al desarrollo de habilidades que les permitan, en el futuro, desenvolverse con mayor autonomía en su vida cotidiana y laboral, promoviendo así una transición efectiva hacia la adultez y fomentando su independencia.",CLP,PUBLICADO,DISPONIBLE,10.000.000,I MUNICIPALIDAD DE MEJILLONES
3355-28-LE25,EQUIPOS INDUSTRIALES DE RANCHO,LE,Adjudicada a uno o varios proveedores,07/07/2025 17:56:34,ADQUISICION DE EQUIPAMIENTO DE COCINA PARA EL REFUGIO MILITAR LOS BARROS.,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,COMANDO DE APOYO A LA FUERZA
1237328-49-R125,SUMINISTRO POR LA ADQUISICIÓN DE FÁRMACOS 2,LQ,Adjudicada a uno o varios proveedores,21/04/2025 15:25:16,"Las presentes Bases Administrativas tienen por objeto la contratación de “Suministro por la Adquisición de Fármacos 2”, que permitan el aprovisionamiento oportuno de los productos necesarios en la atención de los usuarios que asisten a los diferentes establecimientos de salud pertenecientes a la Corporación Municipal Área Salud, en las circunstancias que estos productos no fueran provistos por la Central de Abastecimiento del Sistema Nacional de Servicios de Salud  o no se encuentren disponibles en catálogos electrónicos del Convenio Marco.   Tratará estos efectos y a partir de las presentes Bases de Licitación se establecen las disposiciones que regirán este proceso concursal. ",CLP,NO PUBLICADO,ESTIMADO,Igual o superior a 2.000 UTM e inferior a 5.000 UTM ,CORP MUNICIPAL DE PUNTA ARENAS PARA LA EDUCACION SALUD Y AT AL MENOR
1057973-5-LQ25,ADQ. EQUIPO CITOMETRO DE FLUJO CASR,LQ,Adjudicada a uno o varios proveedores,04/06/2025 12:36:18,"El Servicio de Salud Metropolitano Sur Oriente en el contexto del proyecto de Inversión del Plan Nacional del Cáncer requiere adquirir un Citómetro de Flujo para la Unidad de Laboratorio Clínico del CASR, establecimiento dependiente del Servicio de Salud Metropolitano Sur Oriente SSMSO.",CLP,NO PUBLICADO,ESTIMADO,Igual o superior a 2.000 UTM e inferior a 5.000 UTM ,SERVICIO DE SALUD METROPOLITANO SUR ORIENTE
