detail_url,brand_full,brand_name,pack_presentation,ddd_text,currency,price_per_day,price_per_week,price_per_month,price_per_six_months,reimbursed_per_day,extra_payment_per_day,table_type,unit_type,unit_amount
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/somatropine,"NUTROPINAQ , 2 ml INJECTIEVLOEISTOF 5 mg / ml",NUTROPINAQ,2 ml INJECTIEVLOEISTOF 5 mg / ml,,€,217.27,,,,0.0,217.27,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/somatropine,"NORDITROPIN FLEXPRO , 1,5 ml INJECTIEVLOEISTOF 6,67 mg / ml",NORDITROPIN FLEXPRO,"1,5 ml INJECTIEVLOEISTOF 6,67 mg / ml",,€,239.17,,,,0.0,239.17,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/somatropine,"OMNITROPE , 1,5 ml INJECTIEVLOEISTOF 6,67 mg / ml",OMNITROPE,"1,5 ml INJECTIEVLOEISTOF 6,67 mg / ml",,€,186.63,,,,0.0,186.63,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sonidegib,"ODOMZO ,
        CAPSULE 200 mg",ODOMZO,CAPSULE 200 mg,,€,,,,,0.0,175.35,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sorafenib,"GENERIEK ,
        TABLET 200 mg",GENERIEK,TABLET 200 mg,"0,8 g",€,95.87,671.09,,,0.0,95.87,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sorafenib,"NEXAVAR ,
        TABLET 200 mg",NEXAVAR,TABLET 200 mg,"0,8 g",€,90.45,633.15,,,0.0,90.45,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sotalol,"GENERIEK ,
        TABLET 160 mg",GENERIEK,TABLET 160 mg,"0,16 g",€,0.1,0.7,3.0,18.2,0.1,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sotalol,"GENERIEK ,
        TABLET 40 mg",GENERIEK,TABLET 40 mg,"0,16 g",€,0.31,2.17,9.3,56.42,0.31,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sotalol,"GENERIEK ,
        TABLET 80 mg",GENERIEK,TABLET 80 mg,"0,16 g",€,0.13,0.91,3.9,23.66,0.13,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sotalol,"GENERIEK , 4 ml INJECTIEVLOEISTOF 10 mg / ml",GENERIEK,4 ml INJECTIEVLOEISTOF 10 mg / ml,,€,26.8,,,,0.0,26.8,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sotorasib,"LUMYKRAS ,
        TABLET 120 mg",LUMYKRAS,TABLET 120 mg,,€,,,,,0.0,34.25,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sparsentan,"FILSPARI ,
        TABLET 200 mg",FILSPARI,TABLET 200 mg,,€,,,,,0.0,144.61,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sparsentan,"FILSPARI ,
        TABLET 400 mg",FILSPARI,TABLET 400 mg,,€,,,,,0.0,144.61,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/spironolacton,"GENERIEK ,
        TABLET 100 mg",GENERIEK,TABLET 100 mg,"37,5 mg",€,0.1,0.7,3.0,18.2,0.1,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/spironolacton,"GENERIEK ,
        TABLET 12,5 mg",GENERIEK,"TABLET 12,5 mg","37,5 mg",€,0.46,3.22,13.8,83.72,0.46,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/spironolacton,"GENERIEK ,
        TABLET 25 mg",GENERIEK,TABLET 25 mg,"37,5 mg",€,0.12,0.84,3.6,21.84,0.12,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/spironolacton,"GENERIEK ,
        TABLET 50 mg",GENERIEK,TABLET 50 mg,"37,5 mg",€,0.11,0.77,3.3,20.02,0.11,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/stiripentol,"DIACOMIT ,
        CAPSULE 250 mg",DIACOMIT,CAPSULE 250 mg,1 g,€,17.72,124.04,531.6,,17.72,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/stiripentol,"DIACOMIT ,
        POEDER VOOR ORALE SUSPENSIE 250 mg",DIACOMIT,POEDER VOOR ORALE SUSPENSIE 250 mg,1 g,€,17.72,124.04,531.6,,17.72,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/stiripentol,"DIACOMIT ,
        CAPSULE 500 mg",DIACOMIT,CAPSULE 500 mg,1 g,€,16.49,115.43,494.7,,16.49,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/stiripentol,"DIACOMIT ,
        POEDER VOOR ORALE SUSPENSIE 500 mg",DIACOMIT,POEDER VOOR ORALE SUSPENSIE 500 mg,1 g,€,16.49,115.43,494.7,,16.49,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sucralfaat,"GENERIEK ,
        GRANULAAT",GENERIEK,GRANULAAT,4 g,€,1.16,8.12,34.8,211.12,1.16,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sucralfaat,"GENERIEK ,
        SUSPENSIE VOOR ORAAL GEBRUIK",GENERIEK,SUSPENSIE VOOR ORAAL GEBRUIK,4 g,€,1.16,8.12,34.8,211.12,1.16,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sucralfaat,"GENERIEK ,
        TABLET",GENERIEK,TABLET,4 g,€,1.05,7.35,31.5,191.1,1.05,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sufentanil,"GENERIEK , 1 ml INJECTIEVLOEISTOF 50 μg / ml",GENERIEK,1 ml INJECTIEVLOEISTOF 50 μg / ml,,€,1.43,,,,0.0,1.43,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sufentanil,"GENERIEK , 5 ml INJECTIEVLOEISTOF 50 μg / ml",GENERIEK,5 ml INJECTIEVLOEISTOF 50 μg / ml,,€,7.14,,,,0.0,7.14,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sufentanil,"SUFENTA , 1 ml INJECTIEVLOEISTOF 50 μg / ml",SUFENTA,1 ml INJECTIEVLOEISTOF 50 μg / ml,,€,1.07,,,,1.07,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sufentanil,"SUFENTA , 5 ml INJECTIEVLOEISTOF 50 μg / ml",SUFENTA,5 ml INJECTIEVLOEISTOF 50 μg / ml,,€,5.37,,,,5.37,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sufentanil,"GENERIEK , 2 ml INJECTIEVLOEISTOF 5 μg / ml",GENERIEK,2 ml INJECTIEVLOEISTOF 5 μg / ml,,€,0.42,,,,0.0,0.42,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sufentanil,"GENERIEK , 10 ml INJECTIEVLOEISTOF 5 μg / ml",GENERIEK,10 ml INJECTIEVLOEISTOF 5 μg / ml,,€,2.12,,,,0.0,2.12,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sufentanil,"SUFENTA , 2 ml INJECTIEVLOEISTOF 5 μg / ml",SUFENTA,2 ml INJECTIEVLOEISTOF 5 μg / ml,,€,0.34,,,,0.34,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sufentanil,"SUFENTA , 10 ml INJECTIEVLOEISTOF 5 μg / ml",SUFENTA,10 ml INJECTIEVLOEISTOF 5 μg / ml,,€,1.72,,,,1.72,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sugammadex,"GENERIEK , 2 ml INJECTIEVLOEISTOF 100 mg / ml",GENERIEK,2 ml INJECTIEVLOEISTOF 100 mg / ml,,€,73.54,,,,0.0,73.54,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sugammadex,"GENERIEK , 5 ml INJECTIEVLOEISTOF 100 mg / ml",GENERIEK,5 ml INJECTIEVLOEISTOF 100 mg / ml,,€,196.78,,,,0.0,196.78,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sugammadex,"BRIDION , 2 ml INJECTIEVLOEISTOF 100 mg / ml",BRIDION,2 ml INJECTIEVLOEISTOF 100 mg / ml,,€,85.02,,,,0.0,85.02,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sulconazol,"MYK 1 ,
        CREME 10 mg /G",MYK 1,CREME 10 mg /G,,€,4.87,,,,0.0,0.32,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sulconazol,"MYK 1 ,
        OPLOSSING VOOR CUTAAN GEBRUIK 10 mg / ml",MYK 1,OPLOSSING VOOR CUTAAN GEBRUIK 10 mg / ml,,€,4.29,,,,0.29,0.0,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sulfametrol_trimethoprim,"ROKIPRIM , 250 ml INFUSIEVLOEISTOF 3,2/0,64 mg / ml",ROKIPRIM,"250 ml INFUSIEVLOEISTOF 3,2/0,64 mg / ml",,€,21.53,,,,21.53,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sulfasalazine,"GENERIEK ,
        MAAGSAPRESISTENTE TABLET 500 mg",GENERIEK,MAAGSAPRESISTENTE TABLET 500 mg,2 g,€,0.54,3.78,16.2,98.28,0.54,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sulfasalazine,"SALAZOPYRINE ,
        MAAGSAPRESISTENTE TABLET 500 mg",SALAZOPYRINE,MAAGSAPRESISTENTE TABLET 500 mg,2 g,€,0.54,3.78,16.2,98.28,0.54,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sulfasalazine,"SALAZOPYRINE ,
        ZETPIL 500 mg",SALAZOPYRINE,ZETPIL 500 mg,2 g,€,17.44,122.08,523.2,,17.44,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sulpiride,"DOGMATIL ,
        TABLET 400 mg",DOGMATIL,TABLET 400 mg,"0,8 g",€,4.32,30.24,129.6,786.24,4.32,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sulpiride,"DOGMATIL ,
        CAPSULE 50 mg",DOGMATIL,CAPSULE 50 mg,"0,8 g",€,2.55,17.85,76.5,464.1,2.55,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sulproston,"NALADOR , 500 μg POEDER VOOR INJECTIEVLOEISTOF 500 μg",NALADOR,500 μg POEDER VOOR INJECTIEVLOEISTOF 500 μg,,€,99.25,,,,99.25,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sumatriptan,"IMIGRAN FTAB ,
        DISPERGEERBARE TABLET 100 mg",IMIGRAN FTAB,DISPERGEERBARE TABLET 100 mg,50 mg,€,5.93,41.51,177.9,,5.93,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sumatriptan,"GENERIEK ,
        TABLET 100 mg",GENERIEK,TABLET 100 mg,50 mg,€,0.47,3.29,14.1,85.54,0.47,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sumatriptan,"IMIGRAN FTAB ,
        DISPERGEERBARE TABLET 50 mg",IMIGRAN FTAB,DISPERGEERBARE TABLET 50 mg,50 mg,€,6.28,43.96,188.4,,6.28,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sumatriptan,"GENERIEK ,
        TABLET 50 mg",GENERIEK,TABLET 50 mg,50 mg,€,0.55,3.85,16.5,100.1,0.55,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sumatriptan,"GENERIEK , 0,5 ml INJECTIEVLOEISTOF 12 mg / ml",GENERIEK,"0,5 ml INJECTIEVLOEISTOF 12 mg / ml",,€,20.45,,,,20.45,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sumatriptan,"IMIGRAN , 0,5 ml INJECTIEVLOEISTOF 12 mg / ml",IMIGRAN,"0,5 ml INJECTIEVLOEISTOF 12 mg / ml",,€,21.34,,,,21.34,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sumatriptan,"GENERIEK , 0,5 ml INJECTIEVLOEISTOF 6 mg / ml",GENERIEK,"0,5 ml INJECTIEVLOEISTOF 6 mg / ml",,€,16.98,,,,16.98,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sumatriptan,"IMIGRAN ,
        NEUSSPRAY 10 mg",IMIGRAN,NEUSSPRAY 10 mg,,€,43.25,,,,6.83,0.38,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sumatriptan,"IMIGRAN ,
        NEUSSPRAY 20 mg",IMIGRAN,NEUSSPRAY 20 mg,,€,46.18,,,,7.7,0.0,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sumatriptan_naproxen,"SUVEXX ,
        TABLET 85/500 mg",SUVEXX,TABLET 85/500 mg,,€,31.2,,,,3.47,0.0,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sunitinib,"GENERIEK ,
        CAPSULE 12,5 mg",GENERIEK,"CAPSULE 12,5 mg",33 mg,€,68.68,480.76,,,0.0,68.68,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sunitinib,"SUTENT ,
        CAPSULE 12,5 mg",SUTENT,"CAPSULE 12,5 mg",33 mg,€,69.2,484.4,,,0.0,69.2,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sunitinib,"GENERIEK ,
        CAPSULE 25 mg",GENERIEK,CAPSULE 25 mg,33 mg,€,68.3,478.1,,,0.0,68.3,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sunitinib,"SUTENT ,
        CAPSULE 25 mg",SUTENT,CAPSULE 25 mg,33 mg,€,68.69,480.83,,,0.0,68.69,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sunitinib,"GENERIEK ,
        CAPSULE 50 mg",GENERIEK,CAPSULE 50 mg,33 mg,€,68.52,479.64,,,0.0,68.52,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sunitinib,"SUTENT ,
        CAPSULE 50 mg",SUTENT,CAPSULE 50 mg,33 mg,€,68.58,480.06,,,0.0,68.58,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/surfactant,"CUROSURF , 1,5 ml ENDOTRACHEOPULMONAIRE INSTILLATIE, SUSPENSIE 80 mg / ml",CUROSURF,"1,5 ml ENDOTRACHEOPULMONAIRE INSTILLATIE, SUSPENSIE 80 mg / ml",,€,534.19,,,,0.0,534.19,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/surfactant,"CUROSURF , 3 ml ENDOTRACHEOPULMONAIRE INSTILLATIE, SUSPENSIE 80 mg / ml",CUROSURF,"3 ml ENDOTRACHEOPULMONAIRE INSTILLATIE, SUSPENSIE 80 mg / ml",,€,,,,,0.0,1.068,verpakking,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/sutimlimab,"ENJAYMO , 22 ml INFUSIEVLOEISTOF 50 mg / ml",ENJAYMO,22 ml INFUSIEVLOEISTOF 50 mg / ml,,€,999.53,,,,0.0,999.53,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/s/suxamethonium,"GENERIEK , 2 ml INJECTIEVLOEISTOF 50 mg / ml",GENERIEK,2 ml INJECTIEVLOEISTOF 50 mg / ml,,€,3.55,,,,3.55,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"MODIGRAF ,
        GRANULAAT VOOR ORALE SUSPENSIE 0,2 mg",MODIGRAF,"GRANULAAT VOOR ORALE SUSPENSIE 0,2 mg",5 mg,€,27.95,195.65,838.5,,27.95,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"GENERIEK ,
        CAPSULE 0,5 mg",GENERIEK,"CAPSULE 0,5 mg",5 mg,€,8.41,58.87,252.3,,8.41,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"PROGRAFT ,
        CAPSULE 0,5 mg",PROGRAFT,"CAPSULE 0,5 mg",5 mg,€,8.88,62.16,266.4,,8.88,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"GENERIEK ,
        CAPSULE MET GEREGULEERDE AFGIFTE 0,5 mg",GENERIEK,"CAPSULE MET GEREGULEERDE AFGIFTE 0,5 mg",5 mg,€,8.32,58.24,249.6,,8.32,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"ADVAGRAF ,
        CAPSULE MET GEREGULEERDE AFGIFTE 0,5 mg",ADVAGRAF,"CAPSULE MET GEREGULEERDE AFGIFTE 0,5 mg",5 mg,€,8.32,58.24,249.6,,8.32,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"ENVARSUS ,
        TABLET MET GEREGULEERDE AFGIFTE 0,75 mg",ENVARSUS,"TABLET MET GEREGULEERDE AFGIFTE 0,75 mg",5 mg,€,12.65,88.55,379.5,,12.65,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"GENERIEK ,
        CAPSULE 1 mg",GENERIEK,CAPSULE 1 mg,5 mg,€,6.62,46.34,198.6,,6.62,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"PROGRAFT ,
        CAPSULE 1 mg",PROGRAFT,CAPSULE 1 mg,5 mg,€,6.92,48.44,207.6,,6.92,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"GENERIEK ,
        CAPSULE MET GEREGULEERDE AFGIFTE 1 mg",GENERIEK,CAPSULE MET GEREGULEERDE AFGIFTE 1 mg,5 mg,€,6.87,48.09,206.1,,6.87,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"ADVAGRAF ,
        CAPSULE MET GEREGULEERDE AFGIFTE 1 mg",ADVAGRAF,CAPSULE MET GEREGULEERDE AFGIFTE 1 mg,5 mg,€,6.87,48.09,206.1,,6.87,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"ENVARSUS ,
        TABLET MET GEREGULEERDE AFGIFTE 1 mg",ENVARSUS,TABLET MET GEREGULEERDE AFGIFTE 1 mg,5 mg,€,10.4,72.8,312.0,,10.4,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"GENERIEK ,
        CAPSULE 2 mg",GENERIEK,CAPSULE 2 mg,5 mg,€,7.13,49.91,213.9,,7.13,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"GENERIEK ,
        CAPSULE MET GEREGULEERDE AFGIFTE 2 mg",GENERIEK,CAPSULE MET GEREGULEERDE AFGIFTE 2 mg,5 mg,€,6.5,45.5,195.0,,6.5,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"GENERIEK ,
        CAPSULE MET GEREGULEERDE AFGIFTE 3 mg",GENERIEK,CAPSULE MET GEREGULEERDE AFGIFTE 3 mg,5 mg,€,6.8,47.6,204.0,,6.8,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"ADVAGRAF ,
        CAPSULE MET GEREGULEERDE AFGIFTE 3 mg",ADVAGRAF,CAPSULE MET GEREGULEERDE AFGIFTE 3 mg,5 mg,€,6.8,47.6,204.0,,6.8,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"ENVARSUS ,
        TABLET MET GEREGULEERDE AFGIFTE 4 mg",ENVARSUS,TABLET MET GEREGULEERDE AFGIFTE 4 mg,5 mg,€,10.32,72.24,309.6,,10.32,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"GENERIEK ,
        CAPSULE 5 mg",GENERIEK,CAPSULE 5 mg,5 mg,€,5.69,39.83,170.7,,5.69,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"PROGRAFT ,
        CAPSULE 5 mg",PROGRAFT,CAPSULE 5 mg,5 mg,€,5.84,40.88,175.2,,5.84,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"GENERIEK ,
        CAPSULE MET GEREGULEERDE AFGIFTE 5 mg",GENERIEK,CAPSULE MET GEREGULEERDE AFGIFTE 5 mg,5 mg,€,5.9,41.3,177.0,,5.9,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"ADVAGRAF ,
        CAPSULE MET GEREGULEERDE AFGIFTE 5 mg",ADVAGRAF,CAPSULE MET GEREGULEERDE AFGIFTE 5 mg,5 mg,€,5.9,41.3,177.0,,5.9,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__als_immunosuppressivum_,"PROGRAFT , 1 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 5 mg / ml",PROGRAFT,1 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 5 mg / ml,,€,62.91,,,,0.0,62.91,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__cutaan_,"GENERIEK ,
        ZALF 0,3 mg /G",GENERIEK,"ZALF 0,3 mg /G",,€,12.68,,,,0.85,0.0,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__cutaan_,"PROTOPIC ,
        ZALF 0,3 mg /G",PROTOPIC,"ZALF 0,3 mg /G",,€,12.68,,,,0.85,0.0,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__cutaan_,"GENERIEK ,
        ZALF 1 mg /G",GENERIEK,ZALF 1 mg /G,,€,10.57,,,,0.7,0.0,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tacrolimus__cutaan_,"PROTOPIC ,
        ZALF 1 mg /G",PROTOPIC,ZALF 1 mg /G,,€,10.61,,,,0.71,0.0,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tadalafil,"GENERIEK ,
        FILMOMHULDE TABLET 10 mg",GENERIEK,FILMOMHULDE TABLET 10 mg,10 mg,€,5.48,38.36,164.4,997.36,0.0,5.48,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tadalafil,"CIALIS ,
        FILMOMHULDE TABLET 10 mg",CIALIS,FILMOMHULDE TABLET 10 mg,10 mg,€,13.75,96.25,412.5,,0.0,13.75,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tadalafil,"GENERIEK ,
        FILMOMHULDE TABLET 20 mg",GENERIEK,FILMOMHULDE TABLET 20 mg,10 mg,€,2.76,19.32,82.8,502.32,0.0,2.76,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tadalafil,"GENERIEK ,
        FILMOMHULDE TABLET 20 mg",GENERIEK,FILMOMHULDE TABLET 20 mg,10 mg,€,3.38,23.66,101.4,615.16,3.38,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tadalafil,"ADCIRCA ,
        FILMOMHULDE TABLET 20 mg",ADCIRCA,FILMOMHULDE TABLET 20 mg,10 mg,€,5.18,36.26,155.4,942.76,5.18,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tadalafil,"CIALIS ,
        FILMOMHULDE TABLET 20 mg",CIALIS,FILMOMHULDE TABLET 20 mg,10 mg,€,6.87,48.09,206.1,,0.0,6.87,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/t/tadalafil,"GENERIEK ,
        FILMOMHULDE TABLET 5 mg",GENERIEK,FILMOMHULDE TABLET 5 mg,10 mg,€,2.47,17.29,74.1,449.54,0.0,2.47,Per dag Per week Per maand Per half jaar,,
