PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description
OOS,ARGENTINA,Poen,ARLYT PREMIUM,sodium hyaluronate,,,,,,env.x 60 ml (VL)
OOS,ARGENTINA,Poen,ARLYT RGP,carboxymethylcellulose sodium+assoc.,,,,,,env.x 120 ml (VL)
OOS,ARGENTINA,Poen,ARLYT SOLUCION SALINA,sodium chloride,,,,,,env.x 500 ml (VL)
OOS,ARGENTINA,Poen,AUCIC 1% LC,sodium carboxymethylcellulose,,,,,,sol.oft.x 10 ml
OOS,ARGENTINA,Poen,AUCIC 1%,sodium carboxymethylcellulose,,,,,,sol.oft.x 10 ml
OOS,ARGENTINA,Poen,AUCIC 1.5%,sodium carboxymethylcellulose,,,,,,gel.oft.x 5 g
OOS,ARGENTINA,Poen,AUCIC CAPS,omega-3 essential fatty acids,,,,,,caps.x 30 (VL)
OOS,ARGENTINA,Poen,AUCIC PLUS,"trehalose+caboxymethylcellulose,sodium+glycerin",,,,,,sol.oft.x 10 ml
OOS,ARGENTINA,Poen,DIAR,krill oil + omega 3 DHA,,,,,,caps.bl.x 30 (VL)
OOS,ARGENTINA,Poen,DIARIS OMEGA,omega 3+lutein+vitamin+minerals,,,,,,caps.x 30 (VL)
OOS,ARGENTINA,Poen,DIARIS,lutein+vit.c+vit.e+assoc.,,,,,,caps.x 30
OOS,ARGENTINA,Poen,DROPSTAR LC,sodium hyaluronate,,,,,,eye drops x 10 ml
OOS,ARGENTINA,Poen,GOTA PC PLUS,glycerin+assoc.,,,,,,sol.oft.x 10 ml (VL)
OOS,ARGENTINA,Poen,GOTA PC,glycerin,,,,,,sol.oft.x 10 ml (VL)
OOS,ARGENTINA,Poen,LAGRIMA ARTIFICIAL,"sodium, chloride+assoc.",,,,,,eye drops x 10 ml (VL)
OOS,ARGENTINA,Poen,LIDCLEAN,tea tree oil,,,,,,foam x 50 ml (VL)
OOS,ARGENTINA,Poen,TRALER LC,bepotastine besilate,,,,,,sol.oft.x 5 ml
OOS,ARGENTINA,Procter & Gamble,CEBION VITAMINA C EFERVESCENTE,vit.c,,,,,,orange without sugar tab.x10 (VL)
OOS,ARGENTINA,Procter & Gamble,CEBION VITAMINA C MASTICABLE,vit.c,,,,,,orange sachet x 12 (VL)
OOS,ARGENTINA,Procter & Gamble,CEBION VITAMINA C MASTICABLE,vit.c,,,,,,strawberry comp.mast.x12 (VL)
OOS,ARGENTINA,Procter & Gamble,CEBION VITAMINA C MASTICABLE,vit.c,,,,,,strawberry over 12 (VL)
OOS,ARGENTINA,Provefarma,ACEITE DE PESCADO 1000,fish oil+assoc.,,,,,,soft capsules x 30 (VL)
OOS,ARGENTINA,Provefarma,ACEITE DE PESCADO 1000,fish oil+assoc.,,,,,,soft capsules x 60 (VL)
OOS,ARGENTINA,Provefarma,AGAROMBA ENERGIA,vit.+assoc.,,,,,,envelopes x 10 x 10 gummies (VL)
OOS,ARGENTINA,Provefarma,AGAROMBA ENERGIA,vit.+assoc.,,,,,,sachets x 1 x 10 gummies (VL)
OOS,ARGENTINA,Provefarma,AJO 1000,garlic+vit.c,,,,,,comp.rec.x 30 (VL)
OOS,ARGENTINA,Provefarma,AJO NEGRO,garlic+vit.c,,,,,,comp.rec.x 30 (VL)
OOS,ARGENTINA,Provefarma,ARANDANO AZUL,blueberry+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Provefarma,ARANDANO ROJO URO,cranberry+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,Provefarma,BIO CREATINA 300,creatine+assoc.,,,,,,env.x 300g (VL)
OOS,ARGENTINA,Provefarma,BIO CREATINA TRAINING,creatine+assoc.,,,,,,powder x 1350 g. (VL)
OOS,ARGENTINA,Provefarma,BIO ENERGY,ginseng+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,Provefarma,BIO GLUTAMINA ZMA,glutamine+assoc.,,,,,,powder x 205 g. (VL)
OOS,ARGENTINA,Provefarma,BIO MASA,proteins+assoc.,,,,,,vanilla env.x 1080 g (VL)
OOS,ARGENTINA,Provefarma,BIO PROTEINAS,whey proteins,,,,,,env.x 900 g (VL)
OOS,ARGENTINA,Provefarma,BIO VITA MIN,vitamins + minerals,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,Provefarma,CAFE VERDE,"green coffee, extr.+assoc.",,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Provefarma,CARTILAGO DE TIBURON,shark cartilage+assoc.,,,,,,comp.rec.x 30 (VL)
OOS,ARGENTINA,Provefarma,CENTELLA FORTE,centella asiatica+assoc.,,,,,,comp.rec.x 60 (VL)
OOS,ARGENTINA,Provefarma,CHIALESTEROL,chia oil,,,,,,caps.bl.x 60 (VL)
OOS,ARGENTINA,Provefarma,CIRCULAC DIATES,ginkgo biloba+assoc.,,,,,,comp.rec.x 60 (VL)
OOS,ARGENTINA,Provefarma,CITRATO DE MAGNESIO + K2 + D3,vit.+assoc.,,,,,,fco. x 90 gummies (VL)
OOS,ARGENTINA,Provefarma,COLAGEINA SKIN EXTREME,collagen+vit.e+assoc.,,,,,,comp.x 90 (VL)
OOS,ARGENTINA,Provefarma,COLAGEINA,collagen+vit.e+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Provefarma,COLAGENO 500,collagen+vit.e+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Provefarma,COLAGENO ANTIAGE,collagen+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Provefarma,CORVITA C,vit.c,,,,,,comp.mast.x 60 (VL)
OOS,ARGENTINA,Provefarma,CURCUMA PLUS,turmeric+ginger+assoc.,,,,,,caps.x 30 (VL)
OOS,ARGENTINA,Provefarma,CURCUMIN ASIAN,turmeric + ginger,,,,,,caps.x 30 (VL)
OOS,ARGENTINA,Provefarma,DELGAX PLUS,garcinia cambogia+assoc.,,,,,,comp.rec.x 30 (VL)
OOS,ARGENTINA,Provefarma,DR. FOOD MULTIVITAMINICO,vit.+assoc.,,,,,,doypack gummies x 90 (VL)
OOS,ARGENTINA,Provefarma,DR.FOOD KIDS,zinc+vit.c,,,,,,gummies x 30 (VL)
OOS,ARGENTINA,Provefarma,DR.FOOD SKIN HAIR & NAILS,colg.hidr.+vit.c+c.hialur.,,,,,,gummies x 60 (VL)
OOS,ARGENTINA,Provefarma,ERGONITA NIGHT,arginine+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,Provefarma,ESPIRULINA 500,spirulina,,,,,,500 mg tab.x 60 (VL)
OOS,ARGENTINA,Provefarma,ESPIRULINA NUTRIDETOX,fucus+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Provefarma,EUCALIPTO SPRAY,eucalyptus,,,,,,spray x 16 ml (200 doses)
OOS,ARGENTINA,Provefarma,FREE DIET YACON,yacon+assoc.,,,,,,caps. x 120 (VL)
OOS,ARGENTINA,Provefarma,FREEDIET CARBO FAT BLOCKER,white bean+garcinia cambogia+green coffee+assoc.,,,,,,pvo. x 50 g (VL)
OOS,ARGENTINA,Provefarma,FUNGILEON MELENA DE LEON,vit.+assoc.,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Provefarma,GARCINIA,garcinia cambogia+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Provefarma,GEONAT FLEX ADVANCED TIPO II,hydr.colg.+magnesium+ac.hyalur.+asoc.,,,,,,375 g (VL)
OOS,ARGENTINA,Provefarma,GEONAT FLEX ADVANCED TIPO II,hydr.colg.+magnesium+ac.hyalur.+asoc.,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,Provefarma,GEONAT FLEX,hydr.colg.+magnesium+ac.hyalur.+asoc.,,,,,,pot x 400 g (VL)
OOS,ARGENTINA,Provefarma,GEOSUN,vit.e+beta-carotene+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,Provefarma,GINKGO BILOBA 80,ginkgo biloba+assoc.,,,,,,comp.rec.x 30 (VL)
OOS,ARGENTINA,Provefarma,GINKGO BILOBA MEMO,ginkgo biloba+assoc.,,,,,,comp.rec.x 30 (VL)
OOS,ARGENTINA,Provefarma,GINSENG + GINKGO BILOBA,ginseng+assoc.,,,,,,comp.rec.x 40 (VL)
OOS,ARGENTINA,Provefarma,GINSENG ROJO COREANO,ginseng+assoc.,,,,,,comp.rec.x 60 (VL)
OOS,ARGENTINA,Provefarma,GUARANA,guarana+assoc.,,,,,,comp.rec.x 60 (VL)
OOS,ARGENTINA,Provefarma,HEPATODIATES,cynara+boldo+assoc.,,,,,,comp.rec.x 30 (VL)
OOS,ARGENTINA,Provefarma,HERBA MATE CALMA,medicinal herbs,,,,,,blister x 1 comp.x 4 (VL)
OOS,ARGENTINA,Provefarma,HERBA MATE CALMA,medicinal herbs,,,,,,blister x 20 comp.x 4 (VL)
OOS,ARGENTINA,Provefarma,HERBA MATE DIGESTIVO,medicinal herbs,,,,,,blister x 1 comp.x 4 (VL)
OOS,ARGENTINA,Provefarma,HERBA MATE DIGESTIVO,medicinal herbs,,,,,,blister x 20 comp.x 4 (VL)
OOS,ARGENTINA,Provefarma,HERBA MATE ENERGIA,medicinal herbs,,,,,,blister x 1 comp.x 4 (VL)
OOS,ARGENTINA,Provefarma,HERBA MATE ENERGIA,medicinal herbs,,,,,,blister x 20 comp.x 4 (VL)
OOS,ARGENTINA,Provefarma,HERBA MATE MIX,yerba mate,,,,,,blister x 4 x 4 tablets (VL)
OOS,ARGENTINA,Provefarma,HERBA MATE MORINGA,medicinal herbs,,,,,,blister x 1 comp.x 4 (VL)
OOS,ARGENTINA,Provefarma,HERBA MATE MORINGA,medicinal herbs,,,,,,blister x 20 comp.x 4 (VL)
OOS,ARGENTINA,Provefarma,HIDRAGREEN,vit.+assoc.,,,,,,citrus mix pot x 700 g (VL)
OOS,ARGENTINA,Provefarma,HIDRAGREEN,vit.+assoc.,,,,,,mix citrus sob.x 6 x 35g (VL)
OOS,ARGENTINA,Provefarma,HIDRAGREEN,vit.+assoc.,,,,,,orange pot x 700 g (VL)
OOS,ARGENTINA,Provefarma,HIDRAGREEN,vit.+assoc.,,,,,,orange sachet x 6 x 35g (VL)
OOS,ARGENTINA,Provefarma,INMUNO DEFENSE,probiot.+vit.c+vit.d+beta-glucans+zinc,,,,,,caps.x 30 (VL)
OOS,ARGENTINA,Provefarma,ISOFLAVONAS + CALCIO,soy isoflavones+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Provefarma,KETO DIET & BEAUTY,collagen+vit.e+assoc.,,,,,,powder x 468 g (VL)
OOS,ARGENTINA,Provefarma,KETO WEIGHT HMB,vit.b1+bhb+assoc.,,,,,,comp. x 60 (VL)
OOS,ARGENTINA,Provefarma,KETO WEIGHT MCT,average cad. triglycerides+assoc.,,,,,,env. x 300 ml (VL)
OOS,ARGENTINA,Provefarma,LACTOBACILLUS R GG PROBIOTICO,lactobacilli,,,,,,comp.rec.x 30 (VL)
OOS,ARGENTINA,Provefarma,LAX FIBRAS,magnesium+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,Provefarma,L-CISTINA,cystine+biotin+zinc+assoc.,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,Provefarma,LECITINA DE SOJA,"soy, lecithin",,,,,,1200 mg caps.x 30 (VL)
OOS,ARGENTINA,Provefarma,LECITINA DE SOJA,"soy, lecithin",,,,,,1200 mg caps.x 60 (VL)
OOS,ARGENTINA,Provefarma,LEVADURA DE CERVEZA,brewer's yeast,,,,,,250 mg comp.x 100 (VL)
OOS,ARGENTINA,Provefarma,LIPO GREEN CLA,"linoleic, ac.conjugate+asoc.",,,,,,env.x 246 g (VL)
OOS,ARGENTINA,Provefarma,LIPO GREEN,garcinia cambogia+assoc.,,,,,,efferv.env.x 210 g (VL)
OOS,ARGENTINA,Provefarma,MAGNESIO 400,magnesium+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,Provefarma,MORINGA,moringa+arginine,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,Provefarma,NOARTRIT CA+MG+D3,calcium+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Provefarma,NOARTRIT GLUCOSAMINA,glucosamine+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Provefarma,PELLCARE,"methionine, l-cystine, vit.c+asoc.",,,,,,comp.x 30 (VL)
OOS,ARGENTINA,Provefarma,PROPOLEO SPRAY,propolis+assoc.,,,,,,spray x 16 ml (200 doses) (VL)
OOS,ARGENTINA,Provefarma,PROPOLEO SPRAY,propolis+assoc.,,,,,,spray x 9 x 16 ml (VL)
OOS,ARGENTINA,Provefarma,,resveratrol+assoc.,,,,,,comp.rec.x 30 (VL)
OOS,ARGENTINA,Provefarma,ROMINAFLEX,collagen+vit.e+assoc.,,,,,,sob.x 15 (VL)
OOS,ARGENTINA,Provefarma,TREONATO DE MAGNESIO 1000,magnesium threonate+assoc.,,,,,,comp. x 60 (VL)
OOS,ARGENTINA,Provefarma,VALERIANA,valerian+assoc.,,,,,,comp.rec.x 40 (VL)
OOS,ARGENTINA,Provefarma,VEGAONE,vit. b12,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,Provefarma,VIGORCIN POTENCIA PLUS,ginkgo biloba+ginseng+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,Provefarma,VIGORCIN SEX HOMBRE,arginine + ginseng,,,,,,comp.rec.x 60 (VL)
OOS,ARGENTINA,Provefarma,VITAMINA C TRIPLE ACCION,vit.c+vit.d+zinc,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,Provefarma,VITAMINA D,vit.d3,,,,,,comp.x 30
OOS,ARGENTINA,Provefarma,VRELAX,amino acids,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,Quimica Luar,ADEVIT,vit.a+vit.d+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Quimica Luar,COVADENIL SPORT,collagen type II+assoc.,,,,,,ampoules x 30 (VL)
OOS,ARGENTINA,Quimica Luar,COVADENIL,collagen type II+assoc.,,,,,,ampoules x 30 (VL)
OOS,ARGENTINA,Quimica Luar,GALAVIT,vit.+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,Reckitt Benckiser,AMOPE EXFOLIADOR ELECTRONICO P/PIES,accessory,,,,,,machine x 1 (VL)
OOS,ARGENTINA,Reckitt Benckiser,AMOPE LIJAS GIRATORIAS REFILL,accessory,,,,,,spare part env.x 2 pcs. (VL)
OOS,ARGENTINA,Reckitt Benckiser,ESPADOL,chloroxylenol,,,,,,fco.x 125 ml (VL)
OOS,ARGENTINA,Reckitt Benckiser,ESPADOL,chloroxylenol,,,,,,fco.x 250 ml (VL)
OOS,ARGENTINA,Reckitt Benckiser,STREPSILS CARAMELOS,dichlorobenzyl alcohol+assoc.,,,,,,honey and lemon x 8 u. (VL)
OOS,ARGENTINA,Reckitt Benckiser,STREPSILS CARAMELOS,dichlorobenzyl alcohol+assoc.,,,,,,orange and vitamin C x 8 units (VL)
OOS,ARGENTINA,Reckitt Benckiser,STREPSILS CARAMELOS,dichlorobenzyl alcohol+assoc.,,,,,,strong mint x 8 units (VL)
OOS,ARGENTINA,Rivero,RIVIAL PEDIATRICO,vitamins,,,,,,f.a.x 5+disolv.a.x 5
OOS,ARGENTINA,Rivero,RIVIAL PEDIATRICO,vitamins,,,,,,f.a.x 50 (EH)
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK ACTIVE GLUCOSA,test strips,,,,,,test strips x 25
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK ACTIVE GLUCOSA,test strips,,,,,,test strips x 50
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK FASTCLIX,accessory,,,,,,lancets x 102 (VL)
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK FASTCLIX,accessory,,,,,,lancets x 24 (VL)
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK GUIDE CONTROL,glucose,,,,,,control solution x 1 (VL)
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK GUIDE,test strips,,,,,,test strips x 25
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK GUIDE,test strips,,,,,,test strips x 50
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK PERFORMA 25,test strips,,,,,,test strips x 25
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK PERFORMA 50,test strips,,,,,,test strips x 50
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK PERFORMA CONTROL,glucose,,,,,,control solution x 1 (VL)
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,accessory,,,,,,lancets x 200 (VL)
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,accessory,,,,,,lancets x 25 (VL)
OOS,ARGENTINA,Roche Diabetes,ACCU-CHEK SOFTCLIX PUNZADOR,accessory,,,,,,unit x 1 (VL)
OOS,ARGENTINA,Roche Diabetes,AGUJAS ACCU-FINE,insulin application device,,,,,,32G x 4mm needles x 100 (VL)
OOS,ARGENTINA,Roche Diabetes,AGUJAS ACCU-FINE,insulin application device,,,,,,32G x 6mm needles x 100 (VL)
OOS,ARGENTINA,Roche Diabetes,DEXCOM ONE ADHESIVO PROTECTOR,accessory,,,,,,x 10 units
OOS,ARGENTINA,Roche Diabetes,DEXCOM ONE RECEPTOR,medical product,,,,,,x 1 unit
OOS,ARGENTINA,Roche Diabetes,DEXCOM ONE SENSOR,medical product,,,,,,x 3 units
OOS,ARGENTINA,Roche Diabetes,DEXCOM ONE TRANSMISOR,medical product,,,,,,x 1 unit
OOS,ARGENTINA,Roemmers,ATENTTO,eicosapentaenoic acid + assoc.,,,,,,envelopes x 30 (VL)
OOS,ARGENTINA,Roemmers,ATHOS,Hedera helix,,,,,,jbe.x 100 ml
OOS,ARGENTINA,Roemmers,PROBIOMAX,bifidobacteria+lactobacillus,,,,,,comp. x 15 (VL)
OOS,ARGENTINA,Roemmers,PROBIOMAX,bifidobacteria+lactobacillus,,,,,,pvo. over. x 15 (VL)
OOS,ARGENTINA,Roemmers,VIMAX LUBRICANTE INTIMO,glycerin+assoc.,,,,,,dispenser pump x 50g (VL)
OOS,ARGENTINA,Roemmers,VITALIX COMPLEX,iron+folic acid+assoc.,,,,,,comp.x 30
OOS,ARGENTINA,Rominafort S.H.,FOSFOBRAL NF,ginkgo biloba+ginseng+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,Rominafort S.H.,LIBERCOLON,artichoke+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Rominafort S.H.,ROMINAFORT GUMMIES,collagen+vit.e+assoc.,,,,,,gummies x 60 (VL)
OOS,ARGENTINA,Rominafort S.H.,ROMINAFORT,collagen+vit.e+assoc.,,,,,,500 mg comp.x 10 (VL)
OOS,ARGENTINA,Rominafort S.H.,ROMINAFORT,collagen+vit.e+assoc.,,,,,,500 mg comp.x 30 (VL)
OOS,ARGENTINA,Rominafort S.H.,ROMINAFORT,collagen+vit.e+assoc.,,,,,,500 mg comp.x 40 (VL)
OOS,ARGENTINA,Rominafort S.H.,VENOFUL,ginkgo biloba+assoc.,,,,,,comp.x 20 (VL)
OOS,ARGENTINA,Rominafort S.H.,VENOFUL,ginkgo biloba+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,Rospaw,CREMTOTAL LIMPIADOR ACTIVO,vinyl copolymer,,,,,,pouch x 12 x 2 g (VL)
OOS,ARGENTINA,Rospaw,CREMTOTAL LIMPIADOR ACTIVO,vinyl copolymer,,,,,,pouch x 24 x 2 g (VL)
OOS,ARGENTINA,Rospaw,CREMTOTAL ULTRA NEUTRO CREMA,vinyl copolymer,,,,,,cr.x 20 g (VL)
OOS,ARGENTINA,Rospaw,CREMTOTAL ULTRA NEUTRO CREMA,vinyl copolymer,,,,,,cr.x 40 g (VL)
OOS,ARGENTINA,Rospaw,CREMTOTAL ULTRA NEUTRO POLVO,vinyl copolymer,,,,,,pvo.x 20 g (VL)
OOS,ARGENTINA,Rospaw,CREMTOTAL ULTRA NEUTRO POLVO,vinyl copolymer,,,,,,pvo.x 50 g (VL)
OOS,ARGENTINA,Rospaw,CREMTOTAL ULTRA POLVO,vinyl copolymer,,,,,,powder x 20 g (VL)
OOS,ARGENTINA,Rospaw,CREMTOTAL ULTRA POLVO,vinyl copolymer,,,,,,powder x 50 g (VL)
OOS,ARGENTINA,Rospaw,CREMTOTAL ULTRA,vinyl copolymer,,,,,,knob x 20 g (VL)
OOS,ARGENTINA,Rospaw,CREMTOTAL ULTRA,vinyl copolymer,,,,,,knob x 40 g (VL)
OOS,ARGENTINA,Rossmore Pharma,TANESA,peg 3350,,,,,,envelopes x 12
OOS,ARGENTINA,Rossmore Pharma,TANESA,peg 3350,,,,,,envelopes x 14
OOS,ARGENTINA,Rossmore Pharma,TANESA,peg 3350,,,,,,envelopes x 28
OOS,ARGENTINA,San Ceferino,ACEITE DE COCO NEUTRO,coconut oil,,,,,,fco.x 360 ml (VL)
OOS,ARGENTINA,San Ceferino,ACEITE DE COCO NEUTRO,coconut oil,,,,,,fco.x 660 ml (VL)
OOS,ARGENTINA,San Ceferino,ADELGAZA-T,garcinia cambogia+assoc.,,,,,,envelope x 40 x 2 g (VL)
OOS,ARGENTINA,San Ceferino,CARAMELOS ENERGIZANTE,ginkgo biloba+ginseng+assoc.,,,,,,env.x 50 g (VL)
OOS,ARGENTINA,San Ceferino,CARAMELOS MIX INVIERNO,,,,,,,caram.x 150 g (VL)
OOS,ARGENTINA,San Ceferino,CARAMELOS MIX VERANO,,,,,,,caram.x 150 g (VL)
OOS,ARGENTINA,San Ceferino,CARAMELOS SEDANTE,linden+passiflora,,,,,,env.x 50 g (VL)
OOS,ARGENTINA,San Ceferino,CARAMELOS SOS INVIERNO,,,,,,,caram.x 150 g (VL)
OOS,ARGENTINA,San Ceferino,CARAMELOS VIDA SANA,honey+assoc.,,,,,,env.x 50 g (VL)
OOS,ARGENTINA,San Ceferino,CREATINA 100% PURA,creatine,,,,,,pvo. x 150 g (VL)
OOS,ARGENTINA,San Ceferino,CREMA ALGAS MARINAS,Cosmetic Product,,,,,,cr.x 200 g
OOS,ARGENTINA,San Ceferino,CREMA CENTELLA ASIATICA,centella asiatica,,,,,,cr.x 200 g (VL)
OOS,ARGENTINA,San Ceferino,CREMA DE CALENDULAS,calendula+assoc.,,,,,,cr.x 60 g (VL)
OOS,ARGENTINA,San Ceferino,ENERGITO VITAMINA C,vit.c,,,,,,frut.past.mast.x50gx12u. (VL)
OOS,ARGENTINA,San Ceferino,ENERGITO VITAMINA C,vit.c,,,,,,nar.past.mast.x50gx12un. (VL)
OOS,ARGENTINA,San Ceferino,ENERGITO VITAMINA C,vit.c,,,,,,orange paste.mast.x 50g (VL)
OOS,ARGENTINA,San Ceferino,ENERGITO VITAMINA C,vit.c,,,,,,strawberry past.mast.x 50g (VL)
OOS,ARGENTINA,San Ceferino,GEL POST SOLAR,aloe vera+assoc.,,,,,,gel x 220 g. (VL)
OOS,ARGENTINA,San Ceferino,GRAGEAS MENTA Y EUCALIPTUS,mint+assoc.,,,,,,30 g dragees (VL)
OOS,ARGENTINA,San Ceferino,ILO CARAMELOS,,,,,,,Argentina x 250 g (VL)
OOS,ARGENTINA,San Ceferino,ILO CARAMELOS,,,,,,,coffee x 250 g (VL)
OOS,ARGENTINA,San Ceferino,ILO CARAMELOS,,,,,,,dulce de leche x 250 g (VL)
OOS,ARGENTINA,San Ceferino,ILO CARAMELOS,,,,,,,eucalyptus x 250 g (VL)
OOS,ARGENTINA,San Ceferino,ILO CARAMELOS,,,,,,,lemon x 250 g (VL)
OOS,ARGENTINA,San Ceferino,ILO CARAMELOS,,,,,,,mint x 250 g (VL)
OOS,ARGENTINA,San Ceferino,ILO CARAMELOS,,,,,,,orange x 250 g (VL)
OOS,ARGENTINA,San Ceferino,ILO CARAMELOS,,,,,,,strawberry x 250 g (VL)
OOS,ARGENTINA,San Ceferino,MAGNESIO MAX,magnesium+assoc.,,,,,,pot x 130 g (VL)
OOS,ARGENTINA,San Ceferino,MANTECA DE CACAO,Cosmetic Product,,,,,,lipstick x 4.5 g (VL)
OOS,ARGENTINA,San Ceferino,MATERNITY ANTIPIOJOS KIT,quassia amara,,,,,,loc.+shampoo+comb (VL)
OOS,ARGENTINA,San Ceferino,MATERNITY ANTIPIOJOS,quassia amara,,,,,,lotion x 125cc (VL)
OOS,ARGENTINA,San Ceferino,MATERNITY ANTIPIOJOS,quassia amara,,,,,,shampoo x 200 cc (VL)
OOS,ARGENTINA,San Ceferino,MATERNITY REPELENTE,diethyltoluamide,,,,,,env.x 125 cc (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,aloe vera x 675 g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,ambay+eucalyptus x 675 g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,betacar.+carrot.ext.x675g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,centella asiatica x 675g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,energizing pineapple x675g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,eucalyptus d.acc.x 675 g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,eucalyptus+mentholx 675 g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,honey syrup x 675 g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,honey.ginger.lim.vit.cx675g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,honey+orange x 675 g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,honey+propolis x 675 g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,kola nut x 675g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,linden x 675g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,menthol+propolis x 675 g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,nar.skin and stretch marks x675g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,propolis x 675 g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,sedative grapefruit flavor x675g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,smoker x 675g (VL)
OOS,ARGENTINA,San Ceferino,NUTRACAR CARAMELOS,aloe vera,,,,,,spirulina+fucus x 675g (VL)
OOS,ARGENTINA,San Ceferino,NUTRINAT CERO AZUCAR CARAMELOS,,,,,,,C.green+F.red+Ste. x 50 g (VL)
OOS,ARGENTINA,San Ceferino,NUTRINAT CERO AZUCAR CARAMELOS,,,,,,,cherry+propolis x 50 g (VL)
OOS,ARGENTINA,San Ceferino,NUTRINAT CERO AZUCAR CARAMELOS,,,,,,,mandarin + stevia x 50 g (VL)
OOS,ARGENTINA,San Ceferino,NUTRINAT CERO AZUCAR CARAMELOS,,,,,,,menthol+propolis x 50 g (VL)
