Effective Start Date,Effective End Date,DIN,Trade name,Strength,Dosage form,DBP (raw),Ex Factory Wholesale Price,Ex Factory Wholesale Unit,Local Pack Description,PK keyword present,Public With VAT Price,RI Price,Reimbursable Status,Reimbursable Price,Reimbursable Rate,Reimbursable Notes,Copayment Value
2024-04-30,,02456222,Tagrisso,80 mg,Tab,$322.1280,322.128,,80 mg Tab,No,347.89824,347.89824,FULLY REIMBURSABLE,347.89824,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-17,,02370050,Benlysta,120 mg /Vial,Pd for Sol-5 mL Vial (Preservative-Free),$305.7100/Vial,305.71,Vial,120 mg /Vial Pd for Sol-5 mL Vial (Preservative-Free),No,330.1668,330.1668,FULLY REIMBURSABLE,330.1668,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-17,,02370069,Benlysta,400 mg /Vial,Pd for Sol-20 mL Vial (Preservative-Free),$1019.0100/Vial,1019.01,Vial,400 mg /Vial Pd for Sol-20 mL Vial (Preservative-Free),No,1100.5308,1100.5308,FULLY REIMBURSABLE,1100.5308,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-16,,02540185,Erleada,240 mg,Tab,$124.5600,124.56,,240 mg Tab,No,134.5248,134.5248,FULLY REIMBURSABLE,134.5248,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-12,,02532107,Skyrizi,60 mg / mL,Inj Sol-10 mL Vial (Preservative-Free),$4593.1400/Vial,4593.14,Vial,60 mg / mL Inj Sol-10 mL Vial (Preservative-Free),No,4960.5912,4960.5912,FULLY REIMBURSABLE,4960.5912,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-12,,02532093,Skyrizi,360 mg /2.4 mL,Inj Sol-2.4 mL Pref Cart (Preservative-Free),$4593.1400/Cart,4593.14,Cart,360 mg /2.4 mL Inj Sol-2.4 mL Pref Cart (Preservative-Free),No,4960.5912,4960.5912,FULLY REIMBURSABLE,4960.5912,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-10,,02506009,Zeposia,0.23 mg & 0.46 mg,Caps (Starter Kit Pk),$547.9432/Kit Pk,547.9432,Kit Pk,0.23 mg & 0.46 mg Caps (Starter Kit Pk),Yes,591.778656,591.778656,FULLY REIMBURSABLE,591.778656,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-10,,02505991,Zeposia,0.92 mg,Cap,$68.4932,68.4932,,0.92 mg Cap,No,73.972656,73.972656,FULLY REIMBURSABLE,73.972656,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-03-28,,02350092,Actemra,80 mg /4 mL,Inj Sol-Vial Pk,$191.9400,191.94,,80 mg /4 mL Inj Sol-Vial Pk,Yes,207.2952,207.2952,FULLY REIMBURSABLE,207.2952,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-03-28,,02483327,Actemra,162 mg /0.9 mL,Auto-Injector (Preservative-Free),$372.7500/Auto-Injector,372.75,Auto-Injector,162 mg /0.9 mL Auto-Injector (Preservative-Free),No,402.57,402.57,FULLY REIMBURSABLE,402.57,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-03-28,,02424770,Actemra,162 mg /0.9 mL,Inj Sol-Pref Syr,$376.8500,376.85,,162 mg /0.9 mL Inj Sol-Pref Syr,No,406.998,406.998,FULLY REIMBURSABLE,406.998,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-03-28,,02350106,Actemra,200 mg /10 mL,Inj Sol-Vial Pk,$479.8500,479.85,,200 mg /10 mL Inj Sol-Vial Pk,Yes,518.238,518.238,FULLY REIMBURSABLE,518.238,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-03-28,,02350114,Actemra,400 mg /20 mL,Inj Sol-Vial Pk,$959.7000,959.7,,400 mg /20 mL Inj Sol-Vial Pk,Yes,1036.476,1036.476,FULLY REIMBURSABLE,1036.476,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-03-28,,02273322,Aptivus,250 mg,Cap,$9.6945,9.6945,,250 mg Cap,No,10.47006,10.47006,FULLY REIMBURSABLE,10.47006,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-03-28,,02452340,Cotellic,20 mg,Tab,$131.3576,131.3576,,20 mg Tab,No,141.866208,141.866208,FULLY REIMBURSABLE,141.866208,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-03-01,,02491559,Ultomiris,10 mg / mL,Inj Sol-Vial,$242.7383/ mL,242.7383,mL,10 mg / mL Inj Sol-Vial,No,262.157364,262.157364,FULLY REIMBURSABLE,262.157364,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-03-01,,02533448,Ultomiris,100 mg / mL,Inj Sol-Vial,"$2,427.3833/ mL",2427.3833,mL,100 mg / mL Inj Sol-Vial,No,2621.573964,2621.573964,FULLY REIMBURSABLE,2621.573964,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-03-01,,02533456,Ultomiris,100 mg / mL,Inj Sol-Vial,"$2,427.3818/ mL",2427.3818,mL,100 mg / mL Inj Sol-Vial,No,2621.572344,2621.572344,FULLY REIMBURSABLE,2621.572344,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-02-07,,02536579,Ferriprox MR,1000 mg,MR Tab,$33.4740,33.474,,1000 mg MR Tab,No,36.15192,36.15192,FULLY REIMBURSABLE,36.15192,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-01-31,,02298791,Emend,80 mg,Cap,$35.6613,35.6613,,80 mg Cap,No,38.514204,38.514204,FULLY REIMBURSABLE,38.514204,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-01-31,,02298805,Emend,125 mg,Cap,$35.3274,35.3274,,125 mg Cap,No,38.153592,38.153592,FULLY REIMBURSABLE,38.153592,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-01-31,,02451158,Uptravi,200mcg,Tab,$74.7550,74.755,,200mcg Tab,No,80.7354,80.7354,FULLY REIMBURSABLE,80.7354,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-01-31,,02451166,Uptravi,400mcg,Tab,$74.7550,74.755,,400mcg Tab,No,80.7354,80.7354,FULLY REIMBURSABLE,80.7354,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-01-31,,02451174,Uptravi,600mcg,Tab,$74.7550,74.755,,600mcg Tab,No,80.7354,80.7354,FULLY REIMBURSABLE,80.7354,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-01-31,,02451182,Uptravi,800mcg,Tab,$74.7550,74.755,,800mcg Tab,No,80.7354,80.7354,FULLY REIMBURSABLE,80.7354,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-01-31,,02451190,Uptravi,1000mcg,Tab,$74.7550,74.755,,1000mcg Tab,No,80.7354,80.7354,FULLY REIMBURSABLE,80.7354,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-01-31,,02451204,Uptravi,1200mcg,Tab,$74.7550,74.755,,1200mcg Tab,No,80.7354,80.7354,FULLY REIMBURSABLE,80.7354,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-01-31,,02451212,Uptravi,1400mcg,Tab,$74.7550,74.755,,1400mcg Tab,No,80.7354,80.7354,FULLY REIMBURSABLE,80.7354,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-01-31,,02451220,Uptravi,1600mcg,Tab,$74.7550,74.755,,1600mcg Tab,No,80.7354,80.7354,FULLY REIMBURSABLE,80.7354,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-01-31,,02368153,Xgeva,120 mg /1.7 mL,Inj Sol-Vial Pk,$715.2100,715.21,,120 mg /1.7 mL Inj Sol-Vial Pk,Yes,772.4268,772.4268,FULLY REIMBURSABLE,772.4268,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-12-21,,02542285,Trikafta,80 mg /40 mg /60 mg & 59.5 mg,Gran (Packet),$420.0000/ Packet,420.0,Packet,80 mg /40 mg /60 mg & 59.5 mg Gran (Packet),No,453.6,453.6,FULLY REIMBURSABLE,453.6,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-12-21,,02542277,Trikafta,100 mg /50 mg /75 mg & 75 mg,Gran (Packet),$420.0000/ Packet,420.0,Packet,100 mg /50 mg /75 mg & 75 mg Gran (Packet),No,453.6,453.6,FULLY REIMBURSABLE,453.6,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-12-11,,02533979,Qulipta,10 mg,Tab,$18.4400,18.44,,10 mg Tab,No,19.9152,19.9152,FULLY REIMBURSABLE,19.9152,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-12-11,,02533987,Qulipta,30 mg,Tab,$18.4400,18.44,,30 mg Tab,No,19.9152,19.9152,FULLY REIMBURSABLE,19.9152,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-12-11,,02533995,Qulipta,60 mg,Tab,$18.4400,18.44,,60 mg Tab,No,19.9152,19.9152,FULLY REIMBURSABLE,19.9152,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-10-31,,02499827,Tukysa,50 mg,Tab,$35.4947,35.4947,,50 mg Tab,No,38.334276,38.334276,FULLY REIMBURSABLE,38.334276,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-10-31,,02499835,Tukysa,150 mg,Tab,$106.4843,106.4843,,150 mg Tab,No,115.003044,115.003044,FULLY REIMBURSABLE,115.003044,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-10-30,,02459787,Xolair,75 mg /0.5 mL,Inj Sol-0.5 mL Pref Syr (Preservative-Free),$281.2400/Pref Syr,281.24,Pref Syr,75 mg /0.5 mL Inj Sol-0.5 mL Pref Syr (Preservative-Free),No,303.7392,303.7392,FULLY REIMBURSABLE,303.7392,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-10-03,,02528363,Cibinqo,50 mg,Tab,$48.6667,48.6667,,50 mg Tab,No,52.560036,52.560036,FULLY REIMBURSABLE,52.560036,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-10-03,,02528371,Cibinqo,100 mg,Tab,$48.6667,48.6667,,100 mg Tab,No,52.560036,52.560036,FULLY REIMBURSABLE,52.560036,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-10-03,,02528398,Cibinqo,200 mg,Tab,$54.4667,54.4667,,200 mg Tab,No,58.824036,58.824036,FULLY REIMBURSABLE,58.824036,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-09-27,,02530031,Zejula,100 mg,Tab,$133.2346,133.2346,,100 mg Tab,No,143.893368,143.893368,FULLY REIMBURSABLE,143.893368,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-09-07,,02506343,Givlaari,189 mg/ mL,Inj Sol-Vial Pk (Preservative-Free),$341.0280/ mg,341.028,mg,189 mg/ mL Inj Sol-Vial Pk (Preservative-Free),Yes,368.31024,368.31024,FULLY REIMBURSABLE,368.31024,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-09-07,,02527677,Xpovio,20 mg,Tab,$550.0000,550.0,,20 mg Tab,No,594.0,594.0,FULLY REIMBURSABLE,594.0,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-08-10,,02535696,Calquence,100 mg,Tab,$142.7738,142.7738,,100 mg Tab,No,154.195704,154.195704,FULLY REIMBURSABLE,154.195704,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-08-02,,02502984,Firdapse,10 mg,Tab,$18.0000,18.0,,10 mg Tab,No,19.44,19.44,FULLY REIMBURSABLE,19.44,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-07-17,,02485966,Lorbrena,25 mg,Tab,$112.4443,112.4443,,25 mg Tab,No,121.439844,121.439844,FULLY REIMBURSABLE,121.439844,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-07-17,,02485974,Lorbrena,100 mg,Tab,$337.3333,337.3333,,100 mg Tab,No,364.319964,364.319964,FULLY REIMBURSABLE,364.319964,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2023-07-12,,02529181,Norditropin FlexPro,5 mg/1.5 mL,Inj Sol-1.5 mL Pref Pen,$194.7000,194.7,,5 mg/1.5 mL Inj Sol-1.5 mL Pref Pen,No,210.276,210.276,FULLY REIMBURSABLE,210.276,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
