Company,Local Product Name,Generic Name,Local Pack Description,PCID
LAFEDAR,TETRABENAZINE,TETRABENZ,25 MG 112 TABS,382179
OMEGA PHARMA,TETRACYCLINE,TETRACICLINA OMEGA,COMP.X 16,508009
SIEGFRIED,ACETYLSALICYLIC ACID & CAFFEINE & PARACETAMOL,TETRALGIN,565 MG COMP. REC. X 20,207332
SIEGFRIED,ACETYLSALICYLIC ACID & CAFFEINE & PARACETAMOL,TETRALGIN,565 MG COMP. REC. X 50,207333
SIEGFRIED,CAFFEINE & CHLORPHENIRAMINE & DOMPERIDONE & ERGOTAMINE & METAMIZOLE,TETRALGIN NOVO,TETRALGIN NOVO COMPRIMIDO RECUBIERTO BLISTER POR 20 UNIDADES 509 MG,1566977
SIEGFRIED,CAFFEINE & CHLORPHENIRAMINE & DOMPERIDONE & ERGOTAMINE & METAMIZOLE,TETRALGIN NOVO,TETRALGIN NOVO COMPRIMIDO RECUBIERTO BLISTER por 40 UNIDADES,1920278
GALDERMA,LYMECYCLINE,TETRALYSAL,300 MG CAPS.X 28,684667
GALDERMA,LYMECYCLINE,TETRALYSAL,150 MG CAPS.X 32,684665
SANOFI,DIPHTHERIA-PERTUSSIS-POLIOMYELITIS-TETANUS,TETRAXIM,70 IU JGA.PRELL.X 0.5 ML,1180898
ARISTON,MIRTAZAPINE,TETRAZIC,30MG COMP. REC. X 30,211924
BAGO,TETRABENAZINE,TETRAZOL,25 MG 120 TABS,382180
GADOR,IVACAFTOR & TEZACAFTOR,TEZACAR,250 MG 150MG /100MG COMP. REC. X 60,1443352
ASTRAZENECA,TEZEPELUMAB,TEZSPIRE,TEZSPIRE 200 MG LAP.PRELL.X1.91ML,2053779
MICROSULES,TEMOZOLOMIDE,TEZULINA,100 MG CAPS.X 5,1464
MICROSULES,TEMOZOLOMIDE,TEZULINA,20 MG CAPS.X 5,1465
MICROSULES,TEMOZOLOMIDE,TEZULINA,250 MG CAPS.X 5,1466
LAZAR,THALIDOMIDE,TALIDOMIDA LAZAR,100 MG COMP.X 100,1900758
SCOTT CASSARA,THIOPENTAL,THIPENTHAL,1 G F.A.X 50,349982
ABBOTT,CANDESARTAN,TIADYL,16MG COMP. X 30,175577
ABBOTT,CANDESARTAN,TIADYL,8MG COMP. X 30,175578
ABBOTT,CANDESARTAN & HYDROCHLOROTHIAZIDE,TIADYL PLUS,28.5 MG 16MG /12.5MG COMP. X 30,175653
PHARMALEP,TENOFOVIR DISOPROXIL,TIAL,300 MG COMP.X 30,1502376
LAFEDAR,ROSUVASTATIN,TIALIPOL,10 MG TABLET X 30,1381354
LAFEDAR,ROSUVASTATIN,TIALIPOL,20 MG TABLET X 30,1381355
CASASCO,PAROXETINE,TIARIX,10MG COMP. X 30,203543
CASASCO,PAROXETINE,TIARIX,20MG COMP. X 30,203544
CASASCO,PAROXETINE,TIARIX CR,LP 12.5MG COMP. REC. X 30,206236
CASASCO,PAROXETINE,TIARIX CR,LP 25MG COMP. REC. X 30,211931
SERVIER,IVOSIDENIB,TIBSOVO,TIBSOVO 250 MG COMPX 60,1963408
ELEA,TICAGRELOR,TICAZAN,TICAZAN COMPRIMIDO RECUBIERTO BLISTER por 30 UNIDADES 90 mg comp,1566828
ELEA,TICAGRELOR,TICAZAN,TICAZAN COMPRIMIDO RECUBIERTO BLISTER por 60 UNIDADES 90 mg comp,1566827
IBCGENERIUM,TIGECYCLINE,TIGECICLINA,TIGECICLINA 50 MG F.A.LIOF.X 10,1630224
RICHET,TIGECYCLINE,TIGECICLINA,VIAL 10 UNITS 50 MG,2072
PFIZER,LORLATINIB,TIGIFY,100 MG COMP.REC. X 30,1394883
PFIZER,LORLATINIB,TIGIFY,25 MG COMP.REC. X 30,1394884
TUTEUR,DIMETHYL FUMARATE,TILMURATO,14 CAPS 120 MG,531409
TUTEUR,DIMETHYL FUMARATE,TILMURATO,60 CAPS 240 MG,531410
LKM ONCO,IMATINIB,TIMAB 100,100 MG 180 COMP.REC.X,1591
LKM ONCO,IMATINIB,TIMAB 400,30 400 MG COMP.REC.X,1592
BAUSCH & LOMB,DORZOLAMIDE & TIMOLOL,TIMED D,"5 ML EYE DROPS, SOLUTION 20 MG/ML + 5 MG/ML",234084
PHARMADORF,TIMOLOL,TIMOLOL,0.5% SOL.OFT.X 5 ML,1449119
DENVER,TIMOLOL,TIMOLOL,0.5% Oft. Sun. X 5ml,567944
PANALAB,TIOCONAZOLE,TIOMICOL,TIOMICOL SOLUCION FRASCO por 12 ML,1573586
TUTEUR,ONDANSETRON,TIOSALIS,4 ML 8 MG F.A.X 1,1390
JAYOR,THIOTEPA,TIOSTATERA,TIOSTATERA 15 MG PVO. F.A.X 1,2033906
JAYOR,THIOTEPA,TIOSTATERA,TIOSTATERA 100 MG PVO. F.A.X 1,2033905
PANALAB,TACROLIMUS,TIPURIC,TIPURIC 0.03% UNG.X 15 G,1704986
PANALAB,TACROLIMUS,TIPURIC,TIPURIC 0.1% UNG.X 15 G,1704985
PANALAB,TACROLIMUS,TIPURIC,TIPURIC 0.1% UNG.X 30 G,1704984
EUROFARMA,LEVOCETIRIZINE,TIRIZ,5 MG 10 TABS,630073
EUROFARMA,LEVOCETIRIZINE,TIRIZ,5 MG 30 TABS,630074
TUTEUR,NILOTINIB,TIRKANIB,TIRKANIB CAPSULA DURA BLISTER por 120 UNIDADES 200 MG,1675692
LKM ONCO,ERLOTINIB,TIRLEB,150 MG 30 TABS,377345
BAXTER,FIBRIN SEALANT,TISEEL LYO,ENV.X 10 ML,573085
BAXTER,FIBRIN SEALANT,TISEEL LYO,ENV.X 2 ML,827905
BAXTER,FIBRIN SEALANT,TISEEL LYO,ENV.X 4 ML,827906
TUTEUR,LEVOFLOXACIN,TISURAL,300 MG AMP.MONODOSIS X 56,1547029
GLAXOSMITHKLINE,DOLUTEGRAVIR,TIVICAY,10 MG COMP X 30,1189524
GLAXOSMITHKLINE,DOLUTEGRAVIR,TIVICAY,25 MG COMP X 30,1189525
GLAXOSMITHKLINE,DOLUTEGRAVIR,TIVICAY,30 TABS 50 MG TABLETS,182839
GLAXOSMITHKLINE,DOLUTEGRAVIR,TIVICAY,5 MG TABX 60,1722990
LKM ONCO,AXITINIB,TIXIREN,1 MG COMP.REC. X 56,1459563
LKM ONCO,AXITINIB,TIXIREN,5 MG COMP.REC. X 56,1459564
LAFEDAR,TIZANIDINE,TIZANIDAL,TIZANIDAL 2 MG COMP.X 15,242973
LAFEDAR,TIZANIDINE,TIZANIDAL,TIZANIDAL 4 MG COMP.X 30,242857
GADOR,TOLVAPTAN,TOBLAPTIN,15 MG TABLETS X 30,1577674
GADOR,TOLVAPTAN,TOBLAPTIN,30 MG TABLETS X 30,1577685
DENVER,LOTEPREDNOL & TOBRAMYCIN,TOBRABIOTIC,TOBRABIOTIC SOFT SUSPENSION OFTALMICA FRASCO por 5 ML 0.8PERCENT,1553726
NOVARTIS,DEXAMETHASONE & TOBRAMYCIN,TOBRADEX,TOBRADEX UNG.X 3.5 G,2037302
ALCON,DEXAMETHASONE & TOBRAMYCIN,TOBRADEX,TOBRADEX UNG.X 3.5 G,1948024
NOVARTIS,DEXAMETHASONE & TOBRAMYCIN,TOBRADEX,TOBRADEX SUSP.OFT.X 5 ML,2037303
ALCON,DEXAMETHASONE & TOBRAMYCIN,TOBRADEX,TOBRADEX SUSP.OFT.X 5 ML,1948025
LAFEDAR,TOBRAMYCIN,TOBRAL,TOBRAL SOLUCION OFTALMICA 1 FRASCO por 5 ML 3MG/ML,1553874
LABORATORIO AUSTRAL,TOBRAMYCIN,TOBRALEP,TOBRALEP SOLUCION OFTALMICA ESTERIL 1 FRASCO por 5 ML,1553934
NOVOPLOS,TOBRAMYCIN,TOBRALER,TOBRALER SOLUCION OFTALMICA 1 FRASCO por 5 ML,1993371
LI ARGENTINO,DEXAMETHASONE & TOBRAMYCIN,TOBRATLAS,0.4 PERCENT GTS.OFT.X 5 ML,424386
NOVARTIS,TOBRAMYCIN,TOBREX,GTSOFTX 5 ML,553827
LKM ONCO,TEMOZOLOMIDE,TOCITRAP,21 100 MG CAPS.X,1611
LKM ONCO,TEMOZOLOMIDE,TOCITRAP,21 140 MG CAPS.X,269658
LKM ONCO,TEMOZOLOMIDE,TOCITRAP,21 20 MG CAPS.X,1613
LKM ONCO,TEMOZOLOMIDE,TOCITRAP,100 MG CAPS.X 5,1614
LKM ONCO,TEMOZOLOMIDE,TOCITRAP,140 MG CAPS.X 5,1615
LKM ONCO,TEMOZOLOMIDE,TOCITRAP,20 MG CAPS.X 5,1617
RONTAG LABORATORIES,TIBOLONE,TOCLINE,TABS 30 2.5 MG,234101
FERRING PHARMACEUTICALS,CLOMIFENE,TOCOPHENE,TOCOFENO COMPRIMIDO BLISTER por 20 UNIDADES,1554459
MICROSULES,TOFACITINIB,TOFAX,TOFAX COMPRIMIDO RECUBIERTO BLISTER por 60 UNIDADES 5 mg comp.rec.x 60,1418272
BIOSINTEX,TOBRAMYCIN,TOFIB,300 MG / 5 ML AMP.X 56,531396
CASASCO,ACETYLCYSTEINE,TOFLUX,600 MG SOB.X 10,827996
CASASCO,ACETYLCYSTEINE,TOFLUX,200 MG SOB.X 20,827995
CASASCO,ACETYLCYSTEINE,TOFLUX,600 MG SOB.X 20,827997
CASASCO,ACETYLCYSTEINE,TOFLUX,JBE.X 100 ML,827998
IVANOVO PHARMA,LEVOMEPROMAZINE,TOGREL 2,TOGREL 25 TABLET BLISTER per 50 UNITS,2170988
ASPEN,PONATINIB,TOKINER,15 MG COMP.REC.X 30,1547030
ASPEN,PONATINIB,TOKINER,45 MG COMP.REC.X 30,1547031
POEN,DIFLUPREDNATE,TOLF,0.05 PERCENT EMULS.OFT.X 5 ML,554313
LKM ONCO,COLISTIMETHATE,TOLISCRIN 1,100000 IU 10 ML F.A.X 30 +DILUY.+KIT ADM,1483933
LKM ONCO,COLISTIMETHATE,TOLISCRIN 2,200000 IU 10 ML F.A.X 30 +DILUY.+KIT ADM,1483934
TUTEUR,TOLVAPTAN,TOLKISTAN,TOLKISTAN COMPRIMIDO RECUBIERTO BLISTER por 30 UNIDADES 15 mg comp.x 30,1573670
TUTEUR,TOLVAPTAN,TOLKISTAN,TOLKISTAN COMPRIMIDO RECUBIERTO BLISTER por 30 UNIDADES,1554591
TEMIS LOSTALO,TOLTERODINE,TOLTEM,2MG COMP.X 30,175895
BAGO,TOFACITINIB,TOLVAR,TOLVAR XR11 MG COMP.X 30,2115514
BAGO,TOFACITINIB,TOLVAR,5 MG COMP.REC.X 60,1418273
GADOR,DONEPEZIL & MEMANTINE,TONIBRAL,10 MG 30 TABS,1732
GADOR,DONEPEZIL & MEMANTINE,TONIBRAL,20 MG 30 TABS,1733
ARISTON,MEMANTINE,TONIBRAL XR,14 MG C¡PS.X 30,426332
ARISTON,MEMANTINE,TONIBRAL XR,28 MG C¡PS.X 30,426333
CRAVERI,PANTOPRAZOLE,TONVAL,20 MG 10/10 MG CAPS.X 30,924496
JOHNSON & JOHNSON INNOVATIVE MEDICINE,TOPIRAMATE,TOPAMAC SPRINKLE,15 MG CAPS.DISP.X 60,399991
JOHNSON & JOHNSON INNOVATIVE MEDICINE,TOPIRAMATE,TOPAMAC SPRINKLE,25 MG CAPS.DISP.X 60,399992
JOHNSON & JOHNSON INNOVATIVE MEDICINE,TOPIRAMATE,TOPAMAC,100 MG 28 TABS,399993
JOHNSON & JOHNSON INNOVATIVE MEDICINE,TOPIRAMATE,TOPAMAC,25 MG 28 TABS,399994
JOHNSON & JOHNSON INNOVATIVE MEDICINE,TOPIRAMATE,TOPAMAC,50 MG 28 TABS,399995
JOHNSON & JOHNSON INNOVATIVE MEDICINE,TOPIRAMATE,TOPAMAC,100 MG 60 TABS,399996
ADIUM PHARMA,TOPIRAMATE,TOPICTAL,100 MG 28 TABS,436749
ADIUM PHARMA,TOPIRAMATE,TOPICTAL,25 MG 28 TABS,436750
MONTEVERDE,TOPIRAMATE,TOPICTAL,TOPICTAL 25 COMPRIMIDO RECUBIERTO BLISTER por 28 UNIDADES,1920137
ADIUM PHARMA,TOPIRAMATE,TOPICTAL,50 MG 28 TABS,436751
ADIUM PHARMA,TOPIRAMATE,TOPICTAL,100 MG 56 TABS,436752
ADIUM PHARMA,TOPIRAMATE,TOPICTAL,25 MG 56 TABS,436753
ADIUM PHARMA,TOPIRAMATE,TOPICTAL,50 MG 56 TABS,436754
ASPEN,TOPOTECAN,TOPOKEBIR,4 MG INY.F.A.LIOF.X 1,1049
ASPEN,TOPOTECAN,TOPOKEBIR,4 MG INY.F.A.LIOF.X 5,1050
MICROSULES,TOPOTECAN,TOPOTECAN MICROSULES,4 MG 4 ML,1467
MICROSULES,TOPOTECAN,TOPOTECAN MICROSULES,4 MG 5 VIAL,1468
ADIUM PHARMA,CLINDAMYCIN,TORGYN,100 MG OV.VAG.X 3,684719
ADIUM PHARMA,CLINDAMYCIN,TORGYN,100 MG OV.VAG.X 7,684720
BALIARDA,ATORVASTATIN & EZETIMIBE,TORIMIBE,20 MG 10 /10MG COMP. REC. RAN. X 30,175865
BALIARDA,ATORVASTATIN & EZETIMIBE,TORIMIBE,20 /10MG COMP. REC. RAN. X 30,175866
BALIARDA,ATORVASTATIN,TORIVAS,10MG COMP.REC. X 30,175771
BALIARDA,ATORVASTATIN,TORIVAS,20MG COMP.REC. X 30,175773
BALIARDA,ATORVASTATIN,TORIVAS,40MG COMP.REC. X 30,175775
BALIARDA,ATORVASTATIN,TORIVAS,80 MG COMP.REC.X 30,1502324
BALIARDA,ATORVASTATIN,TORIVAS,10MG COMP.REC. X 60,175772
BALIARDA,ATORVASTATIN,TORIVAS,20MG COMP.REC. X 60,175774
OMICRON PHARMA,BROMHEXINE,TOSCALMIN ADULTOS,192 MG JBE.X 120 ML,1158121
OMICRON PHARMA,BROMHEXINE,TOSCALMIN PEDIATRICO,96 MG JBE.X 120 ML,1158120
LAFEDAR,AMBROXOL,TOSEDRIN,360 MG 120 ML AMBROXOL CLORHIDRATO 0.3 G / 100 ML,684902
SAVANT,BROMHEXINE,TOSTOP ADULTOS,192 MG 0.16% JBE.X 120 ML,1158119
SAVANT,AMBROXOL & BUTETAMATE,TOSTOP COMPLEX,TOSTOP COMPLEX JARABE 1 FRASCO POR 120 ML,1596607
SAVANT,BROMHEXINE,TOSTOP FORTE,240 MG 0.20% JBE.X120 ML S/AZUC,1158122
SAVANT,BROMHEXINE,TOSTOP NINOS,0.08% JBE.X 120 ML,1158124
TEMIS LOSTALO,CALCIUM & MULTIVITAMINS,TOTAL MAGNESIANO ENERGIZANTE,TOTAL MAGNESIANO ENERGIZANTE COMPRIMIDO EFERVESCENTE TUBO POR 24 UNIDADES 1340.16 MG,1556617
TEMIS LOSTALO,MULTIVITAMINS & OTHER COMBINATIONS,TOTAL MAGNESIANO SPORT,TOTAL MAGNESIANO SPORT POLVO EFERVESCENTE 30 SOBRE POR 8 G / SOBRE,1554343
TEMIS LOSTALO,MULTIVITAMINS & OTHER COMBINATIONS,TOTAL MAGNESIANO SPORT,"TOTAL MAGNESIANO SPORT COMPRIMIDO RECUBIERTO BLISTER POR 30 UNIDADES, 2.9806MG",1554349
TEMIS LOSTALO,CALCIUM & MULTIVITAMINS,TOTAL MAGNESIANO ENERGIZANTE,TOTAL MAGNESIANO ENERGIZANTE COMPRIMIDO RECUBIERTO BLISTER POR 30 UNIDADES 1835.16 MG,1556616
SANOFI,INSULIN GLARGINE,TOUJEO,300IU/ML 1.5 ML*3,382181
JOHNSON & JOHNSON INNOVATIVE MEDICINE,BOSENTAN,TRACLEER,125 MG 56 TABLETS,305256
JOHNSON & JOHNSON INNOVATIVE MEDICINE,BOSENTAN,TRACLEER,62.5 MG 56 TABLETS,305257
FERRING PHARMACEUTICALS,ATOSIBAN,TRACTOCILE,"37.5 MG SOL.P/INFUS.X 5 ML,ATOSIBAN 7.5 MG / ML",684766
FERRING PHARMACEUTICALS,ATOSIBAN,TRACTOCILE,"6.75 MG SOL.INY.X 0.9 ML,ATOSIBAN 7.5 MG / ML",684765
SCOTT CASSARA,ATRACURIUM,TRACURON,50 MG INY.A.X 5 X 5 ML,336631
B BRAUN,ELECTROLYTES IN COMBINATION WITH OTHER DRUGS,TRACUTIL,IV INY X 10ML,365231
CRAVERI,GLICLAZIDE,TRADON MR,30 MG 30 TABS,1550
CRAVERI,GLICLAZIDE,TRADON 60 MR,60 MG 30 TABS,1551
CRAVERI,GLICLAZIDE,TRADON MR,30 MG 60 TABS,1552
CRAVERI,GLICLAZIDE,TRADON 60 MR,60 MG 60 TABS,1553
POEN,BEPOTASTINE,TRALER,1.5% SOL.OFT.X 5 ML,1387749
RONTAG LABORATORIES,SODIUM PICOSULFATE,TRALI,240 MG 8 MG / ML GTS.X 30 ML,684511
BAGO,TRAMADOL,TRAMA KLOSIDOL,"100 MG INY.A.X 200, 2 ML",1468036
BAGO,TRAMADOL,TRAMA KLOSIDOL,100MG /ML ORAL GOTAS X 10ML,207377
BAGO,TRAMADOL,TRAMA KLOSIDOL,1000 MG 50 MG/ML GTS.X 20 ML,1533706
BAGO,TRAMADOL,TRAMA KLOSIDOL,50MG ORAL COMP. X 20,315085
JOHNSON & JOHNSON INNOVATIVE MEDICINE,PARACETAMOL & TRAMADOL,TRAMACET,362.5 MG 37.5MG /325MG COMP. X 20,203726
KILAB,TRAMADOL,TRAMADOL KILAB,50 MG A.X 100 X 1 ML,470104
IBCGENERIUM,TRAMADOL,TRAMADOL PHARMAVIAL,100 MG A.X 100 X 2 ML,1512380
FADA PHARMA,TRAMADOL,TRAMADOL,100MG AMP. X 25 X 2ML,206495
KILAB,TRAMADOL,TRAMADOL KILAB,COMP*500,470179
VANNIER LAB,TRAMADOL,TRAMAL,50 MG CAPS.X 10,470224
VANNIER LAB,TRAMADOL,TRAMAL,50 MG CAPS.X 20,470226
VANNIER LAB,TRAMADOL,TRAMAL,50 MG CAPS.X 30,1674142
VANNIER LAB,TRAMADOL,TRAMAL,1000 MG 100 MG/ML GTS.X 10 ML,470251
VANNIER LAB,TRAMADOL,TRAMAL LONG,100 MG COMP.REC.X 10,470257
GOBBI,TRAMADOL,TRAMANOVAG,50MG AMP. X 50 X 1ML,207541
GOBBI,TRAMADOL,TRAMANOVAG,100MG AMP. X 50 X 2ML,212169
BALIARDA,TRAMADOL,TRAMAXEDENOL,"COMP.RAN. X 30, 50 MG",1468037
CRAVERI,TRAMADOL,TRAMUSTIN GOTAS,500 MG ENV. X 10 ML,1492908
CRAVERI,TRAMADOL,TRAMUSTIN GOTAS,1000 MG ENV. X 20 ML,1492909
CRAVERI,TRAMADOL,TRAMUSTIN,"TRAMUSTIN COMPRIMIDO BLISTER POR 10 UNIDADES, TRAMADOL CLORHIDRATO 50 MG",1675518
GOBBI,TRANEXAMIC ACID,TRANEX 500,TRANEX 500 SOLUCION INYECTABLE 50 AMPOLLA por 5 ML,1566843
RIVERO,TRANEXAMIC ACID,TRANEXAL 1000,1000 MG I.V.A. X 10 ML,361732
BAGO,ALPRAZOLAM,TRANQUINAL,0.5 MG COMP.X 30,470271
BAGO,ALPRAZOLAM,TRANQUINAL,0.5 MG COMP.X 100,470272
BAGO,ALPRAZOLAM,TRANQUINAL,1 MG COMP.X 100,470273
BAGO,ALPRAZOLAM,TRANQUINAL,2 MG COMP.X 100,470274
BAGO,ALPRAZOLAM,TRANQUINAL,0.5 MG COMP.X 30,470275
BAGO,ALPRAZOLAM,TRANQUINAL,1 MG COMP.X 30,470276
BAGO,ALPRAZOLAM,TRANQUINAL,2 MG COMP.X 30,470277
BAGO,ALPRAZOLAM,TRANQUINAL,0.5 MG COMP.X 50,470279
BAGO,ALPRAZOLAM,TRANQUINAL,1 MG COMP.X 50,470280
BAGO,ALPRAZOLAM,TRANQUINAL,2 MG COMP.X 50,470281
BAGO,ALPRAZOLAM,TRANQUINAL,0.5 MG COMP.X 60,470282
BAGO,ALPRAZOLAM,TRANQUINAL,1 MG COMP.X 60,470283
BAGO,ALPRAZOLAM,TRANQUINAL,2 MG COMP.X 60,470284
PFIZER,LORAZEPAM,TRAPAX,1MG SUBLI. COMP. X 30,470368
PFIZER,LORAZEPAM,TRAPAX,1 MG COMP.X 30,350496
PFIZER,LORAZEPAM,TRAPAX,2.5 MG COMP.X 30,470369
PFIZER,LORAZEPAM,TRAPAX,1 MG COMP.X 50,350498
PFIZER,LORAZEPAM,TRAPAX,2.5 MG COMP.X 50,470370
PFIZER,LORAZEPAM,TRAPAX,1 MG COMP.X 60,470371
PFIZER,LORAZEPAM,TRAPAX,2.5 MG COMP.X 60,470372
ELEA,CILOSTAZOL,TRASTOCIR,100 MG 30 TABS,1057
ELEA,CILOSTAZOL,TRASTOCIR,100 MG 60 TABS,1059
ELEA,CILOSTAZOL,TRASTOCIR,50 MG 60 TABS,1060
MEGALABS,ERYTHROMYCIN & TRETINOIN,TRATACNE,4.25 PERCENT gel x 15 g,743671
NOVARTIS,TRAVOPROST,TRAVATAN,0.004 PERCENT 2.5 ML* BOTTLES,234107
NOVOPLOS,TRAVOPROST,TRAVOPLOS,TRAVOPLOS SOLUCION OFTALMICA FRASCO por 5 ML 40MCG/ML,1553787
BOEHRINGER INGELHEIM,LINAGLIPTIN,TRAYENTA,5 MG 30 TABS,893
BOEHRINGER INGELHEIM,LINAGLIPTIN & METFORMIN,TRAYENTA DUO,"1002.5 MG 2.5/1000 TABLET: FILM-COATED, 60 TABLETS",891
BOEHRINGER INGELHEIM,LINAGLIPTIN & METFORMIN,TRAYENTA DUO,"852.5 MG 2.5/850 TABLET: FILM-COATED, 60 TABLETS",892
SIEGFRIED,CHLORAMPHENICOL & DEXAMETHASONE,TRAZIDEX OFTENO,COLIRIO X 5 ML,1835867
PFIZER,TRASTUZUMAB,TRAZIMERA,20 ML 440 MG FA X 1+ SOLV,1418265
NOVOPLOS,HYPROMELLOSE,TREAPLOS,TREAPLOS SOLUCION OFTALMICA FRASCO GOTERO POR 7.5 ML,1556711
GENOMMA LAB,OMEPRAZOLE,TREG,TREG 20MG.C¡PS.X900 BL.60X15,1948090
GENOMMA LAB,OMEPRAZOLE,TREG,TREG 20 MG BLIST.C¡PS.X 15,2031143
GLAXOSMITHKLINE,FLUTICASONE FUROATE & UMECLIDINIUM BROMIDE & VILANTEROL,TRELEGY ELLIPTA,169 MCG TRELEGY ELLIPTA INHAL.X 30 DOSIS,1174199
BIOPROFARMA,TRETINOIN,TRELPA,TRELPA10 MG C·PS.BL.X 100,2159185
BIOSIDUS,TREPROSTINIL,TREPROSTINIL,5 MG/ML FCO.X 20 ML,1608327
BIOSIDUS,TREPROSTINIL,TREPROSTINIL,1 MG/ML FCO.X 20 ML,1608326
BIOSIDUS,TREPROSTINIL,TREPROSTINIL,10 MG/ML FCO.X 20 ML,1608329
BIOSIDUS,TREPROSTINIL,TREPROSTINIL,2.5 MG/ML FCO.X 20 ML,1608328
NOVO NORDISK,INSULIN DEGLUDEC,TRESIBA FLEXTOUCH,600 IU 200 U PENS X3 X3 ML,1512955
NOVO NORDISK,INSULIN DEGLUDEC,TRESIBA FLEXTOUCH,300 IU PENS X5 X3 100 U ML,914
TEMIS LOSTALO,FLUMETASONE & TRIIODOTHYRONIN,TRESITE F,0.816 PERCENT POMO X 40 G,395636
TUTEUR,TREPROSTINIL,TRESUVI,1 MG/ML F.A.X1X10ML,1674143
TUTEUR,TREPROSTINIL,TRESUVI,10 MG/ML F.A.X1X10ML,1674146
TUTEUR,TREPROSTINIL,TRESUVI,2.5 MG/ML F.A.X1X10ML,1674145
TUTEUR,TREPROSTINIL,TRESUVI,5 MG/ML F.A.X1X10ML,1674144
PRETORIA LABORATORY,TRANEXAMIC ACID,TREXANET,TREXANET 1000 MG A.X 5 X 10 ML,1948094
PRETORIA LABORATORY,TRANEXAMIC ACID,TREXANET,TREXANET 500 MG A.X 5 X 5 ML,1948095
BETA PHARMA,OLANZAPINE,TREXOL,10 MG COMP.REC.X 28,470483
BETA PHARMA,OLANZAPINE,TREXOL,5 MG COMP.REC.X 28,470484
TUTEUR,TREPROSTINIL,TREXONIL,1.74 MG 2.9 ML A.X 28,585225
FERRING PHARMACEUTICALS,PROTIRELIN,TRH FERRING,200 MCG X 1  X 1 ML,1358455
SIDUS,TIRATRICOL,TRIACANA,TRIACANA COMPRIMIDO ENVASE por 100 UNIDADES,1675738
SIDUS,TIRATRICOL,TRIACANA AP,2 MG 30 CAPS,1052629
BETA PHARMA,AZITHROMYCIN,TRIAMID,500 MG COMP.REC.X 3,409859
BETA PHARMA,AZITHROMYCIN,TRIAMID,500 MG COMP.REC.X 5,409860
BETA PHARMA,AZITHROMYCIN,TRIAMID,500 MG COMP.REC.X 6,409861
GENOMMA LAB,KETOCONAZOLE,TRIATOP,SHAMP.CLINICAL 120 ML 1,1180888
GENOMMA LAB,KETOCONAZOLE,TRIATOP,SHAMP.REPARAC. X 165 ML,1483935
GENOMMA LAB,KETOCONAZOLE,TRIATOP,SHAMP.CLINICAL X 250 ML,1180890
GENOMMA LAB,KETOCONAZOLE,TRIATOP,SHAMP.CONT.CASPA X400 ML,1180892
GLAXOSMITHKLINE,ABACAVIR & LAMIVUDINE & ZIDOVUDINE,TRICIVIR,60 TABS 750 MG,269788
MEGALABS,METRONIDAZOLE,TRICOFIN,500 MG 20 TABS,400208
MEGALABS,METRONIDAZOLE,TRICOFIN,1000 MG 4 TABS,400209
MEGALABS,METRONIDAZOLE,TRICOFIN,1000 MG 8 TABS,400210
SIEGFRIED,MINOXIDIL,TRICOLOCION,TRICOLOCION SOLUCION TOPICA FRASCO por 120 ML,1553831
MEGALABS,MINOXIDIL,TRICOPLUS,2% LOC.CAPILAR X 60 ML,554342
MEGALABS,MINOXIDIL,TRICOPLUS,5% LOC.CAPILAR X 60 ML,554343
SOUBEIRAN CHOBET,"MULTIENZYMES (LIPASE, PROTEASE ETC.)",TRIDIGESTIVO,TRIDIGESTIVO SOUBEIRAN GRAGEA ENVASE por 20 UNIDADES,1553807
BAGO,AMPICILLIN,TRIFACILINA,1000 MG COMP.X 16,554006
BAGO,AMPICILLIN,TRIFACILINA,500 MG COMP.X 16,554009
BAGO,AMPICILLIN,TRIFACILINA,1000 MG COMP.X 8,554007
BAGO,AMOXICILLIN & SULBACTAM,TRIFAMOX,TRIFAMOX IBL 1500 INYECTABLE PARA PERFUSION 1 FRASCO AMPOLLA por 5 ML,1553884
BAGO,AMOXICILLIN & SULBACTAM,TRIFAMOX,TRIFAMOX IBL 750 INYECTABLE PARA PERFUSION 1 FRASCO AMPOLLA por 5 ML,1553885
NOVARTIS,OXCARBAZEPINE,TRILEPTAL,ORAL SUSP 6 G/100 ML 100 ML,400211
NOVARTIS,OXCARBAZEPINE,TRILEPTAL,300 MG 30 TABS,400231
NOVARTIS,OXCARBAZEPINE,TRILEPTAL,600 MG 30 TABS,400233
NOVARTIS,OXCARBAZEPINE,TRILEPTAL,300 MG 60 TABS,400257
NOVARTIS,OXCARBAZEPINE,TRILEPTAL,600 MG 60 TABS,400259
TUTEUR,ELEXACAFTOR & IVACAFTOR & TEZACAFTOR,TRILEXA,TRIXACAR COMP.REC. X 90,1533707
ELEA,EZETIMIBE,TRILIP,10 MG COMP * 30,1189542
MEGALABS,FLUOCINOLONE & HYDROQUINONE & TRETINOIN,TRIMACREM PLUS,TRIMACREM PLUS CREMA 1 POMO por 15 G,1553757
VANNIER LAB,TRIMEBUTINE,TRIMEBUTINA VANNIER,200 MG 20 TABS,382183
OXAPHARMA,FLUOCINOLONE & HYDROQUINONE & TRETINOIN,TRIMEGTANTE,TRIMEGTANTE CREMA 1 POMO por 15 G,1553941
MICROSULES,FULVESTRANT,TRIMICRO,250 MG/5 ML 2 STK,377353
