PCID Mapping,Package Number,Country,Company,Product Group,Local Product Name,Generic Name,Description,Indication,Pack Size,Effective Start Date,Effective End Date,Currency,Ex Factory Wholesale Price,Ex Factory Wholesale Price Less Rebate,Ex Factory Hospital Price,Ex Factory Hospital Price Less Rebate,Ex Factory to Pharmacy Price,Pharmacy Purchase Price,Pharmacy Purchase Price Less Rebate,Public without VAT Price,Public Without VAT Price Less Rebate,Public with VAT Price,Public With VAT Price Less Rebate,VAT Percent,Reimbursable Status,Reimbursable Price,Reimbursable Rate,Reimbursable Notes,Copayment Value,Copayment Percent,Margin Rule,Package Notes,Discontinued,Region,WHO ATC Code,Therapeutic Areas,Presentation,Marketing Authority,Local Pack Description,Formulation,Fill Unit,Fill Size,Pack Unit,Strength,Strength Unit,Brand Type,Import Type,Combination Molecule,Source,LOCAL_PACK_CODE,Unit Price
,,MALAYSIA,AV PHARMA ENTERPRISE,,Lyoxine Lozenges,Lysozyme Hydrochloride ; Pyridoxine Hydrochloride,,,180,,,MYR,,,,,,,,144.0,,144.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,AV PHARMA ENTERPRISE,,a box of 18strips of 10tablets each,,,,,,,,,PRICENTRIC,MAL24016036XC,0.8
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,TORIXIB FILM COATED TABLET 90MG,Etoricoxib 90mg Film-Coated Tablet,,,100,,,MYR,,,,,,,,300.0,,300.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 100 tablet,,,,,,,,,PRICENTRIC,MAL24026034AZ,3.0
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,TORIXIB FILM COATED TABLET 120MG,Etoricoxib 120mg Film-Coated Tablet,,,100,,,MYR,,,,,,,,450.0,,450.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 100 tablet,,,,,,,,,PRICENTRIC,MAL24026037AZ,4.5
,,MALAYSIA,OTSUKA PHARMACEUTICALS (MALAYSIA) SDN. BHD.,,Jinarc 90 mg and Jinarc 30 mg Tablets,Tolvaptan 90mg/30mg Tablet,,,56,,,MYR,,,,,,,,3360.0,,3360.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,OTSUKA PHARMACEUTICALS (MALAYSIA) SDN. BHD.,,a pack of 56 tablet,,,,,,,,,PRICENTRIC,MAL24036003ARZ,60.0
,,MALAYSIA,OTSUKA PHARMACEUTICALS (MALAYSIA) SDN. BHD.,,Jinarc 60 mg and Jinarc 30 mg Tablets,Tolvaptan 60mg/30mg Tablet,,,56,,,MYR,,,,,,,,3360.0,,3360.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,OTSUKA PHARMACEUTICALS (MALAYSIA) SDN. BHD.,,a pack of 56 tablet,,,,,,,,,PRICENTRIC,MAL24036004ARZ,60.0
,,MALAYSIA,OTSUKA PHARMACEUTICALS (MALAYSIA) SDN. BHD.,,Jinarc 45 mg and Jinarc 15 mg Tablets,Tolvaptan 45mg/15mg Tablet,,,56,,,MYR,,,,,,,,3360.0,,3360.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,OTSUKA PHARMACEUTICALS (MALAYSIA) SDN. BHD.,,a pack of 56 tablet,,,,,,,,,PRICENTRIC,MAL24036005ARZ,60.0
,,MALAYSIA,KOTRA PHARMA (M) SDN. BHD.,,Axcel Fusidic Acid-B Cream (New Formula),Fusidic Acid ; Betamethasone-17 Valerate Cream,,,15,,,MYR,,,,,,,,12.4,,12.4,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KOTRA PHARMA (M) SDN. BHD.,,Tube of 5gm,,,,,,,,,PRICENTRIC,MAL24046017AZ,0.83
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,DULOXPRA Enteric Microencapsulated Capsule 60mg,Duloxetine Hydrochloride 60mg Capsule,,,100,,,MYR,,,,,,,,720.0,,720.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 100 tablet,,,,,,,,,PRICENTRIC,MAL24046042AZ,7.2
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,DULOXPRA Enteric Microencapsulated Capsule 30mg,Duloxetine Hydrochloride 30mg Capsule,,,100,,,MYR,,,,,,,,600.0,,600.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 100 tablet,,,,,,,,,PRICENTRIC,MAL24046043AZ,6.0
,,MALAYSIA,Janipro (M) Sdn Bhd,,Janipro Tripaxil Capsule,Chondroitin Sulfate Sodium 200mg ; Glucosamine Sulfate 250mg ; Methylsulfonylmethane (msm) 100mg Capsule,,,60,,,MYR,,,,,,,,69.0,,69.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,a pack of 60 capsule,,,,,,,,,PRICENTRIC,MAL24046052XC,1.15
,,MALAYSIA,KARA MARKETING (M) SDN. BHD.,,FreshCare Roll-On Medicated Oil (Splash Fruity),Menthol 15 % w/v ; Camphor 2.5% w/v Medicated Oil,,,12,,,MYR,,,,,,,,78.0,,78.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KARA MARKETING (M) SDN. BHD.,,a pack of 12 bottle of 10ml,,,,,,,,,PRICENTRIC,MAL24056005X,6.5
,,MALAYSIA,KARA MARKETING (M) SDN. BHD.,,FreshCare Roll-On Medicated Oil (Lavender),Menthol 15 % w/v ; Camphor 2.5% w/v Medicated Oil,,,12,,,MYR,,,,,,,,78.0,,78.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KARA MARKETING (M) SDN. BHD.,,a pack of 12 bottle of 10ml,,,,,,,,,PRICENTRIC,MAL24056006X,6.5
,,MALAYSIA,KARA MARKETING (M) SDN. BHD.,,FreshCare Roll-On Medicated Oil Plus (Sport),Menthol 16.00% w/v ; Camphor 5.00% w/v ; Methyl Salicylate 0.25% w/v Medicated Oil,,,12,,,MYR,,,,,,,,78.0,,78.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KARA MARKETING (M) SDN. BHD.,,a pack of 12 bottle of 10ml,,,,,,,,,PRICENTRIC,MAL24056007X,6.5
,,MALAYSIA,Biofizz Marketing Sdn Bhd,,Biofizz Glucosamine Chondroitin MSM Capsule,Glucosamine Sulfate 250mg ; Chondroitin Sulfate Sodium 200mg ; Methylsulfonylmethane (msm) 100mg Capsule,,,180,,,MYR,,,,,,,,296.9,,296.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Biofizz Marketing Sdn Bhd,,A pack of 3 bottles with 60 capsules,,,,,,,,,PRICENTRIC,MAL24056008XC,1.65
,,MALAYSIA,Advance Pharma Sdn Bhd,,AVICET SYRUP 0.1%W/V,Cetirizine Hydrochloride 0.1% Syrup,,,30,,,MYR,,,,,,,,283.0,,283.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Advance Pharma Sdn Bhd,,a box with 30 box PET bottle with 75ml,,,,,,,,,PRICENTRIC,MAL24056088ACZ,9.43
,,MALAYSIA,KOTRA PHARMA (M) SDN. BHD.,,Axcel Lignocaine-P Cream,Lidocaine ; Prilocaine Cream,,,15,,,MYR,,,,,,,,15.6,,15.6,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KOTRA PHARMA (M) SDN. BHD.,,Tube of 5gm,,,,,,,,,PRICENTRIC,MAL24066016AZ,1.04
,,MALAYSIA,ELDON HEALTHCARE SDN. BHD.,,Mybacin Mint Lozenges,"Amylmetacresol 0.63mg/1000mg ; 2,4-Dichlorobenzyl Alcohol 1.2mg /1000mg Lozenges",,,160,,,MYR,,,,,,,,96.0,,96.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,ELDON HEALTHCARE SDN. BHD.,,a pack of 8 lozenges in a box of 20 packs,,,,,,,,,PRICENTRIC,MAL24076027X,0.6
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,Lexib Hard Capsule 200mg,Celecoxib 200mg Capsule,,,100,,,MYR,,,,,,,,240.0,,240.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 100 tablet,,,,,,,,,PRICENTRIC,MAL24086032AZ,2.4
,,MALAYSIA,J. BIO MEDIC MARKETING SDN. BHD.,,SEARLE OSTEGEM OD TABLETS,Calcium500Mg; Vit D3 600Iu; Vit K2 90Mcg,,,30,,,MYR,,,,,,,,85.0,,85.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,J. BIO MEDIC MARKETING SDN. BHD.,,pack of 30 tablet,,,,,,,,,PRICENTRIC,MAL24096108N,2.83
,,MALAYSIA,J. BIO MEDIC MARKETING SDN. BHD.,,SEARLE M-Folic Acid OD 600mcg Tablets,Folic Acid 600mcg Tablet,,,30,,,MYR,,,,,,,,60.0,,60.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,J. BIO MEDIC MARKETING SDN. BHD.,,pack of 30 tablet,,,,,,,,,PRICENTRIC,MAL24106086N,2.0
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,Zithracin Powder For Oral Suspension 200mg/5ml,Azithromycin 200mg/5ml Suspension,,,12,,,MYR,,,,,,,,432.0,,432.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 12 bottle of 20ml,,,,,,,,,PRICENTRIC,MAL24126028AZ,36.0
,,MALAYSIA,,,,Piroctone Olamine 0.16%,,,100,,,MYR,,,,,,,,108.0,,108.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,,,pack of 100ml Spray,,,,,,,,,PRICENTRIC,NOT221106922K,1.08
,,MALAYSIA,,,,Piroctone Olamine 0.2%,,,50,,,MYR,,,,,,,,74.0,,74.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,,,pack of 50g Cream,,,,,,,,,PRICENTRIC,NOT221107934K,1.48
,,MALAYSIA,,,,Piroctone Olamine 1.0%,,,150,,,MYR,,,,,,,,88.0,,88.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,,,pack of 150ml Lotion,,,,,,,,,PRICENTRIC,NOT221107936K,0.59
,,MALAYSIA,,,,Chlorhexidine Digluconate 0.22%; Cetylpyridinium Chloride 0.05%; Zinc Chloride 0.01%,,,1,,,MYR,,,,,,,,85.0,,85.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,,,bottle of 1L,,,,,,,,,PRICENTRIC,NOT221200883K,85.0
,,MALAYSIA,,,,Centella Asiatica; Pinus Sylvestris (Pyenogenol),,,30,,,MYR,,,,,,,,120.0,,120.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,,,pack of 30ml Cream,,,,,,,,,PRICENTRIC,NOT221204999K,4.0
,,MALAYSIA,,,,Folic Acid,,,100,,,MYR,,,,,,,,60.0,,60.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,,,pack of 100ml Cream,,,,,,,,,PRICENTRIC,NOT221205428K,1.33
,,MALAYSIA,,,,Ammonium Glycyrrhizate; Lactic Acid,,,250,,,MYR,,,,,,,,70.0,,70.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,,,pack of 250ml Gel,,,,,,,,,PRICENTRIC,NOT221205831K,1.33
,,MALAYSIA,,,,Chlorhexidine Digluconate 0.12%; Cetylpyridinium Chloride 0.05%; Zinc Chloride 0.01%,,,1,,,MYR,,,,,,,,60.0,,60.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,,,bottle of 1L,,,,,,,,,PRICENTRIC,NOT230205347K,60.0
,,MALAYSIA,,,,Ammonium Glycyrrhizate,,,60,,,MYR,,,,,,,,58.0,,58.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,,,pack of 60ml Spray,,,,,,,,,PRICENTRIC,NOT230401902K,1.33
,,MALAYSIA,,,,Urea 10%,,,1,,,MYR,,,,,,,,32.0,,32.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,,,bottleof 120ml,,,,,,,,,PRICENTRIC,NOT240303081K,32.0
