WHO_ATC_Code,Local_Pack_Description_MK,Local_Pack_Description_EN,Generic_Name,Marketing_Company_MK,Marketing_Company_EN,Pharmacy_Purchase_Price,Effective_Start_Date
G03AB,"QLAIRA ????-???????? ??????? 28 ??????? (??????? 1 ? 28)/??????, ????? ???????? ?? 2 ????? ????? ???????, 5 ?????? ?????? ???????, 17 ?????? ????? ???????, 2 ????? ?????? ???????, 2 ???? ???????","QLAIRA film-coated tablet 28 tablets (blister 1 x 28)/box, pocket pack with 2 dark yellow tablets, 5 medium red tablets, 17 light yellow tablets, 2 dark red tablets, 2 white tablets","estradiol, dienogest","BAYER PHARMA AG, BAYER Weimar GmbH & Co.KG.","BAYER PHARMA AG, BAYER Weimar GmbH & Co.KG.",535.48,22.10.2015
C01EB18,RANEXA ??????? ?? ?????????? ???????????? 500 mg 60 ??????? (??????? 3 ? 20)/??????,RANEXA extended-release tablet 500 mg 60 tablets (blister 3 x 20)/box,ranolazine,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,2828.15,15.03.2016
C01EB18,RANEXA ??????? ?? ?????????? ???????????? 750 mg 60 ??????? (??????? 3 ? 20)/??????,RANEXA extended-release tablet 750 mg 60 tablets (blister 3 x 20)/box,ranolazine,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,2828.15,15.03.2016
C01EB18,RANEXA ??????? ?? ?????????? ???????????? 375 mg 60 ??????? (??????? 3 ? 20)/??????,RANEXA extended-release tablet 375 mg 60 tablets (blister 3 x 20)/box,ranolazine,Menarini-Von Heyden GmbH,Menarini-Von Heyden GmbH,2828.15,15.03.2016
B01AD07,RAPILYSIN ?????? ? ????????? ?? ??????? ?? ??????????? 10 ? 2 ?????? ? 10 E + 2 ????????? ?????????? ?????? ?? ????????? + 2 ???????? ?? ??????????????? + 2 ????/??????,RAPILYSIN powder and vehicle for solution for injection 10 E 2 vials x 10 E + 2 pre-filled syringes with vehicle + 2 reconstitution aids + 2 needles/box,reteplase,Cenexi SAS,Cenexi SAS,49058.23,14.12.2011
B01AD07,RAPILYSIN ?????? ? ????????? ?? ??????? ?? ??????????? 10 ? 2 ?????? ? 10 E + 2 ????????? ?????????? ?????? ?? ????????? + 2 ???????? ?? ??????????????? + 2 ????/??????,RAPILYSIN powder and vehicle for solution for injection 10 E 2 vials x 10 E + 2 pre-filled syringes with vehicle + 2 reconstitution aids + 2 needles/box,reteplase,Cenexi SAS,Cenexi SAS,47604.75,15.10.2013
B01AD07,RAPILYSIN ?????? ? ????????? ?? ??????? ?? ??????????? 10 ? 2 ?????? ? 10 E + 2 ????????? ?????????? ?????? ?? ????????? + 2 ???????? ?? ??????????????? + 2 ????/??????,RAPILYSIN powder and vehicle for solution for injection 10 E 2 vials x 10 E + 2 pre-filled syringes with vehicle + 2 reconstitution aids + 2 needles/box,reteplase,Cenexi SAS,Cenexi SAS,44915,15.03.2018
N05AX15,"REAGILA ???????, ????? 6 mg 28 ???????, ?????/??????","REAGILA capsule, hard 6 mg 28 capsules, hard/box",cariprazine,Gedeon Richter Plc,Gedeon Richter Plc,2964.96,22.06.2023
N05AX15,"REAGILA ???????, ????? 1,5 mg 28 ???????, ?????/??????","REAGILA capsule, hard 1.5 mg 28 capsules, hard/box",cariprazine,Gedeon Richter Plc,Gedeon Richter Plc,2579.76,22.06.2023
N05AX15,"REAGILA ???????, ????? 4,5 mg 28 ???????, ?????/??????","REAGILA capsule, hard 4.5 mg 28 capsules, hard/box",cariprazine,Gedeon Richter Plc,Gedeon Richter Plc,2964.96,22.06.2023
N05AX15,"REAGILA ???????, ????? 1,5 mg 7 ???????, ?????/??????","REAGILA capsule, hard 1.5 mg 7 capsules, hard/box",cariprazine,Gedeon Richter Plc,Gedeon Richter Plc,644.94,22.06.2023
N05AX15,"REAGILA ???????, ????? 1,5 mg 7 ???????, ?????/??????","REAGILA capsule, hard 1.5 mg 7 capsules, hard/box",cariprazine,Gedeon Richter Plc,Gedeon Richter Plc,635.59,17.03.2025
N05AX15,"REAGILA ???????, ????? 3 mg 7 ???????, ?????/??????","REAGILA capsule, hard 3 mg 7 capsules, hard/box",cariprazine,Gedeon Richter Plc,Gedeon Richter Plc,645.41,22.06.2023
N05AX15,"REAGILA ???????, ????? 3 mg 7 ???????, ?????/??????","REAGILA capsule, hard 3 mg 7 capsules, hard/box",cariprazine,Gedeon Richter Plc,Gedeon Richter Plc,643.78,17.03.2025
N05AX15,"REAGILA ???????, ????? 3 mg 28 ???????, ?????/??????","REAGILA capsule, hard 3 mg 28 capsules, hard/box",cariprazine,Gedeon Richter Plc,Gedeon Richter Plc,2581.65,22.06.2023
N05AX15,"REAGILA ???????, ????? 3 mg 28 ???????, ?????/??????","REAGILA capsule, hard 3 mg 28 capsules, hard/box",cariprazine,Gedeon Richter Plc,Gedeon Richter Plc,2575.13,17.03.2025
J05AP01,"REBETOL ???????, ????? 200 mg 168 ??????? (??????? 8 ? 21)/??????","REBETOL capsule, hard 200 mg 168 capsules (blister 8 x 21)/box",ribavirin,Organon Heist bv,Organon Heist bv,,
J05AP01,"REBETOL ???????, ????? 200 mg 168 ??????? (??????? 8 ? 21)/??????","REBETOL capsule, hard 200 mg 168 capsules (blister 8 x 21)/box",ribavirin,SCHERING-PLOUGH LABO N.V.,SCHERING-PLOUGH LABO N.V.,21610.21,14.12.2011
J05AP01,"REBETOL ???????, ????? 200 mg 168 ??????? (??????? 8 ? 21)/??????","REBETOL capsule, hard 200 mg 168 capsules (blister 8 x 21)/box",ribavirin,SCHERING-PLOUGH LABO N.V.,SCHERING-PLOUGH LABO N.V.,16276.99,16.03.2015
J05AP01,"REBETOL ???????, ????? 200 mg 168 ??????? (??????? 8 ? 21)/??????","REBETOL capsule, hard 200 mg 168 capsules (blister 8 x 21)/box",ribavirin,SCHERING-PLOUGH LABO N.V.,SCHERING-PLOUGH LABO N.V.,16203.83,15.03.2018
J05AP01,"REBETOL ???????, ????? 200 mg 168 ??????? (??????? 8 ? 21)/??????","REBETOL capsule, hard 200 mg 168 capsules (blister 8 x 21)/box",ribavirin,SCHERING-PLOUGH LABO N.V.,SCHERING-PLOUGH LABO N.V.,16092.7,15.03.2019
L03AB07,"REBIF ??????? ?? ??????????? 22 mcg (6 MIE)/0,5 ml 4 ??????? ? 1,5 ml/??????",REBIF solution for injection 22 mcg (6 MIE)/0.5 ml 4 cartridges x 1.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",,
L03AB07,"REBIF ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 4 ??????? ? 1,5 ml/??????",REBIF solution for injection 44 mcg (12 MIE)/0.5 ml 4 cartridges x 1.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",,
L03AB07,"REBIF 22 ??????? ?? ??????????? 22 mcg (6 MIE)/0,5 ml 3 ????????? ?????????? ?????? ? 0,5 ml/??????",REBIF 22 solution for injection 22 mcg (6 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK SERONO S.A., MERCK Serono S.p.A.","MERCK SERONO S.A., MERCK Serono S.p.A.",,
L03AB07,"REBIF 22 ??????? ?? ??????????? 22 mcg (6 MIE)/0,5 ml 3 ????????? ?????????? ?????? ? 0,5 ml/??????",REBIF 22 solution for injection 22 mcg (6 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",11333.46,14.03.2014
L03AB07,"REBIF 22 ??????? ?? ??????????? 22 mcg (6 MIE)/0,5 ml 3 ????????? ?????????? ?????? ? 0,5 ml/??????",REBIF 22 solution for injection 22 mcg (6 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",11008.98,17.10.2014
L03AB07,"REBIF 22 ??????? ?? ??????????? 22 mcg (6 MIE)/0,5 ml 3 ????????? ?????????? ?????? ? 0,5 ml/??????",REBIF 22 solution for injection 22 mcg (6 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",10950.29,16.03.2015
L03AB07,"REBIF 22 ??????? ?? ??????????? 22 mcg (6 MIE)/0,5 ml 3 ????????? ?????????? ?????? ? 0,5 ml/??????",REBIF 22 solution for injection 22 mcg (6 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",10900.22,22.10.2015
L03AB07,"REBIF 22 ??????? ?? ??????????? 22 mcg (6 MIE)/0,5 ml 3 ????????? ?????????? ?????? ? 0,5 ml/??????",REBIF 22 solution for injection 22 mcg (6 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",10646.73,16.03.2020
L03AB07,"REBIF 22 ??????? ?? ??????????? 22 mcg (6 MIE)/0,5 ml 3 ????????? ?????????? ?????? ? 0,5 ml/??????",REBIF 22 solution for injection 22 mcg (6 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",10324.3,15.03.2021
L03AB07,"REBIF 22 ??????? ?? ??????????? 22 mcg (6 MIE)/0,5 ml 3 ????????? ?????????? ?????? ? 0,5 ml/??????",REBIF 22 solution for injection 22 mcg (6 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",8500,15.03.2022
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 12 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 12 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK SERONO S.A., MERCK Serono S.p.A.","MERCK SERONO S.A., MERCK Serono S.p.A.",,
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 3 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",13541,14.12.2011
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 3 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",13500.18,17.10.2014
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 3 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",13450,15.03.2016
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 3 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",12267.03,16.03.2020
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 3 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",11298.58,15.03.2021
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 3 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",11000,15.03.2022
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 12 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 12 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",50795.46,14.03.2014
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 12 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 12 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",50023.02,17.10.2014
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 12 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 12 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",48357.72,16.03.2015
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 12 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 12 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",48350.39,22.10.2015
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 12 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 12 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",45194.32,15.03.2021
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 12 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 12 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",44000,15.03.2022
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 12 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 12 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK Serono S.p.A., MERCK SERONO S.A.","MERCK Serono S.p.A., MERCK SERONO S.A.",43998.52,23.03.2023
L03AB07,"REBIF 44 ??????? ?? ??????????? 44 mcg (12 MIE)/0,5 ml 3 ????????? ?????????? ?????? x 0,5 ml/??????",REBIF 44 solution for injection 44 mcg (12 MIE)/0.5 ml 3 pre-filled syringes x 0.5 ml/box,interferon beta-1a,"MERCK SERONO S.A., MERCK Serono S.p.A.","MERCK SERONO S.A., MERCK Serono S.p.A.",,
J01DH56,RECARBRIO ?????? ?? ??????? ?? ???????? 500 mg/500 mg/250 mg 25 ???????? ?????? ? 20 ml/??????,RECARBRIO powder for solution for infusion 500 mg/500 mg/250 mg 25 glass vials x 20 ml/box,"imipenem, cilastatin, relebactam",FAREVA Mirabel,FAREVA Mirabel,,
J01DH56,RECARBRIO ?????? ?? ??????? ?? ???????? 500 mg/500 mg/250 mg 25 ???????? ?????? ? 20 ml/??????,RECARBRIO powder for solution for infusion 500 mg/500 mg/250 mg 25 glass vials x 20 ml/box,"imipenem, cilastatin, relebactam",FAREVA Mirabel,FAREVA Mirabel,252498,22.06.2023
B02BD02,RECOMBINATE 1000 IE ?????? ? ????????? ?? ??????? ?? ??????????? 1000 IE 1 ?????? ?? ?????? + 1 ?????? ? 10 ml ????????? + ????? + ??? ?? ????????/??????,RECOMBINATE 1000 IE powder and vehicle for solution for injection 1000 IE 1 vial of powder + 1 vial x 10 ml vehicle + syringe + infusion set/box,octacog alfa,Baxalta Belgium Manufacturing SA,Baxalta Belgium Manufacturing SA,37580.79,14.12.2011
B02BD02,RECOMBINATE 1000 IE ?????? ? ????????? ?? ??????? ?? ??????????? 1000 IE 1 ?????? ?? ?????? + 1 ?????? ? 10 ml ????????? + ????? + ??? ?? ????????/??????,RECOMBINATE 1000 IE powder and vehicle for solution for injection 1000 IE 1 vial of powder + 1 vial x 10 ml vehicle + syringe + infusion set/box,octacog alfa,Baxalta Belgium Manufacturing SA,Baxalta Belgium Manufacturing SA,32230.48,05.10.2012
B02BD02,RECOMBINATE 250 IE ?????? ? ????????? ?? ??????? ?? ??????????? 250 IE 1 ?????? ?? ?????? + 1 ?????? ? 10 ml ????????? + ????? + ??? ?? ????????/??????,RECOMBINATE 250 IE powder and vehicle for solution for injection 250 IE 1 vial of powder + 1 vial x 10 ml vehicle + syringe + infusion set/box,octacog alfa,Baxalta Belgium Manufacturing SA,Baxalta Belgium Manufacturing SA,9463.12,14.12.2011
B02BD02,RECOMBINATE 250 IE ?????? ? ????????? ?? ??????? ?? ??????????? 250 IE 1 ?????? ?? ?????? + 1 ?????? ? 10 ml ????????? + ????? + ??? ?? ????????/??????,RECOMBINATE 250 IE powder and vehicle for solution for injection 250 IE 1 vial of powder + 1 vial x 10 ml vehicle + syringe + infusion set/box,octacog alfa,Baxalta Belgium Manufacturing SA,Baxalta Belgium Manufacturing SA,8282.86,05.10.2012
B02BD02,RECOMBINATE 500 IE ?????? ? ????????? ?? ??????? ?? ??????????? 500 IE 1 ?????? ?? ?????? + 1 ?????? ? 10 ml ????????? + ????? + ??? ?? ????????/??????,RECOMBINATE 500 IE powder and vehicle for solution for injection 500 IE 1 vial of powder + 1 vial x 10 ml vehicle + syringe + infusion set/box,octacog alfa,Baxalta Belgium Manufacturing SA,Baxalta Belgium Manufacturing SA,18837.72,14.12.2011
B02BD02,RECOMBINATE 500 IE ?????? ? ????????? ?? ??????? ?? ??????????? 500 IE 1 ?????? ?? ?????? + 1 ?????? ? 10 ml ????????? + ????? + ??? ?? ????????/??????,RECOMBINATE 500 IE powder and vehicle for solution for injection 500 IE 1 vial of powder + 1 vial x 10 ml vehicle + syringe + infusion set/box,octacog alfa,Baxalta Belgium Manufacturing SA,Baxalta Belgium Manufacturing SA,16264.76,05.10.2012
B03XA01,"RECORMON ??????? ?? ??????????? 2000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml + 6 ????/??????",RECORMON solution for injection 2000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml + 6 needles/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,5350,14.12.2011
B03XA01,"RECORMON ??????? ?? ??????????? 2000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml + 6 ????/??????",RECORMON solution for injection 2000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml + 6 needles/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,4486.5,15.10.2013
B03XA01,"RECORMON ??????? ?? ??????????? 2000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml + 6 ????/??????",RECORMON solution for injection 2000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml + 6 needles/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,4144.64,16.03.2015
B03XA01,"RECORMON ??????? ?? ??????????? 2000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml + 6 ????/??????",RECORMON solution for injection 2000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml + 6 needles/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,3935.39,15.03.2017
B03XA01,"RECORMON ??????? ?? ??????????? 2000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml + 6 ????/??????",RECORMON solution for injection 2000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml + 6 needles/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,3929.3,15.03.2019
B03XA01,"RECORMON ??????? ?? ??????????? 2000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml + 6 ????/??????",RECORMON solution for injection 2000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml + 6 needles/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,3565.7,23.03.2023
B03XA01,"RECORMON ??????? ?? ??????????? 4000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml + 6 ????/??????",RECORMON solution for injection 4000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml + 6 needles/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,,
B03XA01,"RECORMON ??????? ?? ??????????? 3000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml/??????",RECORMON solution for injection 3000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,,
B03XA01,"RECORMON ??????? ?? ??????????? 4000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml + 6 ????/??????",RECORMON solution for injection 4000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml + 6 needles/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,11780,14.12.2011
B03XA01,"RECORMON ??????? ?? ??????????? 4000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml + 6 ????/??????",RECORMON solution for injection 4000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml + 6 needles/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,9959.93,05.10.2012
B03XA01,"RECORMON ??????? ?? ??????????? 4000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml + 6 ????/??????",RECORMON solution for injection 4000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml + 6 needles/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,8708.26,15.10.2013
B03XA01,"RECORMON ??????? ?? ??????????? 4000 IE/0,3 ml 6 ????????? ?????????? ?????? ? 0,3 ml + 6 ????/??????",RECORMON solution for injection 4000 IU/0.3 ml 6 pre-filled syringes x 0.3 ml + 6 needles/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,8543.04,16.03.2015
B03XA01,RECORMON multidose ?????? ? ????????? ?? ??????? ?? ??????????? 50 000 IE 1 ?????? ?? ?????? + 1 ?????? ? 10 ml ????????? + 1 ????? (10 ml) + 1 ???? 21 GA + 1 ??? ?? ??????????????/??????,RECORMON multidose powder and vehicle for solution for injection 50 000 IE 1 vial of powder + 1 ampoule x 10 ml vehicle + 1 syringe (10 ml) + 1 needle 21 GA + 1 reconstitution set/box,epoetin beta,F. HOFFMANN-LA ROCHE Ltd,F. HOFFMANN-LA ROCHE Ltd,,
B02BD02,REFACTO AF ?????? ? ????????? ?? ??????? ?? ??????????? 250IU/4 ml 1 ?????? ?? ?????? + 1 ????????? ???????? ????? ?? ????????? + ??????? ?? ??????/??????,REFACTO AF powder and vehicle for solution for injection 250IU/4 ml 1 vial with powder + 1 pre-filled syringe with vehicle + vial/box adapter,moroctocog alfa,Wyeth Farma S.A.,Wyeth Farma S.A.,,
B02BD02,REFACTO AF ?????? ? ????????? ?? ??????? ?? ??????????? 1000 IU/4 ml 1 ?????? ?? ?????? + 1 ????????? ??????? ????? ?? ????????? + 1 ??????? ?? ??????/??????,REFACTO AF powder and vehicle for solution for injection 1000 IU/4 ml 1 vial of powder + 1 pre-filled syringe with vehicle + 1 vial/box adapter,moroctocog alfa,Wyeth Farma S.A.,Wyeth Farma S.A.,30934,16.05.2017
B02BD02,REFACTO AF ?????? ? ????????? ?? ??????? ?? ??????????? 250 IE/4 ml 1 ?????? ?? ?????? + 1 ????????? ???????? ????? ?? ????????? + ??????? ?? ??????/??????,REFACTO AF powder and vehicle for solution for injection 250 IU/4 ml 1 vial with powder + 1 pre-filled syringe with vehicle + vial/box adapter,moroctocog alfa,Wyeth Farma S.A.,Wyeth Farma S.A.,8473,16.05.2017
B02BD02,REFACTO AF ?????? ? ????????? ?? ??????? ?? ??????????? 2000 IE/4 ml 1 ?????? ?? ?????? + 1 ????????? ???????? ????? ?? ????????? + 1 ??????? ?? ??????/??????,REFACTO AF powder and vehicle for solution for injection 2000 IU/4 ml 1 vial of powder + 1 pre-filled syringe with vehicle + 1 vial/box adapter,moroctocog alfa,Wyeth Farma S.A.,Wyeth Farma S.A.,70042.48,16.05.2017
B02BD02,REFACTO AF ?????? ? ????????? ?? ??????? ?? ??????????? 500 IU/4 ml 1 ?????? ?? ?????? +1 ????????? ???????? ?????????? ????? ?? ????????? + 1 ??????? ?? ??????/??????,REFACTO AF powder and vehicle for solution for injection 500 IU/4 ml 1 vial of powder + 1 pre-filled syringe with vehicle + 1 vial/box adapter,moroctocog alfa,Wyeth Farma S.A.,Wyeth Farma S.A.,,
B02BD02,REFACTO AF ?????? ? ????????? ?? ??????? ?? ??????????? 500 IE/4 ml 1 ?????? ?? ?????? +1 ????????? ???????? ?????????? ????? ?? ????????? + 1 ??????? ?? ??????/??????,REFACTO AF powder and vehicle for solution for injection 500 IU/4 ml 1 vial of powder + 1 pre-filled syringe with vehicle + 1 vial/box adapter,moroctocog alfa,Wyeth Farma S.A.,Wyeth Farma S.A.,15682.25,16.05.2017
B02BD02,REFACTO AF ?????? ? ????????? ?? ??????? ?? ??????????? 2000 IU/4 ml 1 ?????? ?? ?????? + 1 ????????? ???????? ????? ?? ????????? + 1 ??????? ?? ??????/??????,REFACTO AF powder and vehicle for solution for injection 2000 IU/4 ml 1 vial with powder + 1 pre-filled syringe with vehicle + 1 vial adapter/box,moroctocog alfa,Wyeth Farma S.A.,Wyeth Farma S.A.,,
B02BD02,REFACTO AF ?????? ? ????????? ?? ??????? ?? ??????????? 1000 IE/4 ml 1 ?????? ?? ?????? + 1 ????????? ??????? ????? ?? ????????? + 1 ??????? ?? ??????/??????,REFACTO AF powder and vehicle for solution for injection 1000 IU/4 ml 1 vial of powder + 1 pre-filled syringe with vehicle + 1 vial/box adapter,moroctocog alfa,Wyeth Farma S.A.,Wyeth Farma S.A.,30934.54,16.05.2017
