value,count,example_columns
"таблетки покрытые пленочной оболочкой, 5 мг, 7 шт. - блистеры (4) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 мг, 10 шт. - блистер (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 мг, 10 шт. - стрипы (3) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 мг, 10 шт. - упаковки безъячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 мг, 14 шт. - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 мг, 14 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 мг, 30 шт. - флаконы (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 мг, 60 шт. - флаконы (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 мг, 7 шт. - блистеры (4) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 мг, 7 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 мг, 7 шт. - упаковки ячейковые контурные (4) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 шт. - банки полимерные - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 50 шт. - флаконы полипропиленовые - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг+125 мг, 1 шт. - банки темного стекла (14) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг+125 мг, 1 шт. - пачки картонные (20) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг+125 мг, 14 шт. - банки темного стекла (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг+125 мг, 20 шт. - пачки картонные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 1 шт. - упаковки ячейковые контурные (10) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 1 шт. - упаковки ячейковые контурные (30) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 1 шт. - упаковки ячейковые контурные (5) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 10 шт - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 10 шт. - упаковки ячейковые контурные, 5 шт. - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 12 шт. - контурная ячейковая упаковка (1) - пачка картонная",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 12 шт. - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 15 шт. - блистер (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 2 шт. - упаковки ячейковые контурные (15) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 2 шт. - упаковки ячейковые контурные (30) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 2 шт. - упаковки ячейковые контурные (7) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 25 шт. - блистеры (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 3 шт. - блистеры (10) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 3 шт. - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 3 шт. - упаковки ячейковые контурные (10) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 30 шт. - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 30 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 4 шт. - упаковки ячейковые контурные (15) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 5 шт - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 5 шт - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 5 шт. - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 5 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 6 шт. - блистеры (10) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 мг, 7 шт. - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500 шт. - пакеты полиэтиленовые - контейнеры полипропиленовые",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 500000 ЕД, 20 шт. - банки полимерные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 6 мг, 10 шт. - блистер (1) - пачка картонная",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 6 мг, 10 шт. - блистер (3) - пачка картонная",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 6 мг, 14 шт. - блистеры (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 60 мг, 10 шт. - банки полимерные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 600 мг, 60 шт. - флакон (1) - пачка картонная",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 7,5 мг, 14 шт. - блистеры (4) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 7,5 мг, 26 шт. - блистеры (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 7.5 мг, 14 шт - упаковки ячейковые контурные (4) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 7.5 мг, 14 шт. - блистеры (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 7.5 мг, 5 шт. - упаковки ячейковые контурные (4) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 70 мг, 1 шт. - упаковки ячейковые контурные (4) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 70 мг, 4 шт. - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 70 мг, 60 шт. - флаконы (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 700 мг, 60 шт. - флаконы (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 75 мг, 10 шт. - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 75 мг, 14 шт. - блистер (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 75 мг, 2 шт. - блистеры (7) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 75 мг, 2 шт. - упаковки ячейковые контурные (14) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 75 мг, 4 шт. - блистеры (7) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 75 мг, 7 шт. - блистер (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 750 мг, 10 шт - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 750 мг, 5 шт - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 750 мг, 5 шт - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 750 мг, 5 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 8 мг, 10 шт. - блистеры (3) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 8 мг, 10 шт. - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 8 мг, 14 шт. - блистеры (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 8 мг, 14 шт. - упаковки ячейковые контурные (4) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 80 мг, 10 шт. - блистеры (3) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 80 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 800 мг, 15 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 800 мг, 30 шт. - флакон (1) - пачка картонная",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 850 мг, 60 шт. - банки (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 875 мг+125 мг, 1 шт. - банка (14) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 875 мг+125 мг, 1 шт. - банка (20) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 875 мг+125 мг, 14 шт. - банка (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 875 мг+125 мг, 20 шт. - банка (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 875 мг+125 мг, 7 шт. - упаковки ячейковые контурные (2) - пачка картонная",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 875 мг+125 мг, 7 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 90 мг, 14 шт. - блистер (12) - пачка картонная",1,Local Pack Description
"таблетки покрытые пленочной оболочкой, 90 мг, 14 шт. - блистер (4) - пачка картонная",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 100 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 12.5 мг, 30 шт. - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 1200 мг, 20 шт. - банка полимерная - пачка картонная",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 125 мг, 10 шт. -блистеры (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 125 мг, 6 шт. - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 20мг, 10 шт. - упаковки ячейковые контурные (2)",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 20мг, 10 шт. - упаковки ячейковые контурные (3)",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 250 мг, 10 шт. - упаковка ячейковая контурная - пачка картонная",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 250 мг, 5 шт. - упаковка ячейковая контурная - пачка картонная",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 40мг, 10 шт. - упаковки ячейковые контурные (2)",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 500 мг, 5 шт. - упаковка ячейковая контурная - пачка картонная",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 75 мг, 7 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 75 мг, 7 шт. - упаковки ячейковые контурные (4) - пачки картонные",1,Local Pack Description
"таблетки покрытые плёночной оболочкой 800 мг, 30 шт. - банка полимерная - пачка картонная",1,Local Pack Description
"таблетки покрытые плёночной оболочкой, 125 мг, 10 шт. - блистеры (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые плёночной оболочкой, 150 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки покрытые плёночной оболочкой, 150 мг, 30 шт. - упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки покрытые сахарной оболочкой (в РУ - таблетки покрытые оболочкой) 0.5 мг, 50 шт. - контейнеры пластиковые",1,Local Pack Description
"таблетки покрытые сахарной оболочкой (в РУ - таблетки покрытые оболочкой) 1 мг, 50 шт. - контейнеры пластиковые",1,Local Pack Description
"таблетки покрытые сахарной оболочкой (в РУ - таблетки покрытые оболочкой) 5 мг, 100 шт. - контейнеры пластиковые",1,Local Pack Description
"таблетки пролонгированнго действия, покрытые пленочной оболочкой 80 мг, 15 шт - блистер (1) - пачка картонная",1,Local Pack Description
"таблетки пролонгированнго действия, покрытые пленочной оболочкой 80 мг, 15 шт - блистер (2) - пачка картонная",1,Local Pack Description
"таблетки пролонгированного действия 150 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия 150 мг, 10 шт. -упаковки ячейковые контурные - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия 150 мг, 20 шт. - банки (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия 150 мг, 20 шт. -банка полимерная - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия 500 мг, 10 шт. - блистеры (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия 500 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия 750 мг, 15 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия 750 мг, 15 шт. - упаковки ячейковые контурные (4) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 1 г, 5 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 1.5 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 1.5 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 1.5 мг, 10 шт. - упаковки ячейковые контурные (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 100 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 100 мг, 10 шт. - упаковки ячейковые контурные - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 20 мг, 30 шт. - банки - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 20 мг, 60 шт. - банки - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 240 мг, 15 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 500 мг, 14 шт. - упаковки ячейковые контурные - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 500 мг, 5 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 7.23 мг, 30 шт. - флаконы пластиковые - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 850 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой 850 мг, 10 шт. - упаковки ячейковые контурные (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые оболочкой, 0.8 г, 14 шт. - блистеры (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой (в РУ - таблетки с замедленным высвобождением покрытые оболочкой) 100 мг, 30 шт. - флаконы пластиковые - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой (в РУ - таблетки с замедленным высвобождением покрытые оболочкой) 25 мг, 14 шт. - упаковки ячейковые контурные - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой (в РУ - таблетки с замедленным высвобождением покрытые оболочкой) 50 мг, 30 шт. - флаконы пластиковые - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 1,5 мг, 10 шт. - блистеры (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 1,5 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 1,5 мг, 10 шт. - блистеры (9) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 100 мг, 30 шт. - банки полимерные - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 100 мг, 30 шт. - полимерные банки (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 1000 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 20 мг, 30 шт. - флаконы (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 20 мг, 60 шт. - флаконы (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 200 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 240 мг, 10 шт. – упаковки ячейковые контурные (3) – пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 240 мг, 15 шт. – упаковки ячейковые контурные (2) – пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 25 мг, 10 шт. - упаковки контурные ячейковые (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 40 мг, 10 шт. - блистеры (10) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 40 мг, 10 шт. - блистеры (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 40 мг, 10 шт. - блистеры (5) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 40 мг, 10 шт. - упаковки ячейковые контурные (10) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 40 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 40 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 400 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 400 мг, 5 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 50 мг, 10 шт. - упаковки контурные ячейковые (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 500 мг, 14 шт. - упаковки ячейковые контурные - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 500 мг, 5 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 500 мг, 5 шт. - упаковки ячейковые контурные - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 80 мг, 15 шт. - упаковки ячейковые контурные (4) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 800 мг, 5 шт. - упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 850 мг, 10 шт. - блистеры (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой 850 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 1.5 мг, 10 шт. - блистер (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 100 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 100 мг, 3 шт. - упаковки ячейковые контурные (10) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 100 мг, 30шт. - банки полиэтиленовые (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 1000 мг, 10 шт. - блистеры (6) - пачка картонная",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 1000 мг, 5 шт. - контурная ячейковая упаковка (2) - пачка картонная",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 20 мг, 15 шт. - блистер (2) / / - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 200 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 240 мг, 15 шт. - блистеры (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 25 мг, 3 шт. - упаковки ячейковые контурные (10) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 400 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 50 мг, 3 шт. - упаковки ячейковые контурные (10) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 500 мг, 14 шт. - блистер (1) - пачка картонная",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 500 мг, 14 шт. - блистеры (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 500 мг, 5 шт. - контурная ячейковая упаковка (2) - пачка картонная",1,Local Pack Description
"таблетки пролонгированного действия покрытые пленочной оболочкой, 80 мг, 10 шт. - блистер (2) - пачка картонная",1,Local Pack Description
"таблетки пролонгированного действия, 150 мг, 20 шт. - банки (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, 200 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, 400 мг, 50 шт - банки полимерные - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, 400 мг, 50 шт. - банки полимерные (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, 500 мг, 10 шт. - блистеры (10) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, 500 мг, 10 шт. - блистеры (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, 500 мг, 10 шт. - блистеры (5) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, 500 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, 75 мг, 10 шт., упаковки ячейковые контурные (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые кишечнорастворимой оболочкой 100 мг, 10 шт., упаковки ячейковые контурные (2) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой 100 мг, 30 шт. - полимерные банки (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой 100 мг, 30 шт. - флаконы из пластика (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой 100 мг., 10шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой 200 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой 25 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой 25 мг., 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой 400 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой 50 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой 50 мг., 10 шт. - упаковки ячейковые контурные (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой 500 мг, 5 шт. - блистеры (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой 500 мг, 7 шт. - блистеры (1) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой, 0.4 мг, 10 шт – блистер (1) - пачка картонная",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой, 0.4 мг, 10 шт – блистер (3) - пачка картонная",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой, 1000 мг, 5 шт. - блистер (2) - пачка картонная",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой, 200 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой, 200 мг, 6 шт. - блистеры (10) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой, 25 мг, 10 шт. - упаковки контурные ячейковые (3) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой, 300 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой, 300 мг, 6 шт. - блистер (10) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой, 400 мг, 10 шт. - блистеры (6) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой, 400 мг, 6 шт. - блистеры (10) - пачки картонные",1,Local Pack Description
"таблетки пролонгированного действия, покрытые пленочной оболочкой, 50 мг, 10 шт. - упаковки контурные ячейковые (3) - пачки картонные",1,Local Pack Description
