pcid,Company,Local Product Name,Generic Name,Local Pack Description
OOS,Biferdil,BIFERDIL LINEA ORO Y CAVIAR,Cosmetic Product,treat.only 1x 16x 15g each
OOS,Biferdil,BIFERDIL LINEA P+T,Cosmetic Product,a.trat.int.x12x10mlc/u
OOS,Biferdil,BIFERDIL LINEA P+T,Cosmetic Product,p+t shampoo recovery x 280 ml
OOS,Biferdil,BIFERDIL LINEA P+T,Cosmetic Product,recovery shampoo x 300 ml
OOS,Biferdil,BIFERDIL LINEA P+T,Cosmetic Product,seborrhea shampoo x300ml
OOS,Biferdil,BIFERDIL LINEA PARA LA PEDICULOSIS,Cosmetic Product,desenr.p/pedicul.x 250ml
OOS,Biferdil,BIFERDIL LINEA PARA LA PEDICULOSIS,Cosmetic Product,nit remover x 120 g
OOS,Biferdil,BIFERDIL LINEA PARA LA PEDICULOSIS,Cosmetic Product,"pediculum shampoo, 250ml"
OOS,Biferdil,BIFERDIL LINEA PREMIUM,Cosmetic Product,bio humect.bls.x 255 ml
OOS,Biferdil,BIFERDIL LINEA PREMIUM,Cosmetic Product,Bio moisturizing shampoo 255ml
OOS,Biferdil,BIFERDIL LINEA PRO VITAMINA B5,Cosmetic Product,anti-frizz treatment x 155 ml (VL)
OOS,Biferdil,BIFERDIL LINEA PRO VITAMINA B5,Cosmetic Product,bals.triple action x295g
OOS,Biferdil,BIFERDIL LINEA PRO VITAMINA B5,Cosmetic Product,bals.x 200ml recovery
OOS,Biferdil,BIFERDIL LINEA PRO VITAMINA B5,Cosmetic Product,bals.x 400ml recovery
OOS,Biferdil,BIFERDIL LINEA PRO VITAMINA B5,Cosmetic Product,hair recovery x 500g
OOS,Biferdil,BIFERDIL LINEA PRO VITAMINA B5,Cosmetic Product,shampoo x 200 ml
OOS,Biferdil,BIFERDIL LINEA PRO VITAMINA B5,Cosmetic Product,shampoo x 400 ml
OOS,Biferdil,BIFERDIL LINEA PURO HENNA NATURAL,Cosmetic Product,cherry x 80 g
OOS,Biferdil,BIFERDIL LINEA PURO HENNA NATURAL,Cosmetic Product,chestnut x 80 g
OOS,Biferdil,BIFERDIL LINEA PURO HENNA NATURAL,Cosmetic Product,golden x 80 g
OOS,Biferdil,BIFERDIL LINEA PURO HENNA NATURAL,Cosmetic Product,titian x 80 g
OOS,Biferdil,BIFERDIL LINEA REFLEJOS,Cosmetic Product,chamomile balm x 200 ml
OOS,Biferdil,BIFERDIL LINEA REFLEJOS,Cosmetic Product,chamomile balm x 400 ml
OOS,Biferdil,BIFERDIL LINEA REFLEJOS,Cosmetic Product,chamomile shampoo x 200ml
OOS,Biferdil,BIFERDIL LINEA REFLEJOS,Cosmetic Product,chamomile shampoo x 400ml
OOS,Biferdil,BIFERDIL LINEA REFLEJOS,Cosmetic Product,chamomile spray x 125ml
OOS,Biferdil,BIFERDIL LINEA REFLEJOS,Cosmetic Product,chamomile spray x 150ml
OOS,Biferdil,BIFERDIL LINEA SANITIZANTE,ethyl alcohol,alcohol gel x 250 ml (VL)
OOS,Biferdil,BIFERDIL LINEA SEMILLA DE LINO,Cosmetic Product,a.x 12 x 10 ml each
OOS,Biferdil,BIFERDIL LINEA SEMILLA DE LINO,Cosmetic Product,bals.x 200 ml
OOS,Biferdil,BIFERDIL LINEA SEMILLA DE LINO,Cosmetic Product,bals.x 400 ml
OOS,Biferdil,BIFERDIL LINEA SEMILLA DE LINO,Cosmetic Product,cr. bath x 115 g
OOS,Biferdil,BIFERDIL LINEA SEMILLA DE LINO,Cosmetic Product,shampoo x 200 ml
OOS,Biferdil,BIFERDIL LINEA SEMILLA DE LINO,Cosmetic Product,shampoo x 400 ml
OOS,Biferdil,BIFERDIL LINEA SEMILLA DE LINO,Cosmetic Product,shampoo x 800 ml
OOS,Biferdil,BIFERDIL LINEA SOS TRATAMIENTO,Cosmetic Product,nutr.capil.12 x 20ml each
OOS,Biferdil,BIFERDIL LINEA SOS TRATAMIENTO,Cosmetic Product,SOS night treatment x12 x 20ml x 1
OOS,Biferdil,BIFERDIL LINEA SOS TRATAMIENTO,Cosmetic Product,SOS nutric balm x295 ml
OOS,Biferdil,BIFERDIL LINEA SOS TRATAMIENTO,Cosmetic Product,"SOS Nutric shampoo, 295 ml"
OOS,Biferdil,BIFERDIL LINEA SPIRULINA SIST.BRAILLE,Cosmetic Product,cr. bath x 115 g
OOS,Biferdil,BIFERDIL LINEA SPIRULINA SIST.BRAILLE,Cosmetic Product,Spirulina balm x 400ml
OOS,Biferdil,BIFERDIL LINEA SPIRULINA SIST.BRAILLE,Cosmetic Product,Spirulina shampoo x 400ml
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,aerating setting spray x150ml
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,"Aero fixative spray, 440ml"
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,amp.model.x 8 x 10ml each
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,blue soft gel x 150 g
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,extra fixative spray x200ml
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,fixing spray x 195 ml
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,foam mousse x 195 ml
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,gloss c/sil.aer.x 290ml
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,hair styling wax x95 g
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,loc.model.x 120 ml
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,mist x 170 ml
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,shine gloss x 195 ml
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,spray x 195 ml
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,strong red gel x 150 g
OOS,Biferdil,BIFERDIL LINEA STYLING,Cosmetic Product,styling gloss wax x95g
OOS,Biferdil,BIFERDIL LINEA TE VERDE,Cosmetic Product,bals.x 400 ml
OOS,Biferdil,BIFERDIL LINEA TE VERDE,Cosmetic Product,shampoo x 200 ml
OOS,Biferdil,BIFERDIL LINEA TERMO ACTIVA,Cosmetic Product,atom.thermal.protect.x 250ml
OOS,Biferdil,BIFERDIL LINEA TERMO ACTIVA,Cosmetic Product,w/hyaluronic acid x 100ml
OOS,Biferdil,BIFERDIL LINEA TERMO ACTIVA,Cosmetic Product,w/hyaluronic acid x 250ml
OOS,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,Antichlorine shampoo x 250 ml
OOS,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,linden/silicone shampoo x 250ml
OOS,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,pant.cap.c/prot.x 150 g
OOS,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,pant.cap.c/prot.x 155 ml
OOS,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,Sap w/salv.+fil.x250ml
OOS,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,sap w/salv.+sil.x250ml
OOS,Biferdil,BIFERDIL LINEA TIEMPO LIBRE,Cosmetic Product,sap w/salv.+sil.x400ml
OOS,Biferdil,BIFERDIL LINEA TONIF.CON ORTIGA Y QUININA,Cosmetic Product,comp.rec.caidax12x10mlx1
OOS,Biferdil,BIFERDIL LINEA TONIF.CON ORTIGA Y QUININA,Cosmetic Product,nettle/q.tonif.16x10mlc/u
OOS,Biferdil,BIFERDIL LINEA TONIF.CON ORTIGA Y QUININA,Cosmetic Product,nettle/quin.bals.x 295ml
OOS,Biferdil,BIFERDIL LINEA TONIF.CON ORTIGA Y QUININA,Cosmetic Product,nettle/quin.shamp.x295ml
OOS,Biferdil,BIFERDIL LINEA TRAT.C/BIOXIDIL,Cosmetic Product,drop 6 x 10 ml each
OOS,Biferdil,BIFERDIL LINEA TRAT.C/BIOXIDIL,Cosmetic Product,loc.p/fall x 90 ml
OOS,Biferdil,BIFERDIL LINEA TRAT.C/BIOXIDIL,Cosmetic Product,loc.strengthener x 100ml
OOS,Biferdil,BIFERDIL LINEA TRAT.C/BIOXIDIL,Cosmetic Product,shampoo x 250 ml
OOS,Biferdil,BIFERDIL LINEA TRAT.C/COLOR,Cosmetic Product,cab.c/color bals.x 250ml
OOS,Biferdil,BIFERDIL LINEA TRAT.C/COLOR,Cosmetic Product,cab.c/color bals.x 400ml
OOS,Biferdil,BIFERDIL LINEA TRAT.C/COLOR,Cosmetic Product,cab.c/color bath x 115 g
OOS,Biferdil,BIFERDIL LINEA TRAT.C/COLOR,Cosmetic Product,cab.c/color shampoo.x250ml
OOS,Biferdil,BIFERDIL LINEA TRAT.C/COLOR,Cosmetic Product,cab.c/color shampoo.x400ml
OOS,Biferdil,BIFERDIL LINEA TRAT.C/COLOR,Cosmetic Product,mask.prot.color x 150ml
OOS,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,4 ch. coconut oil x 295ml
OOS,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,bals.1 c.hialur.x 295ml
OOS,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,bals.2 arg. oil x295ml
OOS,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,bals.3 ac.avocado x295ml
OOS,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,bals.4 coconut oil x 295ml
OOS,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,ch.1 c.hyaluron.x 295ml
OOS,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,ch.2 argan oil 295ml
OOS,Biferdil,BIFERDIL LINEA TRATAMIENTO CAPILAR,Cosmetic Product,ch.3 avocado oil x295ml
OOS,Biferdil,BIFERDIL LINEA TRATAMIENTO SACHET BOX,Cosmetic Product,coconut oil treatment x 20 g
OOS,Biferdil,BIFERDIL LINEA TRATAMIENTO SACHET BOX,Cosmetic Product,treated with avocado x 20 g
OOS,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,cr.peinar ult.bril.x270g
OOS,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,cr.ultra bri.x bath 115g
OOS,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,mask pot x 150 ml
OOS,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,styling spray x 150 ml
OOS,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,Ultra shine balm x100ml
OOS,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,Ultra shine balm x255ml
OOS,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,Ultra shine shampoo x 100ml
OOS,Biferdil,BIFERDIL LINEA ULTRA-BRILLO,Cosmetic Product,"Ultra shine shampoo, 255 ml"
OOS,Biferdil,BIFERDIL LINEA YERBA MATE,Cosmetic Product,bals.x 200 ml
OOS,Biferdil,BIFERDIL LINEA YERBA MATE,Cosmetic Product,shampoo x 200 ml
OOS,Biferdil,BIFERDIL MANZANA VERDE,Cosmetic Product,shampoo x 200 ml
OOS,Biferdil,BIFERDIL MANZANA VERDE,Cosmetic Product,shampoo x 400 ml
OOS,Biferdil,BIFERDIL MOUSSE,Cosmetic Product,aer.x foam 240 g
OOS,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,Fix+More w/app. x 70 ml
OOS,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,Fix+More water.20vol.x70ml
OOS,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,Fix+More water.20vol.x75ml
OOS,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,Fix+More water.20volx150ml
OOS,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,Fix+More water.30vol.x70ml
OOS,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,Fix+More water.30vol.x75ml
OOS,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,Fix+More/prot.20volx70ml
OOS,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,Fix+More/prot.30volx70ml
OOS,Biferdil,BIFERDIL OXIDANTES PARA TINTURAS,Cosmetic Product,Fix+More/prot.30volx75ml
OOS,Biferdil,BIFERDIL P+T CON OCTOPIROX,Cosmetic Product,shampoo x 200 ml
OOS,Biferdil,BIFERDIL P+T CON SEPICONTROL,Cosmetic Product,aeborr.a5 shampoo x 200 ml
OOS,Biferdil,BIFERDIL TRAT. 1007 POTENCIALIZ.CAIDA SEVERA,Cosmetic Product,amp.gel x 12 x 10ml each
OOS,Biferdil,BIFERDIL TRAT. 1007 POTENCIALIZ.CAIDA SEVERA,Cosmetic Product,shampoo gel 1007 x 200 ml
OOS,Biferdil,BIFERDIL TRAT. 1007 POTENCIALIZ.CAIDA SEVERA,Cosmetic Product,shampoo gel 1007 x 400 ml
OOS,Biferdil,BIFERDIL TRAT. 1007 POTENCIALIZ.CAIDA SEVERA,Cosmetic Product,shampoo gel 1007 x 800 ml
OOS,Biferdil,BIFERDIL TRATAMIENTO IONIZANTE,Cosmetic Product,cauterization treatment x 3 x 15 ml
OOS,Biferdil,LINEA POLVO DECOLORANTE,Cosmetic Product,powder sachet x20g
OOS,Biferdil,LINEA TRATAMIENTO SACHET BOX,Cosmetic Product,treatment with camellia and argan oil 20g
OOS,Biferdil,LINEA TRATAMIENTO SACHET BOX,Cosmetic Product,treatment.c/c.hyalurn.x 20g
OOS,Bina Pharma S.A.,AGUA DESTILADA INYECTABLE BINA PHARMA,water for injections,sachet x 1 x 500ml
OOS,Bioderma,BIODERMA ATODERM CREME ULTRA,Cosmetic Product,cr.x 200 ml (VL)
OOS,Bioderma,BIODERMA ATODERM CREME ULTRA,Cosmetic Product,cr.x 500 ml (VL)
OOS,Bioderma,BIODERMA ATODERM INT GEL MOUSSANT,Cosmetic Product,gel x 1000 ml (VL)
OOS,Bioderma,BIODERMA ATODERM INT GEL MOUSSANT,Cosmetic Product,gel x 200 ml (VL)
OOS,Bioderma,BIODERMA ATODERM INTENSIVE BAUME,Cosmetic Product,tube x 200 ml (VL)
OOS,Bioderma,BIODERMA ATODERM INTENSIVE BAUME,Cosmetic Product,tube x 500 ml (VL)
OOS,Bioderma,BIODERMA ATODERM PP BAUME,Cosmetic Product,gel x 200 ml (VL)
OOS,Bioderma,BIODERMA CICABIO CREMA,Cosmetic Product,cr.x 40 ml (VL)
OOS,Bioderma,BIODERMA CICABIO FPS50+,Cosmetic Product,cr.x 40 ml (VL)
OOS,Bioderma,BIODERMA CICABIO,Cosmetic Product,cr.x 40 ml (VL)
OOS,Bioderma,BIODERMA HIDRABIO H2O,glycerin,lotion x 250 ml (VL)
OOS,Bioderma,BIODERMA HYDRABIO HYALU+,Cosmetic Product,serum x 30 ml (VL)
OOS,Bioderma,BIODERMA PHOTODERM AQUAFLUIDE,sunscreen,FPS50+ gold x 40 ml (VL)
OOS,Bioderma,BIODERMA PHOTODERM AQUAFLUIDE,sunscreen,Neutral SPF50+ x 40 ml (VL)
OOS,Bioderma,BIODERMA PHOTODERM AQUAFLUIDE,sunscreen,SPF50+ clear x 40 ml (VL)
OOS,Bioderma,BIODERMA PHOTODERM AR SPF50+,sunscreen,cr.x 30 ml (VL)
OOS,Bioderma,BIODERMA PHOTODERM CREME,sunscreen,SPF50+ clear cr. x 40 ml (VL)
OOS,Bioderma,BIODERMA PHOTODERM CREME,sunscreen,SPF50+ cr. x 40 ml (VL)
OOS,Bioderma,BIODERMA PHOTODERM NUDE T MNRL,sunscreen,SPF+50 clear cr.x 40 ml (VL)
OOS,Bioderma,BIODERMA PHOTODERM NUDE T MNRL,sunscreen,SPF50 very light cr.x40ml (VL)
OOS,Bioderma,BIODERMA PHOTODERM NUDE T MNRL,sunscreen,SPF50+ golden cr.x 40ml (VL)
OOS,Bioderma,BIODERMA PHOTODERM XDEFENSE ULTRAFLUID,sunscreen,FPS50+ inv. x 40 ml (VL)
OOS,Bioderma,BIODERMA PHOTODERM XDEFENSE ULTRAFLUID,sunscreen,FPS50+ t.02 x 40 ml (VL)
OOS,Bioderma,BIODERMA PHOTODERM XDEFENSE ULTRAFLUID,sunscreen,FPS50+ t.03 x 40 ml (VL)
OOS,Bioderma,BIODERMA PIGMENTBIO C-CONCENTRATE,Cosmetic Product,serum x 15 ml (VL)
OOS,Bioderma,BIODERMA PIGMENTBIO DAILY CARE SPF50+,salicylic acid + assoc.,cr. x 40 ml (VL)
OOS,Bioderma,BIODERMA PIGMENTBIO H20,fatty acids+assoc.,micellar water x 250 ml (VL)
OOS,Bioderma,BIODERMA PIGMENTBIO NIGHT RENEWER,salicylic acid + assoc.,cr. x 50 ml (VL)
OOS,Bioderma,BIODERMA PIGMENTBIO SENSITIVE AREAS,salicylic acid + assoc.,env. x 75 ml (VL)
OOS,Bioderma,BIODERMA SEBIUM GEL GOMMANT,vit.e+assoc.,rubber gel x 100 ml (VL)
OOS,Bioderma,BIODERMA SEBIUM GEL MOUSSANT,vit.e+assoc.,moussant gel tube x200ml (VL)
OOS,Bioderma,BIODERMA SEBIUM GEL MOUSSANT,vit.e+assoc.,moussant gel x 500 ml (VL)
OOS,Bioderma,BIODERMA SEBIUM GLOBAL COVER,fatty acids,bottle x 30 ml + 2 g (VL)
OOS,Bioderma,BIODERMA SEBIUM GLOBAL,fatty acids,bottle x 30 ml (VL)
OOS,Bioderma,BIODERMA SEBIUM H2O EDICION ESP.,fatty acids+assoc.,micellar sol x500ml inv.p. (VL)
OOS,Bioderma,BIODERMA SEBIUM H2O,fatty acids+assoc.,micellar sol x 100 ml (VL)
OOS,Bioderma,BIODERMA SEBIUM H2O,fatty acids+assoc.,micellar sol x 250 ml (VL)
OOS,Bioderma,BIODERMA SEBIUM H2O,fatty acids+assoc.,micellar sol x 500 ml (VL)
OOS,Bioderma,BIODERMA SEBIUM HYDRA,Cosmetic Product,cr.x 40 ml (VL)
OOS,Bioderma,BIODERMA SEBIUM KERATO+,Cosmetic Product,cr.x 30 ml (VL)
OOS,Bioderma,BIODERMA SEBIUM MAT CONTROL,Cosmetic Product,cr.x 30 ml (VL)
OOS,Bioderma,BIODERMA SEBIUM PORE REFINER,salicylic acid + assoc.,env.x 30 ml (VL)
OOS,Bioderma,BIODERMA SEBIUM SERUM,Cosmetic Product,env.x 30 ml (VL)
OOS,Bioderma,BIODERMA SENSIBIO AR BB CREAM,allantoin+assoc.,SPF30 cr.x 40 ml
OOS,Bioderma,BIODERMA SENSIBIO AR+ CREAM,Cosmetic Product,cr.x 40 ml
OOS,Bioderma,BIODERMA SENSIBIO AR,allantoin+assoc.,cr.x 40 ml
OOS,Bioderma,BIODERMA SENSIBIO CONTORNO DE OJOS,Cosmetic Product,gel-cr.x 15 ml (VL)
OOS,Bioderma,BIODERMA SENSIBIO DEFENSIVE SERUM,Cosmetic Product,serum x 30 ml (VL)
OOS,Bioderma,BIODERMA SENSIBIO DS+,coconut oil+assoc.,cr.x 40 ml (VL)
OOS,Bioderma,BIODERMA SENSIBIO DS+,coconut oil+assoc.,moussant gel x 200 ml (VL)
OOS,Bioderma,BIODERMA SENSIBIO FORTE,enoxolone+assoc.,cr.x 40 ml (VL)
OOS,Bioderma,BIODERMA SENSIBIO GEL MOUSSANT,Cosmetic Product,gel x 200 ml (VL)
OOS,Bioderma,BIODERMA SENSIBIO GEL MOUSSANT,Cosmetic Product,gel x 500 ml (VL)
OOS,Bioderma,BIODERMA SENSIBIO H2O,fatty acids+assoc.,loc.x 500ml invers pump (VL)
OOS,Bioderma,BIODERMA SENSIBIO H2O,fatty acids+assoc.,lotion x 100 ml (VL)
OOS,Bioderma,BIODERMA SENSIBIO H2O,fatty acids+assoc.,lotion x 250 ml (VL)
OOS,Bioderma,BIODERMA SENSIBIO H2O,fatty acids+assoc.,lotion x 500 ml (VL)
OOS,Biofactor,AEROCAMARA MAXAIR ADULTO,accessory,bi valved w/masc.x 1 (VL)
OOS,Biofactor,AEROCAMARA MAXAIR PEDIATRICA,accessory,bi valved w/masc.x 1 (VL)
OOS,Biol,ADHESOL BIOL,neutral resins,30 ml (VL)
OOS,Biol,ADHESOL BIOL,neutral resins,fl.x 92 ml (VL)
OOS,Biol,CALMEVA,hyaluronic acid,eggs x 10 (VL)
OOS,Biol,FINESCAR,silicones,spray x 170 g
OOS,Biol,VITAMINA B1 BIOL FUERTE,vit.b1,100 mg a.x 100 x 1 ml
OOS,Biol,VITAMINA K1 BIOL,vit.k1,1 mg a.x 100 x 0.5 ml
OOS,Biol,VITAMINA K1 BIOL,vit.k1,10 mg a.x 100 x 1 ml
OOS,Biol,VITAMINA K1 BIOL,vit.k1,10 mg a.x 3 x 1 ml
OOS,Biopas Argentina,KONAKION MM,vit.k1,10 mg a.x 5 x 1 ml
OOS,Biosintex Retail,AEROPIEL,silicones,spray x 170 g
OOS,Biosintex Retail,CALIXA,mineral oils+assoc.,Vitamin oil x 60 g (VL)
OOS,Biosintex Retail,EXTA G,arginine,gel x 25 g (VL)
OOS,Biosintex Retail,GRAMICIN,propolis+assoc.,5 herbs MyL caram.x 10 (VL)
OOS,Biosintex Retail,GRAMICIN,propolis+assoc.,caram.x 10 u. (VL)
OOS,Biosintex Retail,GRAMICIN,propolis+assoc.,propolis+vit.c caram.x12 (VL)
OOS,Biosintex Retail,GRAMICIN,propolis+assoc.,vitamin c caram.x 12 (VL)
OOS,Biosintex Retail,GRAMICITOS,vit.c,orange gummies mast.x25 (VL)
OOS,Biosintex Retail,MATER DUO TEST,test strips,test x 2 (VL)
OOS,Biosintex Retail,MATER TEST LAPICERA,test strips,test x 1 lap format (VL)
OOS,Biosintex Retail,MATER TEST,test strips,test x 1 (VL)
OOS,Biosintex Retail,MIDERMUS CALENDULA FAMILIAR,calendula+assoc.,cr.x 170 g (VL)
OOS,Biosintex Retail,MIDERMUS CALENDULA LACTANCIA Y BEBES,calendula+assoc.,cr.x 70 g (VL)
OOS,Biosintex Retail,MIDERMUS CELULITIS CONTROL,centella asiatica+assoc.,cream gel x 450 g (VL)
OOS,Biosintex Retail,MIDERMUS GEL POST SOLAR,aloe vera+assoc.,250g gel with dosing valve (VL)
OOS,Biosintex Retail,MIDERMUS LECHE DE LIMPIEZA SIN PERFUME,Cosmetic Product,emulsions x 180 ml (VL)
OOS,Biosintex Retail,MIDERMUS PACK DUO,Cosmetic Product,cleansing milk + pad (VL)
OOS,Biosintex Retail,MIDERMUS PIERNAS LIVIANAS,arnica montana+assoc.,light legs x 450ml (VL)
OOS,Biosintex Retail,MIDERMUS PIERNAS,centella asiatica+assoc.,Cellulite control x400ml (VL)
OOS,Biosintex Retail,MIDERMUS SOL,sunscreen,FPS20 c/betac.emul.x150g (VL)
OOS,Biosintex Retail,MIDERMUS SOL,sunscreen,FPS30+UVA emul.x 150 g (VL)
OOS,Biosintex Retail,MIDERMUS SOL,sunscreen,FPS50 emuls.x 70 g (VL)
OOS,Biosintex Retail,MIDERMUS SOL,sunscreen,FPS50+UVA emul.x 150 g (VL)
OOS,Biosintex Retail,MIDERMUS SOL,sunscreen,SPF50 children emul.x 150 g (VL)
OOS,Biosintex Retail,POMADA HADENSA PLUS,lidocaine + hydrocortisone,cr.x 15 g
OOS,Biosintex Retail,POVITIOL INCOLORO,chlorhexidine,spray x 60 ml (VL)
OOS,Biosintex Retail,VITAMIDERMUS,almond oil+assoc.,cr.manos repar.int. x60g (VL)
OOS,Biosintex Retail,VITAMIDERMUS,almond oil+assoc.,facial cleansing milk x180ml (VL)
OOS,Biosintex Retail,VITAMIDERMUS,almond oil+assoc.,facial cleansing oil x75ml (VL)
OOS,Biosintex Retail,VITAMIDERMUS,almond oil+assoc.,intensive repair cr. x 200 g (VL)
OOS,Biosintex Retail,VITAMIDERMUS,almond oil+assoc.,Intensive repair emulsion x250g (VL)
OOS,Biosintex,DIGESTINA,artichoke+assoc.,fco.dropper x 45 ml (VL)
OOS,Biosintex,LACRIGESTINA LAGRIMAS,hydroxypropylmethylcellulose,sol.oft.x 15 ml (VL)
OOS,Biosintex,MIDERMUS FACIAL FPS 50 OIL CONTROL,niacinamide,case x 60 ml (VL)
OOS,Biosintex,MIDERMUS PROTECTOR FACIAL,sunscreen,SPF 50+ env.x 70 g (VL)
OOS,Biosintex,SUCRETS FREE,"blueberry, ext.+assoc.",blue fem caram. x 9 (VL)
OOS,Biosintex,SUCRETS FREE,"blueberry, ext.+assoc.",ginger grip caram. x 9 (VL)
OOS,Biosintex,SUCRETS FREE,"blueberry, ext.+assoc.",superfood caram. x 9 (VL)
OOS,Biosintex,TAVINEX HEDERA,Hedera helix,jbe.x 100 ml (VL)
OOS,Biosintex,VITAMIDERMUS BRUMA HIDRATANTE FACIAL,niacinamide,case x 140 ml (VL)
OOS,Biosintex,VITAMIDERMUS CBD SERUM X 20ML,cannabidiol+assoc.,serum x 20 ml (VL)
OOS,Biosintex,VITAMIDERMUS FOTOPROTECTOR FACIAL,niacinamide,case x 60 ml (VL)
OOS,Biosintex,VITAMIDERMUS HIDRATANTE FACIAL,vit.b3+assoc.,env. x 80 ml (VL)
OOS,Biosintex,VITAMIDERMUS REGENERADORA FACIAL,vit.b3+assoc.,env. x 80 ml (VL)
OOS,Biosintex,VITAMIDERMUS TONICO FACIAL,niacinamide,case x 140 ml (VL)
OOS,Biosintex,VITERGIN,vit.d3,drinkable f.a. x 2 ml
OOS,B-Life,APROTEN ARROZ,carbohydrates+assoc.,env.x 500 g
OOS,B-Life,APROTEN BIZCOCHOS,carbohydrates+assoc.,"chocolate chips, 200g box"
OOS,B-Life,APROTEN BIZCOCHOS,carbohydrates+assoc.,classics box x 200 g
OOS,B-Life,APROTEN BIZCOCHOS,carbohydrates+assoc.,cocoa box x 200 g
OOS,B-Life,APROTEN FETAS TOSTADAS,carbohydrates+assoc.,box x 250 g
OOS,B-Life,APROTEN FUSILE,carbohydrates+assoc.,env.x 500 g
OOS,B-Life,APROTEN GRISSINI,carbohydrates+assoc.,env.x 150 g
OOS,B-Life,APROTEN HARINA,carbohydrates+assoc.,env.x 500 g
OOS,B-Life,APROTEN OBLEAS,carbohydrates+assoc.,chocolate box x 175 g
OOS,B-Life,APROTEN OBLEAS,carbohydrates+assoc.,vanilla box x 175 g
OOS,B-Life,APROTEN PAN BIZCOCHADO,carbohydrates+assoc.,env.x 280 g
OOS,B-Life,APROTEN PENNE,carbohydrates+assoc.,env.x 500 g
OOS,B-Life,APROTEN RIGATINI,carbohydrates+assoc.,env.x 500 g
OOS,B-Life,APROTEN SPAGUETTI,carbohydrates+assoc.,env.x 500 g
OOS,B-Life,APROTEN TAGLIATELLE,carbohydrates+assoc.,box x 250 g
OOS,B-Life,BIZCOCHO FRUTA,carbohydrates+assoc.,x 200 g
OOS,B-Life,BURGUER MIX,carbohydrates+assoc.,box x 4 x 62 g
OOS,B-Life,CETOIL TCM,average cad. triglycerides,500 ml bottle
OOS,B-Life,CETOLATE,average cad. triglycerides+assoc.,chocolate bars x 100 g
OOS,B-Life,CETOMIX CHOCOLATE,proteins+vitamins+minerals,500 ml bag
OOS,B-Life,CETOMIX VAINILLA,proteins+vitamins+minerals,500 ml bag
OOS,B-Life,CETOMIX,proteins+vitamins+minerals,500 ml bag
OOS,B-Life,CHOCOTINO,carbohydrates+assoc.,sachet x 100 g (VL)
