value,count,example_columns
caja x30 unid. c?d.97241 (VL),1,description
caja x30uni.c?d.18372-30 (VL),1,description
caja x30uni.c?d.18373-30 (VL),1,description
caja x30uni.c?d.18374-30 (VL),1,description
caja x5 unid. c?d.89111 (VL),1,description
caja x5 unid. c?d.89511 (VL),1,description
caja x5 unid. c?d.89611 (VL),1,description
caja x5 unid. c?d.89811 (VL),1,description
cajax 10unid. c?d. 79530 (VL),1,description
cajax 30 u. c?d.4420886 (VL),1,description
cajax 30 u. c?d.4421086 (VL),1,description
cajax 5 unid. c?d. 3761 (VL),1,description
cal?nd.+karite cr.x 200g (VL),1,description
cal?ndula aceite x 100ml,1,description
cal?ndula jab.veg.x 100g,1,description
cal?ndula pasta x 75 ml,1,description
cal?ndula x 200 ml (VL),1,description
cal?ndula x 250 ml,1,description
cal?ndula x 30 ml,1,description
caram.bl?ster x 9,1,description
caram.bl?ster x 9 (VL),1,description
carb?n jab.x 100 g (VL),1,description
carboximetilciste?na+dextrometor,1,active_ingredient
cart?lago de tibur?n+vit.+miner.+asoc.,1,active_ingredient
casta?o claro x 28.4 g (VL),1,description
casta?o claro x 60 ml (VL),1,description
casta?o oscuro x 28.4 g (VL),1,description
casta?o oscuro x 60 ml (VL),1,description
casta?o x 28.4 g (VL),1,description
casta?o x 60 ml (VL),1,description
casta?o x 80 g,1,description
celulight c?ps.x 60 (VL),1,description
centella asi?tica x 675g (VL),1,description
cep.dental 7-12 a?os x 1 (VL),1,description
cepillo & peine p/beb? (VL),1,description
cereza+prop?leo x 50 g (VL),1,description
ch.1 ?c.hialur?n.x 295ml,1,description
ch.2 aceite arg?nx 295ml,1,description
ch.ch?a x 400 ml,1,description
ch.p/futura mam? x 295ml,1,description
ch?a+s?samo+lino,1,active_ingredient
cherry+prop?leo x 50 g (VL),1,description
chocolate l?quido x200ml (VL),1,description
chocolate x 930 g (VL),1,description
cil?nd.fino 2.5mmx8unid.,1,description
cil?nd.stand. 3mmx8unid.,1,description
cil?nd.Xfino1.9mmx8unid.,1,description
cil?nd.XXfino1.7mmx8uni.,1,description
circulatorio c?ps.x 60 (VL),1,description
ciste?na,1,active_ingredient
cl?sica p/ WP70 (VL),1,description
cl?sica x 1 unid. (VL),1,description
cl?sico comp.mast.x 150 (VL),1,description
cl?sico comp.mast.x 18 (VL),1,description
cl?sico comp.mast.x 6 (VL),1,description
cl?sicos caja x 200 g,1,description
clordiazep?xido+asoc.,1,active_ingredient
"coaltar+salic?lico,?c.",1,active_ingredient
coaltar+urea+alanto?na,1,active_ingredient
cocoamfodiacetato dis?d.+aceite ?rbol de t?+asoc.,1,active_ingredient
code?na+asoc.,1,active_ingredient
col?g.1019 shamp.x 200ml,1,description
col?g.1019 shamp.x 400ml,1,description
col?geno tipo II no desnatur.+col?geno hidrol.,1,active_ingredient
col?geno+c?rcuma+vit.d3,1,active_ingredient
col?geno+elastina+asoc.,1,active_ingredient
Coler?tico Espasmol?tico,1,therapeutic_class
comp.bl?st.x 60,1,description
comp.bl?ster x 10 (VL),1,description
comp.desle?bles x 10,1,description
comp.desle?bles x 20,1,description
comp.mast. bl?stx 6 x 10 (VL),1,description
comp.r?p.disol.x 10 (VL),1,description
comp.x 200 (bl?st.x 10) (VL),1,description
comp.x 30 + c?ps.x 30,1,description
comp.x 4 x 1 bl?ster (VL),1,description
"condroit?n,sulfato",1,active_ingredient
"condroit?n,sulfato+asoc.",1,active_ingredient
contorno d?o x 15 g (VL),1,description
cr. d?a FPS30 x 50 g (VL),1,description
cr.?rnica NF mph x 400ml (VL),1,description
cr.antig.x50ml+c?ps.x120 (VL),1,description
cr.d?a FPS 15 x 30 ml (VL),1,description
cr.d?rm.x 20 g,1,description
cr.d?rm.x 5 g (VL),1,description
cr.d?rmica x 15 g,1,description
cr.d?rmica x 20 g,1,description
cr.d?rmica x 200 g,1,description
cr.d?rmica x 25 g,1,description
cr.d?rmica x 30 g,1,description
cr.d?rmica x 350 g,1,description
cr.dent?f.x 75 ml (100g) (VL),1,description
cr.dent?frica x 50 g. (VL),1,description
cr.dent?frica.x 100 g (VL),1,description
cr.fl. cal?ndula x200 ml (VL),1,description
cr.pa?al x 75 ml,1,description
cr.para beb? x 40 ml (VL),1,description
cr.t?pica x 30 g,1,description
cr.x 30 g + esp?tula,1,description
creatina c?ps.x 120 (VL),1,description
crema en c?ps. (VL),1,description
d?a cr.x 40 ml (VL),1,description
d?a cr.x 50 g (VL),1,description
d?a y noche x 30 g x 2 (VL),1,description
deep caja x 10 c?d.16352 (VL),1,description
deep caja x 10 c?d.16355 (VL),1,description
deep caja x 10 c?d.16436 (VL),1,description
deep caja x 10 c?d.16446 (VL),1,description
deep caja x 10 c?d.16455 (VL),1,description
deep caja x 10 c?d.16456 (VL),1,description
deep caja x 10 c?d.16867 (VL),1,description
dermoprotect.b?ls.x255ml,1,description
desod. ?ntimo x 35 g (VL),1,description
desod.?ntimo aer.x 75 ml (VL),1,description
Desodorante p?dico,1,therapeutic_class
Determinaci?n de glucosuria,1,therapeutic_class
di?xido de cloro+zinc,1,active_ingredient
diaz?xido,1,active_ingredient
diclofenac s?dico+code?na,1,active_ingredient
diclofenac s?dico+misoprostol,1,active_ingredient
diclofenac s?dico+orfenadrina,1,active_ingredient
diclofenac s?dico+tobramicina,1,active_ingredient
dietanolamina l?urica+asoc.,1,active_ingredient
dip?ptido,1,active_ingredient
"dismutasa,super?xido",1,active_ingredient
disp.bl?st.x 20 x10 comp,1,description
dispens.blist.c?ps.x 100 (VL),1,description
dispositivo m?dico x 1 (VL),1,description
eferv.2 g comp.x10 Lim?n,1,description
eferv.2 g comp.x30 Lim?n,1,description
"eicosapentanoico,?c.+asoc.",1,active_ingredient
eletript?n,1,active_ingredient
emuls.d?a x 30 cc (VL),1,description
emuls.flu?da pomo x140ml (VL),1,description
emulsi?n corporal x200g (VL),1,description
emulsi?n corporal x75 g (VL),1,description
emulsi?n x 200 ml (VL),1,description
emulsi?n x 240 ml (VL),1,description
emulsi?n x 40 ml (VL),1,description
emulsi?n x 60 g. (VL),1,description
energiz.neurol.c?ps.x 60 (VL),1,description
energizante anan? x675g (VL),1,description
env.l?q.x 150 ml (VL),1,description
env.x 2 x 30 c?ps. (VL),1,description
enzimas pancre?ticas,1,active_ingredient
esen.nat.jazm?n x 355ml (VL),1,description
esp?t.incoloro x 60 ml (VL),1,description
Espuma d?rmica x 60 g,1,description
Espuma de limpieza oft?lmica,1,therapeutic_class
estuche x 32 c?ps. (VL),1,description
eucaliptus+prop?leo x50g (VL),1,description
evoluci?n 2.1 suave x 1,1,description
evoluci?n 3.1 suave x 1,1,description
evoluci?n 3.6 ult.softx1,1,description
evoluci?n 4.1 suave x 1,1,description
exp.bl?st.x 30 c?ps. x 8 (VL),1,description
exp.bl?st.x 40 comp.x10 (VL),1,description
exp.bl?st.x14 comp.x 14 (VL),1,description
exp.bl?st.x30 comp.x 10 (VL),1,description
Expectorante Bals?mico,1,therapeutic_class
expendedor c?ps.bl. x 60 (VL),1,description
extra pack c?ps.x 60 (VL),1,description
f?rm.enteral hipercal?rica ni?o fibra,1,active_ingredient
f?rm.enteral isocal?rica diabetes,1,active_ingredient
f?rm.hidr?lisis parcial+tcm lactante,1,active_ingredient
f?rm.hipercal?rica fibra ni?o,1,active_ingredient
F?rmula hipoalerg?nica,1,therapeutic_class
F?rmula p/lactant.antireflujo,1,therapeutic_class
F?rmula p/lactantes,1,therapeutic_class
Facilita la fecundaci?n,1,therapeutic_class
"factor II, IX, X de la coagulaci?n",1,active_ingredient
"factor II,VII, IX, X de la coagulaci?n",1,active_ingredient
faseolamina+prote?na vegetal,1,active_ingredient
fco.c/v?lv.dosif.x 200 g (VL),1,description
fco.c/v?lv.dosif.x 200ml (VL),1,description
fco.c/v?lv.dosif.x 400ml (VL),1,description
fco.c?ps.x 60 (VL),1,description
Fitoter?pico,1,therapeutic_class
fl?or y menta x 25 m (VL),1,description
fl?or y xilitol x 500 ml (VL),1,description
fl?orkids.maf.frut.500ml (VL),1,description
flowpack 20mg c?ps.x7 (VL),1,description
fluoresce?na s?dica,1,active_ingredient
fluoresce?na s?dica+asoc.,1,active_ingredient
fluoride c/fl?or x 35 m,1,description
forte hf jab?nx 100 g (VL),1,description
FPS50 ni?os emul.x 150 g (VL),1,description
frambuesa+prop?leo x 50g (VL),1,description
frasco c?ps. x 30 (VL),1,description
frasco c?ps.x 30 (VL),1,description
frasco x 100 c?d. 420791 (VL),1,description
fresa+prop?leo x 50 g (VL),1,description
frut.acai pote x 300 g (VL),1,description
frutal l?q.x 160 ml,1,description
frutas c?tricas x 390 g (VL),1,description
frutilla pote x 300 g (VL),1,description
fuerza capilar c?ps.x 60 (VL),1,description
"fus?dico,?c.+hidrocortisona",1,active_ingredient
G62 ?c.selenioso x 10 ml,1,description
gel + jab?n 20% off (VL),1,description
gel ?ntimo pomo x 22 g (VL),1,description
gel ?ntimo x 50 g (VL),1,description
gel ?ntimo x 50 ml (VL),1,description
gel c/?c.hialur. x 30g (VL),1,description
gel d?rm.x 15 g,1,description
gel efecto c?lido x 30 g (VL),1,description
gel fitot?nico x 200 g (VL),1,description
gel fr?o p/piernas x150g (VL),1,description
gel fr?o p/piernas x400g (VL),1,description
gel l?mina autoh. x 2 (VL),1,description
gel l?q.x 10 g,1,description
gel p/p?rpados x 25 g (VL),1,description
gel p/p?rpados x 30 g (VL),1,description
gel t?pico x 25 g,1,description
gel t?pico x 50 g,1,description
gel vaginal x 7 c?nulas (VL),1,description
glic?lico 10 (VL),1,description
glicerilguayac?lico ?ter,1,active_ingredient
glicerilguayac?lico ?ter+asoc.,1,active_ingredient
gluc?metro audible x 1 (VL),1,description
"glutamina,dip?ptido",1,active_ingredient
glycocer.c?ps.x 2 ml c/u,1,description
gts.?ticas c/lidoc.x 5ml,1,description
hedera helix+benzoca?na,1,active_ingredient
hexilresorcinol+lidoca?na+asoc.,1,active_ingredient
"hialur?nico,?c.+urea+asoc.",1,active_ingredient
hidroxi?cidos+tensioactivos,1,active_ingredient
hierbas para infusi?n,1,active_ingredient
hilo dent.fl?or.x 40 m (VL),1,description
Humectante de p?rpados,1,therapeutic_class
ice age 2-6 a?os cep.x 1 (VL),1,description
implante oft.intrav?trea,1,description
inal?mb.indiv.flosser (VL),1,description
inclisir?n,1,active_ingredient
individual inal?mbrica n (VL),1,description
"Inductor del sue?o, analg?sico",1,therapeutic_class
Inic.de maduraci?n cervical,1,therapeutic_class
Inmunizaci?n activa,1,therapeutic_class
inmunol?gico c?ps.x 60 (VL),1,description
insulina asp?rtica bif?sica,1,active_ingredient
interfer?n beta 1b,1,active_ingredient
interfer?n gamma,1,active_ingredient
jab. l?q.x 220 ml (VL),1,description
jab.antibac.lim?n x240ml (VL),1,description
jab.l?q. crem. x 250 ml (VL),1,description
jab.l?q. x 250 ml (VL),1,description
jab.l?q.mano/cuer.x200ml,1,description
jab.l?q.odor blockx240ml (VL),1,description
jab.l?q.pH fco.x 240 ml (VL),1,description
jab.l?q.x 120 ml (VL),1,description
jab.l?q.x 250 ml c/valv. (VL),1,description
jab.l?quido x 200 ml (VL),1,description
jab?n l?q.x 100 ml (VL),1,description
jab?n x 100 g (VL),1,description
jab?n x 355 ml (VL),1,description
jazm?n y cacao x 150 g (VL),1,description
jengibre+prop?leo x 50 g (VL),1,description
jga.prell.x 1 l?quida,1,description
karit? y vit.e x3 x 90g (VL),1,description
keratina l?q.x 100 ml,1,description
L-62sol.normot?rm.x100ml,1,description
L-cistina+vit.b6+col?g.,1,active_ingredient
"l?ctico,?c.",1,active_ingredient
l?mina autoh. x 6 (VL),1,description
l?mina gel autoadh x 1 (VL),1,description
l?mina gel autoadh x 2 (VL),1,description
l?minas blanq.x 102 g (VL),1,description
l?minas blanq.x 180 g (VL),1,description
l?piz lab.x 3 g (VL),1,description
l?piz x 1 (VL),1,description
l?q.x 100 ml,1,description
l?q.x 15 ml,1,description
l?q.x 200 ml (VL),1,description
l?q.x 22 ml,1,description
l?q.x 30 ml,1,description
l?q.x 30 ml (VL),1,description
l?q.x 360 ml,1,description
l?q.x 8 ml (VL),1,description
l?q.x 92 ml (VL),1,description
lata x 225 g (VL),1,description
light caja x10 c?d.16332 (VL),1,description
light caja x10 c?d.16335 (VL),1,description
light caja x10 c?d.16426 (VL),1,description
light caja x10 c?d.16435 (VL),1,description
light caja x10 c?d.16837 (VL),1,description
lim.jen.t? v. potex300 g (VL),1,description
lim.men.jen pote x 225 g (VL),1,description
lim.men.jen pote x 300 g (VL),1,description
lim?m pvo.x 372 g (VL),1,description
lim?n caja x 12 x 32 g (VL),1,description
lim?n caja x 6 x 32 g (VL),1,description
lim?n comp.mast.x 96 (VL),1,description
lim?n eferv.est.x 40 g (VL),1,description
lim?n x 1 x 32 g (VL),1,description
lim?n x 250 g (VL),1,description
lim?n/lima/jeng.saq.x 20 (VL),1,description
limon. rosa pote x 225 g (VL),1,description
limon. rosa pote x 330 g (VL),1,description
limp.loci?n x 100 ml,1,description
limpiador l?q.x 237 ml (VL),1,description
limpiador l?q.x 300 ml (VL),1,description
limpiador l?q.x 473 ml (VL),1,description
"linoleico,?c.conjugado+asoc.",1,active_ingredient
lions mane c?ps. x 30 (VL),1,description
lipo control c?ps.x 60 (VL),1,description
loc. limp.?ntima x 155 g (VL),1,description
loc.limpiadora x 50 ml (VL),1,description
loc.p/ca?da x 90 ml,1,description
loc.spray ni?os x 120 ml (VL),1,description
loc.t?nica nutr.x 155 ml (VL),1,description
loc.t?pica x 120 ml (VL),1,description
loci?n atomizador x 60ml (VL),1,description
loci?n folicular x 30 ml (VL),1,description
loci?n spray x 100 ml (VL),1,description
loci?n x 125cc (VL),1,description
loci?n x 130 ml (VL),1,description
loci?n x 200 ml (VL),1,description
loci?n x 236 ml (VL),1,description
loci?n x 50 ml (VL),1,description
loci?n x 500 ml (VL),1,description
loci?n x 60 ml (VL),1,description
loci?n+shampoo+b?lsamo (VL),1,description
loxoprofeno s?dico anhidro,1,active_ingredient
lurbinectedina,1,active_ingredient
lute?na+vit.c+vit.e+asoc.,1,active_ingredient
m?quina x 1 (VL),1,description
m?sc.?cida pote x 150 ml,1,description
m?sc.anti-naranja x150ml (VL),1,description
m?sc.anti-rojizos x150ml (VL),1,description
m?sc.nutri creamx 150 ml (VL),1,description
m?scara peel off x 30 g (VL),1,description
m?scara pote x 150 g (VL),1,description
m?scara rosa mosq.x150ml (VL),1,description
m?scara x 150 ml (VL),1,description
maitake c?ps. x 30 (VL),1,description
man.y u?. biorep.cr.x90g (VL),1,description
"mand?lico,?c.+asoc.",1,active_ingredient
mango pl?stico x 1 (VL),1,description
manzanilla b?ls.x 200 ml,1,description
manzanilla b?ls.x 400 ml,1,description
masc. ?leo arg?n x150ml,1,description
mcereal s/az?car x 125 g (VL),1,description
mcereal s/az?car x 225 g (VL),1,description
mcereal s/az?car x 500 g (VL),1,description
Medio de contraste hepatoespec?fico,1,therapeutic_class
mega-antioxid.c?ps.x 60 (VL),1,description
melena de le?n,1,active_ingredient
melena de le?n+asoc.,1,active_ingredient
meloxicam+diacere?na,1,active_ingredient
menofin c?ps.x 60 (VL),1,description
menta+maracuy? x 50 g (VL),1,description
mentol+prop?leo x 50 g (VL),1,description
mentol+prop?leo x 675 g (VL),1,description
mentol+prop?leos x 50 g (VL),1,description
"miconazol,nitr.+?x.de zinc",1,active_ingredient
miel y lim?n x 8 u. (VL),1,description
miel+lim?n x 50 g (VL),1,description
miel+prop?leo x 50 g (VL),1,description
miel+prop?leos x 675 g (VL),1,description
miel/lim?n sob.x 1 x 5 g (VL),1,description
n?.gts.x 20 ml,1,description
n?.iny.f.a.x 3 x 2.5 ml,1,description
nafazolina+cromoglicato dis?dico,1,active_ingredient
nar. mango pote x 330 g (VL),1,description
naratript?n,1,active_ingredient
netupitant+palonosetr?n,1,active_ingredient
Neurotr?fico Neuroprotector,1,therapeutic_class
ni?o cep.dental x 1,1,description
ni?os 4 mg gran.sob.x 30,1,description
ni?os azul shamp.x250ml,1,description
ni?os desenred.x 250ml,1,description
ni?os gel dent.x 50 ml,1,description
ni?os rojo shamp.x 250ml,1,description
ni?os tr?o shamp.x 250ml,1,description
nut.s?rum rep.ptas.x30ml,1,description
nutri b?ls.vit.e x790ml,1,description
nutri b?ls.vitE x 200 ml,1,description
nutri b?ls.vitE x 400 ml,1,description
nutri s?rum pomo x 2 c/u,1,description
nutrici?n cr. x 150 g (VL),1,description
nutrici?n cr. x 70 g (VL),1,description
Nutrici?n isot?nica balanceada,1,therapeutic_class
nutrici?n x 400 ml (VL),1,description
omega 3 c?ps.x 60 (VL),1,description
ortiga/quin.b?ls.x 295ml,1,description
oximetazolina+hialuronato s?dico,1,active_ingredient
P+T p/ca?da local x20ml (VL),1,description
p?rpados cr.x 15 g (VL),1,description
pack est?ril a.x 5 x 4ml,1,description
parches d?rmicos x 18 (VL),1,description
parches d?rmicos x 28 (VL),1,description
parches d?rmicos x 42 (VL),1,description
parches transd?rmicos x3,1,description
pasta d?rm.x 30 g,1,description
pasta d?rm.x 60 g,1,description
patir?mero,1,active_ingredient
per?xido de calcio+asoc.,1,active_ingredient
per?xido de calcio+fl?or+xilitol,1,active_ingredient
per?xido de hidr?geno,1,active_ingredient
pH 3.5 jab.l?q. x 100 ml (VL),1,description
pH 3.5 jab.l?q. x 200 ml (VL),1,description
pH 6.8 jab.l?q. x 100 ml (VL),1,description
pH 6.8 jab.l?q. x 200 ml (VL),1,description
pi?a jab.x 100 g (VL),1,description
piel nar.y estr?as x675g (VL),1,description
plata m?sc.reflej.x150ml,1,description
pol?meros de dextrosa,1,active_ingredient
"poliacr?lico,?c.",1,active_ingredient
Polineuropat?a diab?tica,1,therapeutic_class
polisac.meningoc?c.acyw135,1,active_ingredient
polisac?ridos de neumococos,1,active_ingredient
pomada d?rm.x 50 g,1,description
poroto blanco+garcinia cambogia+caf? verde+asoc.,1,active_ingredient
pote x 250 g c?d.207.01 (VL),1,description
Potencia el crecimiento de pesta?as y cejas,1,therapeutic_class
prasterona+proca?na+asoc.,1,active_ingredient
probi?t.+vit.c+vit.d+beta-glucanos+zinc,1,active_ingredient
Producto Cosm?ico,1,therapeutic_class
prop?leo x 50 g (VL),1,description
prop?leo+vit.c caram.x12 (VL),1,description
prop?leos x 50 g (VL),1,description
prop?leos x 675 g (VL),1,description
prote?nas de suero de queso,1,active_ingredient
prote?nas plasm?ticas,1,active_ingredient
prote?nas+minerales,1,active_ingredient
protec.t?rm.atom.x 250ml,1,description
protector bucal ni?os x1 (VL),1,description
Protector funci?n visual,1,therapeutic_class
pvo.d?rmico x 30 g,1,description
quemagrasas c?ps.x 30 (VL),1,description
quemagrasas c?ps.x 60 (VL),1,description
recuperador b?ls.x 200ml,1,description
recuperador b?ls.x 400ml,1,description
Regulador energ?tico,1,therapeutic_class
reishi c?ps. x 30 (VL),1,description
reparaci?n x 400ml (VL),1,description
roc?o fijador aer.x150ml,1,description
roc?o fijador aer.x440ml,1,description
"ruibarbo,extr.+salic?lico,?c.",1,active_ingredient
s/az?c fr.rojos caram.x9 (VL),1,description
s/az?car caram.x 9 (VL),1,description
s?r. hidr. ?ntimo x 32 g (VL),1,description
s?rum aclarante x 30 ml (VL),1,description
s?rum antiarruga x 30 ml (VL),1,description
s?rum d?a x50ml 25%off (VL),1,description
s?rum facial x 30 g (VL),1,description
s?rum facial x 30 ml (VL),1,description
s?rum gel 0.02% x 35 ml (VL),1,description
s?rum got. x 30 ml (VL),1,description
s?rum noche x50ml 25%off (VL),1,description
s?rum reafirmante x 10ml,1,description
s?rum reafirmante x 30ml,1,description
s?rum Redensific. x 30ml,1,description
s?rum x 20 ml (VL),1,description
s?rum x 29 g (VL),1,description
s?rum x 5.3 ml (VL),1,description
s?rum x 5.3 ml x 3 (VL),1,description
s?rum x 50 ml (VL),1,description
s?rum x 7 ml (VL),1,description
s?rum.x 30 ml (VL),1,description
sab. anan? comp.mast.x20 (VL),1,description
sab. lim?n pouch x 200 g (VL),1,description
sacituzumab govitec?n,1,active_ingredient
sec.1 auricular c?ps.x60 (VL),1,description
sec.13antivir?s.c?ps.x60 (VL),1,description
sec.19 lipotr?p.c?ps.x60 (VL),1,description
sec.23psoriasis c?ps.x60 (VL),1,description
sec.2alergiopat.c?ps.x60 (VL),1,description
sec.8 rec.masc.c?ps.x 60 (VL),1,description
sh.pH ?c.x12pom.x30g c/u,1,description
Sh/acond/gel-ba?ox 250ml,1,description
shamp. ?leo arg?n x200ml,1,description
shamp. c?trico x 200ml,1,description
shamp. c?trico x 400ml,1,description
shamp.?ntimo x 150 g (VL),1,description
shamp.c/extr.bamb?x400ml,1,description
sin az?car jbe.x 120 ml (VL),1,description
sin sabor pote x 300 g (VL),1,description
smiles +6 a?os x 1 (VL),1,description
smiles 0-2 a?os x 1 (VL),1,description
smiles 2-5 a?os x 1 (VL),1,description
sob.c/16 toall. h?m. x 1 (VL),1,description
sob.c/16 toall. h?m.x 10 (VL),1,description
sob.x 2 x 5 ap?s.c/u,1,description
sob.x 4 x 5 ap?s.c/u,1,description
soft caja x 10 c?d.16306 (VL),1,description
soft caja x 10 c?d.16315 (VL),1,description
soft caja x 10 c?d.16406 (VL),1,description
soft caja x 10 c?d.16415 (VL),1,description
soft caja x 10 c?d.16810 (VL),1,description
sol. t?pica x 30 ml (VL),1,description
sol.?tica x 10 ml,1,description
sol.hipert?nica x 7.5ml,1,description
sol.multiprop?sito x60ml (VL),1,description
sol.multiprop?sitox500ml (VL),1,description
sol.neb.unids.est?r.x 12,1,description
sol.oft.est?r.x 7.5 ml,1,description
sol.oft.est?ril x 2.5 ml,1,description
sol.oft.est?ril x 5ml,1,description
sol.oft.est?ril x 7.5 ml,1,description
sol.p/di?l.perit.x2000ml,1,description
sol.p/u?as x 12 ml,1,description
sol.t?p.c/aplic.x 200 ml,1,description
sol.t?pica nasal x 20 ml,1,description
sol.t?pica x 120 ml (VL),1,description
sol.t?pica x 25 ml,1,description
sol.t?pica x 250 c/valv. (VL),1,description
sol.t?pica x 3.5 ml,1,description
sol.viscosa est?r.x 10ml,1,description
soluci?n control x 3.7ml (VL),1,description
soluci?n x 300 ml,1,description
sport de ?rnica x 200 ml (VL),1,description
suero antiof?dico,1,active_ingredient
sulfacetamida s?dica+asoc.,1,active_ingredient
sulpirida+clorazep.dipot?sico,1,active_ingredient
sumatript?n+naproxeno,1,active_ingredient
suplemento de fibras bifidog?nico,1,active_ingredient
susp.anan? x 100 ml,1,description
t? c/miel pouch x1 x5 g (VL),1,description
t? c/miel pouch x24x5 g (VL),1,description
t? c/miel pouch x6 x5 g (VL),1,description
t? rojo x 50 g (VL),1,description
t? verde,1,active_ingredient
t? verde x 50 g (VL),1,description
t?nica loc.x 100ml,1,description
Test de ovulaci?n,1,therapeutic_class
Test p/ detecci?n del Ag.Cov-19/Inf.A/Inf.B,1,therapeutic_class
Test p/ detecci?n del ant?geno del SARSCoV2,1,therapeutic_class
tetraciclina+papa?na,1,active_ingredient
"ti?ctico,?c.+cocarboxilasa",1,active_ingredient
Ti?e+Mas adit.p/col.amp.,1,description
tiopenthal s?dico,1,active_ingredient
toall.h?medas x 25 (VL),1,description
toallas h?medas x 30 (VL),1,description
toallitas h?medas x 20 (VL),1,description
trastuzumab deruxtec?n,1,active_ingredient
trat.c/?c.hialur?n.x 20g,1,description
trat.c/camelia+arg?nx20g,1,description
Trat.de la afectaci?n pseudobulbar,1,therapeutic_class
Trat.de la hepatitis B cr?nica,1,therapeutic_class
Trat.del mal aliento cr?nico y ocasional,1,therapeutic_class
Trat.disfunci? sexual masc.,1,therapeutic_class
Trat.enf.fibroquist.p?ncreas,1,therapeutic_class
Trat.hipertrofia prost?tica benigna,1,therapeutic_class
Trat.s?ndrome de intestino corto,1,therapeutic_class
tri?xido ars?nico,1,active_ingredient
Tricogen?tico Antiseborreico,1,therapeutic_class
Tricomonicida Antimic?tico,1,therapeutic_class
trigmiel s/az?car x 225g (VL),1,description
tripack c?ps.x 1+c?ps.x2,1,description
Trombol?tico,1,therapeutic_class
Trombol?tico Antiinflamatorio,1,therapeutic_class
tubo pl?stico x 1 x 2 ml,1,description
tubo x 15 g c?d.203.01 (VL),1,description
tubo x 20 g c?d.104.01 (VL),1,description
tubo x 50 g c?d.105.01 (VL),1,description
tubo x 50 g c?d.205.01 (VL),1,description
"undecil?nico,?c.",1,active_ingredient
ung.d?rm.x 30 g,1,description
ung.est?ril x 5 g,1,description
ung.oft.est?ril x 3.5 g,1,description
unidosis est?riles x 25,1,description
vac.meningoc?cica multicomponente del grupo b,1,active_ingredient
Vac.s?xtuple acelular,1,therapeutic_class
Vacuna antipoliomiel?tica,1,therapeutic_class
vacuna antipoliomiel?tica trival,1,active_ingredient
vacuna antirr?bica,1,active_ingredient
Vacuna antirr?bica,1,therapeutic_class
Vacuna antit?fica,1,therapeutic_class
Vacuna cu?druple,1,therapeutic_class
vacuna dpt+antipoliomiel?tica,1,active_ingredient
Vacuna meningoc?cica,1,therapeutic_class
Vacuna qu?ntuple acelular,1,therapeutic_class
Vacuna s?xtuple,1,therapeutic_class
Vacuna SRP (saramp/rub?ol/paper),1,therapeutic_class
vainilla x 900 g (VL),1,description
vaselina s?lida,1,active_ingredient
vasopresina sint?tica,1,active_ingredient
virus saram.+parotiditis+rub?ola,1,active_ingredient
virus sarampi?n+papera+rub?ola+varicela,1,active_ingredient
vision plus c?ps.x 60 (VL),1,description
"vit.a+zinc,?xido+xylitol+niacinamida+m.karit?",1,active_ingredient
vit.b?ls.x 200 ml,1,description
vit.b?ls.x 400 ml,1,description
vit.b?ls.x 800 ml,1,description
vitis vinifera+ar?ndanos+asoc.,1,active_ingredient
x60 dosis+aeroc?mara,1,description
yac?n+asoc.,1,active_ingredient
"zinc,?x.+ti.?x.+hierro,?x.-filtros minerales",1,active_ingredient
"zinc,?xido",1,active_ingredient
"zinc,?xido+hierro,?xidos-filtros minerales",1,active_ingredient
