Country,Currency,Source,Region,Company,Product Group,Local Product Name,Generic Name,Local Pack Description,Pack Unit,Pack Size,LOCAL_PACK_CODE,Unit Price,PCID Mapping,VAT Percent,Public without VAT Price,Public with VAT Price,Reimbursable Status,Reimbursable Rate,Copayment Percent
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,ORFADIN,,Nitisinon,CAPSULE 10 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitisinon,71.52,,0.09,65.61467889908256,71.52,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Nitrazepam,TABLET 5 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitrazepam,0.15,,0.09,0.13761467889908255,0.15,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,CNX Therapeutics Ireland Ltd.,GENERIEK,,Foragen,CAPSULE 100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitrofurantoine,0.63,,0.09,0.5779816513761468,0.63,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,CNX Therapeutics Ireland Ltd.,FURABID,,Foragen,CAPSULE MET GEREGULEERDE AFGIFTE 100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitrofurantoine,1.44,,0.09,1.3211009174311925,1.44,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,CNX Therapeutics Ireland Ltd.,FURADANTINE,,Foragen,CAPSULE 50 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitrofurantoine,0.74,,0.09,0.6788990825688073,0.74,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pohl-Boskamp bv,GENERIEK,,Nitrolingual,PLEISTER VOOR TRANSDERMAAL GEBRUIK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__oromucosaal_,0.36,,0.09,0.33027522935779813,0.36,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pohl-Boskamp bv,DEPONIT T,,Nitrolingual,PLEISTER VOOR TRANSDERMAAL GEBRUIK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__oromucosaal_,0.42,,0.09,0.38532110091743116,0.42,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pohl-Boskamp bv,MINITRAN,,Nitrolingual,PLEISTER VOOR TRANSDERMAAL GEBRUIK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__oromucosaal_,0.38,,0.09,0.34862385321100914,0.38,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pohl-Boskamp bv,TRANSIDERM-NITRO,,Nitrolingual,PLEISTER VOOR TRANSDERMAAL GEBRUIK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__oromucosaal_,0.42,,0.09,0.38532110091743116,0.42,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pohl-Boskamp bv,NITRO POHL,,Nitrolingual,10 ml INFUSIEVLOEISTOF 1 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__oromucosaal_,1.85,,0.09,1.6972477064220184,1.85,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pohl-Boskamp bv,NITROLINGUAL,,Nitrolingual,"250 doses SPRAY VOOR SUBLINGUAAL GEBRUIK 0,4 mg /DO",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__oromucosaal_,6.44,,0.09,5.908256880733945,6.44,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Nitroglycerine,PLEISTER VOOR TRANSDERMAAL GEBRUIK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__parenteraal_,0.36,,0.09,0.33027522935779813,0.36,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,DEPONIT T,,Nitroglycerine,PLEISTER VOOR TRANSDERMAAL GEBRUIK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__parenteraal_,0.42,,0.09,0.38532110091743116,0.42,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,MINITRAN,,Nitroglycerine,PLEISTER VOOR TRANSDERMAAL GEBRUIK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__parenteraal_,0.38,,0.09,0.34862385321100914,0.38,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,TRANSIDERM-NITRO,,Nitroglycerine,PLEISTER VOOR TRANSDERMAAL GEBRUIK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__parenteraal_,0.42,,0.09,0.38532110091743116,0.42,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,NITRO POHL,,Nitroglycerine,10 ml INFUSIEVLOEISTOF 1 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__parenteraal_,1.85,,0.09,1.6972477064220184,1.85,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,NITROLINGUAL,,Nitroglycerine,"250 doses SPRAY VOOR SUBLINGUAAL GEBRUIK 0,4 mg /DO",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__parenteraal_,6.44,,0.09,5.908256880733945,6.44,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Merus Labs International Inc.,GENERIEK,,Deponit T,PLEISTER VOOR TRANSDERMAAL GEBRUIK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__transdermaal_,0.36,,0.09,0.33027522935779813,0.36,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Merus Labs International Inc.,DEPONIT T,,Deponit T,PLEISTER VOOR TRANSDERMAAL GEBRUIK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__transdermaal_,0.42,,0.09,0.38532110091743116,0.42,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Merus Labs International Inc.,MINITRAN,,Deponit T,PLEISTER VOOR TRANSDERMAAL GEBRUIK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__transdermaal_,0.38,,0.09,0.34862385321100914,0.38,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Merus Labs International Inc.,TRANSIDERM-NITRO,,Deponit T,PLEISTER VOOR TRANSDERMAAL GEBRUIK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__transdermaal_,0.42,,0.09,0.38532110091743116,0.42,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Merus Labs International Inc.,NITRO POHL,,Deponit T,10 ml INFUSIEVLOEISTOF 1 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__transdermaal_,1.85,,0.09,1.6972477064220184,1.85,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Merus Labs International Inc.,NITROLINGUAL,,Deponit T,"250 doses SPRAY VOOR SUBLINGUAAL GEBRUIK 0,4 mg /DO",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroglycerine__transdermaal_,6.44,,0.09,5.908256880733945,6.44,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,ACE Pharmaceuticals bv,NIPRUSS,,Nipruss,60 mg POEDER VOOR OPLOSSING VOOR INFUSIE 60 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nitroprusside,37.93,,0.09,34.798165137614674,37.93,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bristol-Myers Squibb,OPDIVO,,Opdivo,4 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 10 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nivolumab,441.47,,0.09,405.0183486238532,441.47,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pfizer bv,IDELVION,,Benefix,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pfizer bv,ALPROLIX,,Benefix,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pfizer bv,BENEFIX,,Benefix,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pfizer bv,REFIXIA,,Benefix,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pfizer bv,RIXUBIS,,Benefix,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Novo Nordisk bv,IDELVION,,Refixia,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_beta_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Novo Nordisk bv,ALPROLIX,,Refixia,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_beta_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Novo Nordisk bv,BENEFIX,,Refixia,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_beta_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Novo Nordisk bv,REFIXIA,,Refixia,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_beta_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Novo Nordisk bv,RIXUBIS,,Refixia,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_beta_pegol,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Baxalta Innovations,IDELVION,,Rixubis,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_gamma,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Baxalta Innovations,ALPROLIX,,Rixubis,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_gamma,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Baxalta Innovations,BENEFIX,,Rixubis,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_gamma,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Baxalta Innovations,REFIXIA,,Rixubis,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_gamma,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Baxalta Innovations,RIXUBIS,,Rixubis,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nonacog_gamma,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Laboratoire Aguettant,SINORA,,Mykronor,"50 ml INFUSIEVLOEISTOF 0,1 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/noradrenaline,11.39,,0.09,10.44954128440367,11.39,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Laboratoire Aguettant,GENERIEK,,Mykronor,"50 ml INFUSIEVLOEISTOF 0,5 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/noradrenaline,21.26,,0.09,19.504587155963304,21.26,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bayer bv,PRIMOLUT-N,,Primolut N,TABLET 5 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/norethisteron,0.21,,0.09,0.19266055045871558,0.21,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Norfloxacine,TABLET 400 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/norfloxacine,0.63,,0.09,0.5779816513761468,0.63,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Octapharma GmbH,CUTAQUIG,,Cutaquig,6 ml INJECTIEVLOEISTOF 165 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__im_en_sc_,83.65,,0.09,76.74311926605505,83.65,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Octapharma GmbH,CUVITRU,,Cutaquig,5 ml INJECTIEVLOEISTOF 200 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__im_en_sc_,84.5,,0.09,77.5229357798165,84.5,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Octapharma GmbH,HIZENTRA,,Cutaquig,5 ml INJECTIEVLOEISTOF 200 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__im_en_sc_,84.5,,0.09,77.5229357798165,84.5,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pharmanovia Benelux BV,GAMUNEX,,Flebogamma DIF,50 ml INFUSIEVLOEISTOF 100 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__iv_,474.15,,0.09,434.99999999999994,474.15,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pharmanovia Benelux BV,INTRATECT,,Flebogamma DIF,50 ml INFUSIEVLOEISTOF 100 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__iv_,449.63,,0.09,412.5045871559633,449.63,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pharmanovia Benelux BV,IQYMUNE,,Flebogamma DIF,20 ml INFUSIEVLOEISTOF 100 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__iv_,184.65,,0.09,169.40366972477062,184.65,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pharmanovia Benelux BV,KIOVIG,,Flebogamma DIF,10 ml INFUSIEVLOEISTOF 100 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__iv_,94.83,,0.09,86.99999999999999,94.83,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pharmanovia Benelux BV,NANOGAM,,Flebogamma DIF,25 ml INFUSIEVLOEISTOF 100 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__iv_,242.53,,0.09,222.5045871559633,242.53,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pharmanovia Benelux BV,OCTAGAM,,Flebogamma DIF,50 ml INFUSIEVLOEISTOF 100 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__iv_,449.63,,0.09,412.5045871559633,449.63,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pharmanovia Benelux BV,PANZYGA,,Flebogamma DIF,50 ml INFUSIEVLOEISTOF 100 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__iv_,449.63,,0.09,412.5045871559633,449.63,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pharmanovia Benelux BV,PRIVIGEN,,Flebogamma DIF,25 ml INFUSIEVLOEISTOF 100 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__iv_,242.53,,0.09,222.5045871559633,242.53,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pharmanovia Benelux BV,GAMMAGARD S/D,,Flebogamma DIF,POEDER VOOR OPLOSSING VOOR INFUSIE,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__iv_,977.59,,0.09,896.8715596330275,977.59,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pharmanovia Benelux BV,FLEBOGAMMA DIF,,Flebogamma DIF,100 ml INFUSIEVLOEISTOF 50 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/normaal_immunoglobuline__iv_,474.14,,0.09,434.99082568807336,474.14,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Lundbeck bv,GENERIEK,,Nortrilen,TABLET 10 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nortriptyline,0.61,,0.09,0.5596330275229358,0.61,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Lundbeck bv,NORTRILEN,,Nortrilen,TABLET 10 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nortriptyline,0.63,,0.09,0.5779816513761468,0.63,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Cooper Consumer Health International,GENERIEK,,Natterman Noscasan,TABLET 15 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/noscapine,2.77,,0.09,2.5412844036697244,2.77,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Cooper Consumer Health International,NOSCAPECT,,Natterman Noscasan,TABLET 15 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/noscapine,2.51,,0.09,2.3027522935779814,2.51,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Cooper Consumer Health International,HOESTDRANK,,Natterman Noscasan,STROOP 1 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/noscapine,5.24,,0.09,4.807339449541284,5.24,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Cooper Consumer Health International,LIVSANE,,Natterman Noscasan,STROOP 1 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/noscapine,3.95,,0.09,3.623853211009174,3.95,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Cooper Consumer Health International,NATTERMAN NOSCASAN,,Natterman Noscasan,STROOP 1 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/noscapine,8.49,,0.09,7.788990825688073,8.49,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Biogen Netherlands,SPINRAZA,,Spinraza,"5 ml INJECTIEVLOEISTOF 2,4 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nusinersen,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Nystatine,SUSPENSIE VOOR ORAAL GEBRUIK 100.000E/ ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/n/nystatine,1.67,,0.09,1.5321100917431192,1.67,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,SERB SA,TOXOGONIN,,Toxogonin,1 ml INJECTIEVLOEISTOF 250 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/obidoxim,7.41,,0.09,6.798165137614679,7.41,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Roche Nederland bv,GAZYVARO,,Gazyvaro,40 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 25 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/obinutuzumab,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Roche Nederland bv,OCREVUS,,Ocrevus,10 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 30 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/ocrelizumab,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,JIVI,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,ALTUVOCT,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,ELOCTA,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,OCTANATE LV,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,904.7,,0.09,830.0,904.7,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,OCTANATE,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,226.18,,0.09,207.5045871559633,226.18,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,AFSTYLA,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,REFACTO AF,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,ADVATE,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,KOVALTRY,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,ADYNOVI,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,NUWIQ,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,NOVOEIGHT,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,ESPEROCT,,Advate,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/o/octocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
