Local Product Name,Local Pack Code,Generic Name,WHO ATC Code,Formulation,Strength Size,Fill Size,Customized 1,Marketing Authority / Company Name,Effective Start Date,Effective End Date,Public with VAT Price,Pharmacy Purchase Price,Local Pack Description,Reimbursable Status,Reimbursable Rate,Reimbursable Notes,Copayment Value,Copayment Percent,Margin Rule,VAT Percent,detail_url
SEFSIDAL-SANOVEL,8699536092072,cefpodoxime,J01DD13,film-coated tablet,200 mg,10 film-coated tablets (blister 1 x 10)/box,"1 филм-обложена таблета содржи: цефподоксим проксетил. . . 260,90 mg (еквивалентен на 200 mg цефподоксим)","SANOVEL Ilac Sanayi ve Ticaret A.S., Silivri/Istanbul, Turkey",23.04.2025,,0,0,film-coated tablet 10 film-coated tablets (blister 1 x 10)/box 200 mg 1 film-coated tablet contains: cefpodoxime proxetil...260.90 mg (equivalent to 200 mg cefpodoxime),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2079105543?t:ac=overview
SEFSIDAL-SANOVEL,8699536092058,cefpodoxime,J01DD13,film-coated tablet,200 mg,14 филм-обложени таблети (блистер 2 х 7)/кутија,1 film-coated tablet contains: cefpodoxime proxetil...260.90 mg (equivalent to 200 mg cefpodoxime),"SANOVEL Ilac Sanayi ve Ticaret A.S., Силиври/Истанбул, Турција",23.04.2025,,0,0,film-coated tablet 14 film-coated tablets (blister 2 x 7)/box 200 mg 1 film-coated tablet contains: cefpodoxime proxetil...260.90 mg (equivalent to 200 mg cefpodoxime),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2079105542?t:ac=overview
SEFSIDAL-SANOVEL,8699536092065,cefpodoxime,J01DD13,film-coated tablet,200 mg,20 филм-обложени таблети (блистер 2 х 10)/кутија,"1 филм-обложена таблета содржи: цефподоксим проксетил. . . 260,90 mg (еквивалентен на 200 mg цефподоксим)","SANOVEL Ilac Sanayi ve Ticaret A.S., Силиври/Истанбул, Турција",23.04.2025,,603.75,460,film-coated tablet 20 film-coated tablets (blister 2 x 10)/box 200 mg 1 film-coated tablet contains: cefpodoxime proxetil...260.90 mg (equivalent to 200 mg cefpodoxime),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2078978342?t:ac=overview
SEIDIGESTAN,8437013219242,progesterone,G03DA04,"перорална или вагинална капсула, мека",100 mg,"30 capsules, soft (blister 2 x 15)/box",1 soft capsule contains: progesterone...100 mg,"SEID, S.A., Barcelona, ​​Spain",27.10.2025,15.10.2030,0,0,"перорална или вагинална капсула, мека 30 капсули, меки (блистер 2 х 15)/кутија 100 mg 1 капсула, мека содржи: прогестерон. . . 100 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4841925285?t:ac=overview
SEIDIGESTAN,8437013219259,progesterone,G03DA04,"перорална или вагинална капсула, мека",200 mg,"15 capsules, soft (blister 1 x 15)/box",1 soft capsule contains: progesterone...200 mg,"SEID, S.A., Барселона, Шпанија",27.10.2025,15.10.2030,0,0,"oral or vaginal capsule, soft 15 capsules, soft (blister 1 x 15)/box 200 mg 1 capsule, soft contains: progesterone...200 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4841925286?t:ac=overview
SEIDIGESTAN,8437013219266,progesterone,G03DA04,"oral or vaginal capsule, soft",200 mg,"60 capsules, soft (blister 4 x 15)/box",1 soft capsule contains: progesterone...200 mg,"SEID, S.A., Barcelona, ​​Spain",27.10.2025,15.10.2030,0,0,"oral or vaginal capsule, soft 60 capsules, soft (blister 4 x 15)/box 200 mg 1 capsule, soft contains: progesterone...200 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4841925287?t:ac=overview
SELEMYCIN,5290931000445,amikacin,J01GB06,solution for injection or infusion,500 mg/2 ml,10 ampoules x 2 ml/box,1 ml раствор содржи: амикацин сулфат. . . 250 mg,"MEDOCHEMIE Ltd, Limassol, Cyprus",06.07.2020,,1100,838.09,раствор за инјектирање или инфузија 10 ампули х 2 ml/кутија 500 mg/2 ml 1 ml раствор содржи: амикацин сулфат. . . 250 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/932681582?t:ac=overview
SELFLEKS FLUKOSEL,8680400770592,fluconazole,J02AC01,раствор за инфузија,2 mg/ml,1 РР ќеса х 50 ml/алуминиумска ќеса,1 ml of solution for infusion contains: fluconazole...2 mg (50 ml solution for infusion contains 100 mg fluconazole),"Osel Ilac San Ve Tic A.S., Бејкоз/Истанбул, Турција",27.12.2024,03.12.2029,0,0,solution for infusion 1 PP bag x 50 ml/aluminum bag 2 mg/ml 1 ml solution for infusion contains: fluconazole...2 mg (50 ml solution for infusion contains 100 mg fluconazole),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3863548521?t:ac=overview
SELOPARIN,8680400770653,heparin,B01AB01,solution for injection,25 000 IE/5 ml,1 стаклена вијала х 5 ml/кутија,5 ml solution contains: heparin sodium...25 000 IU,"MEFAR ILAC SANAYII A.S., Istanbul, Turkey, Haver Trakya İlac San.ve Tic.A.S., Tekirdag, Turkey",12.12.2022,,265.9,197.84,solution for injection 1 glass vial x 5 ml/box 25 000 IU/5 ml 5 ml solution contains: heparin sodium...25 000 IU,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4063874612?t:ac=overview
SELOVITA-C,8680400770561,ascorbic acid,A11GA01,solution for injection,500 mg/5 ml,5 ampoules x 5 ml/box,1 ampoule contains: ascorbic acid...500 mg,"Osel Ilac San Ve Tic A.S., Beykoz/Istanbul, Turkey",10.02.2021,09.02.2026,178.38,132.72,solution for injection 5 ampoules x 5 ml/box 500 mg/5 ml 1 ampoule contains: ascorbic acid...500 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2367425647?t:ac=overview
SEMGLEE,5099151916624,insulin glargine,A10AE04,solution for injection,100 E/ml,5 pre-filled pens x 3 ml/box,1 ml of solution contains: insulin glargine...100E (equivalent to 3.64 mg),"Mc Dermott Laboratories T/A Mylan Dublin Biologics, Dublin, Ireland, Mylan Germany GmbH, Bad Homburg, Germany",19.05.2020,14.05.2025,0,0,solution for injection 5 filled injection pens x 3 ml/box 100 U/ml 1 ml solution contains: insulin glargine...100E (equivalent to 3.64 mg),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2794917270?t:ac=overview
SEPTANAZAL for adults,3838989628970,"xylometazoline, dexpanthenol",R01AB06,"nasal spray, solution",(1 mg/50 mg)/1 ml,1 HDPE spray with spray pump x 10 ml/box,1 ml of solution contains: xylometazoline hydrochloride...1 mg dexpanthenol...50 mg,"KRKA tovarna salvad d.d., Novo Mesto, Slovenia",21.11.2019,,0,0,"nasal spray, solution 1 HDPE spray with spray pump x 10 ml/box (1 mg/50 mg)/1 ml 1 ml solution contains: xylometazoline hydrochloride...1 mg dexpanthenol...50 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/916181273?t:ac=overview
SEPTANAZAL for children,3838989628987,"xylometazoline, dexpanthenol",R01AB06,"nasal spray, solution","(0,5 mg/50 mg)/1 ml",1 HDPE spray with spray pump x 10 ml/box,1 ml of solution contains: xylometazoline hydrochloride...0.5 mg dexpanthenol...50 mg,"KRKA tovarna salvad d.d., Novo Mesto, Slovenia",21.11.2019,,0,0,"спреј за нос, раствор 1 HDPE спреј со пумпица за распрскување х 10 ml/кутија (0,5 mg/50 mg)/1 ml 1 ml раствор содржи: ксилометазолин хидрохлорид . . . 0,5 mg декспантенол . . . 50 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/916181274?t:ac=overview
SEPTANEST with ADRENALINE 1:100 000,3701398100088,"articaine, adrenaline",N01BB58,раствор за инјектирање,"40 mg/ml + 0,01 mg/ml",50 cartridges x 1.7 ml/box,1 cartridge x 1.7 ml contains: articaine hydrochloride...68 mg of adrenaline...0.017 mg,"SEPTODONT, Сент Мор де Фосе, Франција",15.06.2020,11.06.2025,1374.08,1046.92,solution for injection 50 cartridges x 1.7 ml/box 40 mg/ml + 0.01 mg/ml 1 cartridge x 1.7 ml contains: articaine hydrochloride...68 mg of adrenaline...0.017 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2999517941?t:ac=overview
SEPTOLETE MENTHOL,3838989514648,benzalkonium,R02AA16,lozenge,1 mg,30 lozenges (blister 2 x 15)/box,1 lozenge contains: benzalkonium chloride...1 mg Excipients: essential oil of mint...1 mg of eucalyptus essential oil...0.60 mg levomenthol...1.20 mg thymol...0.60 mg,"KRKA, d.d., Novo mesto (Šmajreška cesta 6), Novo Mesto, Slovenia",18.12.2018,,0,0,"пастила 30 пастили (блистер 2 х 15)/кутија 1 mg 1 пастила содржи: бензалкониум хлорид . . . 1 mg Ексципиенси: етерично масло од нане . . . 1 mg етерично масло од еукалиптус . . . 0,60 mg левоментол . . . 1,20 mg тимол . . . 0,60 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56688?t:ac=overview
SEPTOLETE PLUS,3838989581862,"benzocaine, cetylpyridinium",R02AA06,"mouth spray, solution",(10 mg/2 mg)/1 ml,HDPE спреј контејнер со пумпа за распрскување х 30 ml/кутија,1 ml of solution contains: benzocaine...10 mg cetylpyridine chloride...2 mg,"KRKA, d.d., Novo mesto (Шмајрешка цеста 6), Ново Место, Словенија",17.11.2016,,0,0,mouth spray solution HDPE spray container with spray pump x 30 ml/box (10 mg/2 mg)/1 ml 1 ml solution contains: benzocaine ...10 mg cetylpyridine chloride...2 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56272?t:ac=overview
SEPTOLETE TOTAL,3838989653774,"benzydamine, cetylpyridinium",R02AX03,"mouth spray, solution","(1,5 mg + 5 mg)/1 ml",HDPE container x 30 ml+ spray pump+ PP cap/box,1 ml of solution contains: benzydamine hydrochloride...1.5 mg cetylpyridinium chloride...2 mg,"KRKA d.d.(Lochna), Novo Mesto, Slovenia",28.09.2020,,0,0,"mouth spray, solution HDPE container x 30 ml+ spray pump+ PP cap/box (1.5 mg + 5 mg)/1 ml 1 ml solution contains: benzydamine hydrochloride...1.5 mg cetylpyridinium chloride...2 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3041535494?t:ac=overview
SEPTOLETE TOTAL EUCALYPTUS,3838989653743,"benzydamine, cetylpyridinium",R02AX03,lozenge,3 mg/1 mg,32 lozenges (blister 4 x 8)/box,"1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride monohydrate...1,050 mg (equivalent to 1 mg","TAD Pharma GmbH , Куксхавен, Германија, KRKA d.d. (Лочна), Ново Место, Словенија",20.01.2021,,0,0,"lozenge 32 lozenges (blister 4 x 8)/box 3 mg/1 mg 1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride monohydrate...1,050 mg (equivalent to 1 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3110955686?t:ac=overview
SEPTOLETE TOTAL EUCALYPTUS,3838989653767,"benzydamine, cetylpyridinium",R02AX03,lozenge,3 mg/1 mg,24 lozenges (blister 3 x 8)/box,"1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride monohydrate...1,050 mg (equivalent to 1 mg","TAD Pharma GmbH, Cuxhaven, Germany, KRKA d.d.(Lochna), Novo Mesto, Slovenia",20.01.2021,,0,0,"lozenge 24 lozenges (blister 3 x 8)/box 3 mg/1 mg 1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride monohydrate...1,050 mg (equivalent to 1 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3110955687?t:ac=overview
SEPTOLETE TOTAL EUCALYPTUS,3838989653750,"benzydamine, cetylpyridinium",R02AX03,lozenge,3 mg/1 mg,16 lozenges (blister 2 x 8)/box,"1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride monohydrate...1,050 mg (equivalent to 1 mg cetylpyridinium chloride)","TAD Pharma GmbH, Cuxhaven, Germany, KRKA d.d.(Lochna), Novo Mesto, Slovenia",20.01.2021,,0,0,"lozenge 16 lozenges (blister 2 x 8)/box 3 mg/1 mg 1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride monohydrate...1,050 mg (equivalent to 1 mg cetylpyridinium chloride)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3110955681?t:ac=overview
SEPTOLETE TOTAL lemon and elder flower,3838989678487,"benzydamine, cetylpyridinium",R02AX03,lozenge,3 mg/1 mg,32 lozenges (blister 4 x 8)/box,"1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride monohydrate...1,050 mg","TAD Pharma GmbH, Cuxhaven, Germany, KRKA, d.d., Novo mesto (Šmajreška cesta 6), Novo Mesto, Slovenia",06.10.2023,,0,0,"lozenge 32 lozenges (blister 4 x 8)/box 3 mg/1 mg 1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride monohydrate...1,050 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3110955682?t:ac=overview
SEPTOLETE TOTAL lemon and elder flower,3838989678463,"benzydamine, cetylpyridinium",R02AX03,lozenge,3 mg/1 mg,24 lozenges (blister 3 x 8)/box,"1 lozenge contains: benzydamine hydrochloride...3 g cetylpyridinium chloride monohydrate...1,050 mg (equivalent to 1 mg cetylpyridinium chloride)","TAD Pharma GmbH, Cuxhaven, Germany, KRKA, d.d., Novo mesto (Šmajreška cesta 6), Novo Mesto, Slovenia",06.10.2023,,0,0,"lozenge 24 lozenges (blister 3 x 8)/box 3 mg/1 mg 1 lozenge contains: benzydamine hydrochloride...3 g cetylpyridinium chloride monohydrate...1,050 mg (equivalent to 1 mg cetylpyridinium chloride)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3110955685?t:ac=overview
SEPTOLETE TOTAL lemon and elder flower,3838989678456,"benzydamine, cetylpyridinium",R02AX03,lozenge,3 mg/1 mg,16 lozenges (blister 2 x 8)/box,"1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride monohydrate...1,050 mg","TAD Pharma GmbH, Cuxhaven, Germany, KRKA, d.d., Novo mesto (Šmajreška cesta 6), Novo Mesto, Slovenia",06.10.2023,,0,0,"lozenge 16 lozenges (blister 2 x 8)/box 3 mg/1 mg 1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride monohydrate...1,050 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3110955684?t:ac=overview
SEPTOLETE TOTAL lemon and honey,3838989683719,"benzydamine, cetylpyridinium",R02AA20,lozenge,3 mg/1 mg,16 lozenges (blister 2 x 8)/box,1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride...1 mg,"TAD Pharma GmbH, Cuxhaven, Germany, KRKA d.d.(Lochna), Novo Mesto, Slovenia",13.12.2024,,0,0,lozenge 16 lozenges (blister 2 x 8)/box 3 mg/1 mg 1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride...1 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1804193140?t:ac=overview
SEPTOLETE TOTAL lemon and honey,3838989683726,"benzydamine, cetylpyridinium",R02AX03,lozenge,3 mg/1 mg,24 lozenges (blister 3 x 8)/box,1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride...1 mg,"TAD Pharma GmbH, Cuxhaven, Germany, KRKA, d.d., Novo mesto (Šmajreška cesta 6), Novo Mesto, Slovenia",13.12.2024,,0,0,lozenge 24 lozenges (blister 3 x 8)/box 3 mg/1 mg 1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride...1 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3110955683?t:ac=overview
SEPTOLETE TOTAL lemon and honey,3838989683733,"benzydamine, cetylpyridinium",R02AX03,lozenge,3 mg/1 mg,32 lozenges (blister 4 x 8)/box,1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride...1 mg,"TAD Pharma GmbH, Cuxhaven, Germany, KRKA, d.d., Novo mesto (Šmajreška cesta 6), Novo Mesto, Slovenia",13.12.2024,,0,0,lozenge 32 lozenges (blister 4 x 8)/box 3 mg/1 mg 1 lozenge contains: benzydamine hydrochloride...3 mg cetylpyridinium chloride...1 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3110955680?t:ac=overview
SERETIDE DISKUS,5099211002076,"salmeterol, fluticasone",R03AK06,powder for inhalation,50 mcg/100 mcg,1 дискус х 60 дози/кутија,"1 доза/инхалација содржи: салметерол ксинафоат, микронизиран . . . 72,5 mcg (еквивалентен на 50 mcg салметерол) флутиказон пропионат, микронизиран . . . 100 mcg","GLAXO WELLCOME PRODUCTION, Evreux, France, Glaxo Operations UK Limited, Ware, Great Britain",26.10.2021,,1043.8,795.28,"прашок за инхалирање 1 дискус х 60 дози/кутија 50 mcg/100 mcg 1 доза/инхалација содржи: салметерол ксинафоат, микронизиран . . . 72,5 mcg (еквивалентен на 50 mcg салметерол) флутиказон пропионат, микронизиран . . . 100 mcg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/53591?t:ac=overview
SERETIDE DISKUS,3393370040811,"salmeterol, fluticasone",R03AK06,powder for inhalation,50 mcg/500 mcg,1 disk x 60 doses/box,"1 dose/inhalation contains: salmeterol xinafoate, micronized...72.5 mcg (equivalent to 50 mcg salmeterol) fluticasone propionate, micronized...500 mcg","GLAXO WELLCOME PRODUCTION, Евреукс, Франција, Glaxo Operations UK Limited , Варе, Велика Британија",26.10.2021,,2040.21,1619.22,"inhalation powder 1 disc x 60 doses/box 50 mcg/500 mcg 1 dose/inhalation contains: salmeterol xinafoate, micronized...72.5 mcg (equivalent to 50 mcg salmeterol) fluticasone propionate, micronized...500 mcg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/53827?t:ac=overview
SERETIDE DISKUS,3393370040804,"salmeterol, fluticasone",R03AK06,powder for inhalation,50 mcg/250 mcg,1 disk x 60 doses/box,"1 доза/инхалација содржи: салметерол ксинафоат, микронизиран . . . 72,5 mcg (еквивалентен на 50 mcg салметерол) флутиказон пропионат, микронизиран . . . 250 mcg","GLAXO WELLCOME PRODUCTION, Evreux, France, Glaxo Operations UK Limited, Ware, Great Britain",26.10.2021,,1299.4,990.03,"inhalation powder 1 disc x 60 doses/box 50 mcg/250 mcg 1 dose/inhalation contains: salmeterol xinafoate, micronized...72.5 mcg (equivalent to 50 mcg salmeterol) fluticasone propionate, micronized...250 mcg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/53592?t:ac=overview
SEROXAT,0001812002626,paroxetine,N06AB05,film-coated tablet,20 mg,30 таблети (блистер 3 х 10)/кутија,"1 film-coated tablet contains: paroxetine hydrochloride hemihydrate...22.8 mg (equivalent to 20 mg paroxetine, free base)","Delpharm Poznan Spolka Akcyjna, Poznan, Poland",25.10.2021,,284.89,211.97,"film-coated tablet 30 tablets (blister 3 x 10)/box 20 mg 1 film-coated tablet contains: paroxetine hydrochloride hemihydrate...22.8 mg (equivalent to 20 mg paroxetine, free base)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3095920921?t:ac=overview
SEVIKAR,8594739255579,"olmesartan medoxomil, amlodipine",C09DB02,film-coated tablet,40 mg/10 mg,28 film-coated tablets (blister 2 x 14)/box,"1 tablet contains: olmesartan medoxomil...40 mg amlodipine besylate...13,888 mg (equivalent to 10 mg amlodipine)","Daiichi Sankyo Europe GmbH , Пфафенхофен/Илм, Германија, LABORMED Pharma S.A., Букурешт, Романија",26.02.2024,12.02.2029,0,0,"film-coated tablet 28 film-coated tablets (blister 2 x 14)/box 40 mg/10 mg 1 tablet contains: olmesartan medoxomil...40 mg amlodipine besylate...13,888 mg (equivalent to 10 mg amlodipine)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3398271108?t:ac=overview
SEVELAMERCARBONAT STADA,4011548021736,sevelamer carbonate,V03AE02,film-coated tablet,800 mg,180 tablets in HDPE container/box,1 film-coated tablet contains: sevelamer carbonate...800 mg,"STADA Arznemittel AG, Bad Wilbel, Germany",16.03.2021,,5208.3,4133.57,film-coated tablet 180 tablets in HDPE container/box 800 mg 1 film-coated tablet contains: sevelamer carbonate...800 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3098954396?t:ac=overview
SEVIKAR,8594739310247,"olmesartan medoxomil, amlodipine",C09DB02,film-coated tablet,40 mg/5 mg,28 film-coated tablets (blister 2 x 14)/box,1 tablet contains: olmesartan medoxomil...40 mg amlodipine besylate...6.944 mg (equivalent to 5 mg amlodipine),"Daiichi Sankyo Europe GmbH, Pfaffenhofen/Ilm, Germany, LABORMED Pharma S.A., Bucharest, Romania",26.02.2024,12.02.2029,0,0,film-coated tablet 28 film-coated tablets (blister 2 x 14)/box 40 mg/5 mg 1 tablet contains: olmesartan medoxomil...40 mg amlodipine besylate...6.944 mg (equivalent to 5 mg amlodipine),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3398271109?t:ac=overview
SEVOFLURANE BAXTER,8699525342812,sevoflurane,N01AB08,"vapor for inhalation, liquid",100%,6 bottles x 250 ml/box,1 ml of liquid contains: sevoflurane...1 mg,"BAXTER S.A., Lesines, Belgium",30.03.2020,,36435,33500,"vapor for inhalation, liquid 6 bottles x 250 ml/box 100% 1 ml liquid contains: sevoflurane...1 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/951883596?t:ac=overview
SEVORANE,8054083005478,sevoflurane,N01AB08,"пареа за инхалирање, течност",250 ml,1 PE bottle x 250 ml/box,250 ml liquid contains: sevoflurane 100% V/V,"ABBVIE S.r.l., Камповерде Ди Априлиа, Италија",03.12.2020,,7560,6000,"vapor for inhalation, liquid 1 PE bottle x 250 ml/box 250 ml 250 ml liquid contains: sevoflurane 100% V/V",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/53842?t:ac=overview
SIDATA,8600097421034,sertraline,N06AB06,film-coated tablet,50 mg,28 филм-обложени таблети (блистер 2 х 14)/кутија,1 film-coated tablet contains: sertraline hydrochloride...56 mg (equivalent to 50 mg sertraline),"HEMOFARM A.D., Vrsac, Serbia",26.07.2018,,274.98,204.6,film-coated tablet 28 film-coated tablets (blister 2 x 14)/box 50 mg 1 film-coated tablet contains: sertraline hydrochloride...56 mg (equivalent to 50 mg sertraline),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/817065698?t:ac=overview
SIFOXINA,5310001279585,sitagliptin,A10BH01,film-coated tablet,25 mg,30 tablets (blister 3 x 10)/box,"1 tablet contains: sitagliptin phosphate monohydrate...32,125 mg (equivalent to 25 mg sitagliptin)","ALKALOID AD Skopje - Pharmaceutical, Chemical, Cosmetic Industry, Skopje, R.North Macedonia",26.04.2024,04.04.2029,0,0,"film-coated tablet 30 tablets (blister 3 x 10)/box 25 mg 1 tablet contains: sitagliptin phosphate monohydrate...32,125 mg (equivalent to 25 mg sitagliptin)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3477217020?t:ac=overview
SIFOXINA,5310001279592,sitagliptin,A10BH01,film-coated tablet,50 mg,30 film-coated tablets (blister 3 x 10)/box,1 tablet contains: sitagliptin phosphate monohydrate...64.25 mg (equivalent to 50 mg sitagliptin),"ALKALOID AD Skopje - Pharmaceutical, Chemical, Cosmetic Industry, Skopje, R.North Macedonia",26.04.2024,04.04.2029,0,0,"филм-обложена таблета 30 филм-обложени таблети (блистер 3 х 10)/кутија 50 mg 1 таблета содржи: ситаглиптин фосфат монохидрат. . . 64,25 mg (еквиваленен на 50 mg ситаглиптин)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3473700029?t:ac=overview
SIFOXINA,5310001279578,sitagliptin,A10BH01,film-coated tablet,100 mg,30 таблети (блистер 2 х 15)/кутија,1 tablet contains: sitagliptin phosphate monohydrate...128.50 mg (equivalent to 100 mg sitagliptin),"ALKALOID AD Skopje - Pharmaceutical, Chemical, Cosmetic Industry, Skopje, R.North Macedonia",17.07.2024,10.05.2029,0,0,film-coated tablet 30 tablets (blister 2 x 15)/box 100 mg 1 tablet contains: sitagliptin phosphate monohydrate...128.50 mg (equivalent to 100 mg sitagliptin),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3536762364?t:ac=overview
