Generic,Flags,Form,Strength,StrengthValue,StrengthUnit,PPB,DIN,Brand,Manufacturer,Pack,PackPrice,UnitPrice,UnitPriceSource,Page,confidence,confidence_label,confidence_reason
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99001667,"Allevyn Adhésif (12,5 cm 12,5 cm 100 cm²)",x S. & N.,10,58.65,10.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99004585,"Allevyn Adhésif (12,5 cm 22,5 cm 200 cm²)",x S. & N.,10,110.18,10.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100476,"Allevyn Gentle Border (12,5 cm x 12,5 cm 100 cm²)",S. & N.,10,59.0,10.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100139,Biatain Adhésif (18 cm x 18 cm 196 cm²),Coloplast,5,52.92,5.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100654,Biatain Silicone (15 cm x 15 cm 104 cm²),Coloplast,5,32.75,5.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100742,"Biatain Silicone (17,5 cm 17,5 cm 156 cm²)",x Coloplast,5,48.95,5.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99005026,Combiderm ACD (15 cm 25 cm 200 cm²),x Convatec,1,12.0,1.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100752,Cutimed Siltec B (15 cm 15 cm 100 cm²),x BSN Med,10,58.0,10.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100753,"Cutimed Siltec B (17,5 cm 17,5 cm 144 cm²)",x BSN Med,5,43.61,5.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99110093,Mepilex Border Flex (15 x 15 cm 120 cm²),cm Mölnlycke,10,74.1,10.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99109793,Mepilex Border Flex (15 x 20 cm 175 cm²),cm Mölnlycke,10,108.1,10.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99114262,Mepilex Border Flex Lite (15 cm x 15 cm 121 cm²),Mölnlycke,5,24.85,5.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100661,"Optifoam (15,2 cm x 15,2 cm 131 cm²)",Medline,100,440.3,100.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100199,"Tegaderm 3M-Pansement en mousse adhésif 14,3 x 14,3-100 cm²",3M,1,6.87,1.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100854,"Tegaderm 3M-Pansement en mousse adhésif 19cm x 22,2cm-188cm²",3M,5,55.0,5.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101337,UrgoTul Absorb Border (15 cm x 20 cm 141 cm²) Page 470 2025-08,Urgo,10,87.2,10.0,Printed,492,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99001659,"Allevyn Adhésif (17,5 cm 17,5 cm 225 cm2)",x S. & N.,1,11.72,1.0,Printed,493,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99001896,"Allevyn Adhésif (22,5 cm 22,5 cm 400 cm²)",x S. & N.,1,22.41,1.0,Printed,493,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100477,"Allevyn Gentle Border (17,5 cm x 17,5 cm 225 cm²)",S. & N.,10,118.0,10.0,Printed,493,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99114249,Allevyn Life (21 cm x 21 211 cm2),cm S. & N.,10,109.77,10.0,Printed,493,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99004526,Combiderm ACD (20 cm 20 cm 225 cm²),x Convatec,5,51.54,5.0,Printed,493,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100754,"Cutimed Siltec B (22,5 cm 22,5 cm 272 cm²) 2025-08 Page 471",x BSN Med,5,66.86,5.0,Printed,493,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99001713,"Allevyn Adhésif (7,5 cm 7,5 cm 25 cm²)",x S. & N.,10,24.14,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100474,Allevyn Gentle Border (10 cm x 10 cm 56 cm²),S. & N.,10,49.0,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99114245,"Allevyn Life (10,3 cm x 10,3 cm 23 cm2)",S. & N.,10,19.86,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99114246,"Allevyn Life (12,9 cm x 12,9 cm 52 cm2)",S. & N.,10,45.0,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99114247,"Allevyn Life (15,4 cm x 15,4 cm 93 cm2)",S. & N.,10,57.0,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100612,"Biatain Adhésif (10 cm x 10 cm 28,3 cm²)",Coloplast,10,27.1,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100137,"Biatain Adhésif (12,5 cm 12,5 cm 64 cm²)",x Coloplast,10,44.8,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100613,"Biatain Adhésif (7,5 cm x 7,5 cm 12,6 cm²)",Coloplast,10,12.1,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100820,Biatain Silicone (10 cm x 10 cm 36 cm²),Coloplast,10,32.0,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101375,"Biatain Silicone (10 cm x 20 cm 85,3 cm²)",Coloplast,5,35.0,5.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100653,"Biatain Silicone (12,5 cm 12,5 cm 64 cm²)",x Coloplast,10,52.0,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99004968,Combiderm ACD (10 cm 10 cm 49 cm²),x Convatec,1,3.2,1.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99001853,Combiderm ACD (13 cm 13 cm 81 cm²),x Convatec,10,45.83,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101205,"Cutimed Siltec B (10 cm 22,5 cm 99 cm²)",x BSN Med,10,87.12,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100751,"Cutimed Siltec B (12,5 cm 12,5 cm 64 cm²)",x BSN Med,10,52.0,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99109593,Mepilex Border Flex (10 x 10 cm 41 cm²),cm Mölnlycke,10,36.0,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99114263,Mepilex Border Flex (10 x 20 cm 96 cm²),cm Mölnlycke,10,83.9,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99109693,"Mepilex Border Flex (12,5 cm x 12,5 cm 71 cm²)",Mölnlycke,10,62.4,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99109893,"Mepilex Border Flex (7,5 x 7,5 cm 20 cm²)",cm Mölnlycke,10,17.5,10.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99114261,"Mepilex Border Flex Lite (10 cm x 10 cm 42,25 cm²)",Mölnlycke,5,14.85,5.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99114260,"Mepilex Border Flex Lite (5 cm x 12,5 cm 21,25 cm²)",Mölnlycke,5,9.98,5.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99114259,"Mepilex Border Flex Lite (7,5 cm x 7,5 cm 20,25 cm²)",Mölnlycke,5,8.8,5.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100660,"Optifoam (10,2 cm x 10,2 cm 40 cm²)",Medline,100,243.1,100.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100198,Tegaderm 3M-Pansement en mousse adhésif 10cm x 11cm-46cm²,3M,1,4.41,1.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100853,"Tegaderm 3M-Pansement en mousse adhésif 14,3 x 15,6-86 cm²",3M,5,25.0,5.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100197,"Tegaderm 3M-Pansement en mousse adhésif 8,8cm x 8,8cm-25cm²",3M,1,2.68,1.0,Printed,494,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101310,UrgoTul Absorb Border (10 cm x 10 cm 36 cm²),Urgo,10,31.5,10.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101309,UrgoTul Absorb Border (15 cm x 15 cm 93 cm²) Pans. Sacrum ou triangulaire,Urgo,10,61.8,10.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99114250,"Allevyn Life Sacrum (17,2 cm x 17,5 cm 96 cm2)",S. & N.,10,71.02,10.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99114251,"Allevyn Life Sacrum (21,6 cm x 23 cm 182 cm2)",S. & N.,10,134.44,10.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99004259,Allevyn Sacrum (17 cm x 17 cm 123 cm²),S. & N.,1,9.39,1.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99002957,Allevyn Sacrum (23 cm x 23 cm 237 cm²),S. & N.,1,17.05,1.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101315,Biatain adhésif (Sacrum 23 cm x 23 cm 123 cm²),Coloplast,5,46.35,5.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99005018,Combiderm ACD (Triangulaire 15 cm x 18 cm 96 cm²),Convatec,1,8.62,1.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100105,"Combiderm ACD (Triangulaire 20 cm x 22,5 cm 216 cm²)",Convatec,1,14.39,1.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100447,Mepilex Border Sacrum (16 cm x 20 cm 120 cm²),Mölnlycke,10,95.8,10.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100448,Mepilex Border Sacrum (22 cm x 25 cm 240 cm²),Mölnlycke,10,139.6,10.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101316,UrgoTul Absorb Border (Sacrum) (20 cm x 20 cm 154 cm²),Urgo,10,137.5,10.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101316,UrgoTul Absorb Border (Sacrum) (20 cm x 20 cm 154 cm²),Urgo,,100.0,200.0,Printed,495,0.91,high,Brand wrapped across lines (-0.04); Missing Pack/Format (-0.05)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100887,Allevyn Gentle Border Lite (15 cm x 15 cm 146 cm²),S. & N.,10,59.95,10.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101328,Foam Lite Convatec (15 x 15 cm 121 cm²),cm Convatec,10,49.7,10.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100297,Mepilex Border Lite (15 cm x 15 cm 121 cm²) 2025-08 Page 473,Mölnlycke,5,24.88,5.0,Printed,495,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100886,Allevyn Gentle Border Lite (10 cm x 10 cm 52 cm²),S. & N.,10,36.83,10.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100885,"Allevyn Gentle Border Lite (5,5 cm x 12 cm 27 cm²)",S. & N.,10,25.69,10.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100884,"Allevyn Gentle Border Lite (7,5 cm x 7,5 cm 23 cm²)",S. & N.,10,20.15,10.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100952,Biatain Silicone Lite (10 x 10 cm 36 cm²),cm Coloplast,10,24.8,10.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100890,"Biatain Silicone Lite (12,5 cm x 12,5 cm 64 cm²)",Coloplast,10,27.8,10.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101211,"Biatain silicone lite (7,5 cm 7,5 cm 20 cm²)",x Coloplast,10,17.5,10.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101327,"Foam Lite Convatec (10 x 10 cm 42,25 cm²)",cm Convatec,10,40.0,10.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101893,"Foam Lite Convatec (10 x 20 cm 97,5 cm²)",cm Convatec,10,82.51,10.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101329,"Foam Lite Convatec (5,5 x 12 cm 24 cm²)",cm Convatec,10,22.5,10.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99101326,Foam Lite Convatec (8cm 8 cm 25 cm²),x Convatec,10,23.67,10.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100296,Mepilex Border Lite (10 cm x 10 cm 42 cm²),Mölnlycke,5,14.94,5.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100293,Mepilex Border Lite (4 cm 5 cm 6 cm²),x Mölnlycke,10,13.89,10.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100294,"Mepilex Border Lite (5 cm 12,5 cm 21 cm²)",x Mölnlycke,5,10.68,5.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ABSORBANT BORDÉ MOUSSE HYDROPHILE SEULE OU EN ASSOCIATION,,Co.,125 mg,125,mg,TRUE,99100295,"Mepilex Border Lite (7,5 x 7,5 cm 20 cm²) Page 474 2025-08",cm Mölnlycke,5,8.9,5.0,Printed,496,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100559,Allevyn Ag Gentle (10 cm 10 cm 100 cm²),x S. & N.,10,74.1,10.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100456,Allevyn Ag Non Adhésif (10 cm x 10 cm 100 cm²),S. & N.,10,74.1,10.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100953,Aquacel Ag Extra (10 cm 10 cm 100 cm²),x Convatec,10,63.9,10.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100998,Aquacel Ag Foam (10 cm 10 cm 100 cm²),x Convatec,10,65.0,10.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99101228,Aquacel Ag+Extra (10 cm 10 cm 100 cm²),x Convatec,10,65.0,10.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100324,Biatain Ag Non-Adhesive (10 cm x 10 cm 100 cm²),Coloplast,5,33.25,5.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100325,Biatain Ag Non-Adhesive (10 cm x 20 cm 200 cm²),Coloplast,5,66.5,5.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100541,Biatain Alginate Ag (10 cm 10 cm 100 cm²),x Coloplast,10,52.5,10.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99101452,Exufiber Ag+ (10 cm x 10 cm 100 cm²),Mölnlycke,10,64.7,10.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100545,Melgisorb Ag (10 cm x 10 cm 100 cm²),Mölnlycke,10,59.74,10.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100366,Mepilex Ag (10 cm x 10 100 cm²),cm Mölnlycke,5,34.33,5.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100367,Mepilex Ag (10 cm x 20 179 cm²),cm Mölnlycke,5,64.67,5.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100663,Optifoam Ag Non-Adhesive (10 cm x 10 cm 100 cm²),Medline,100,453.0,100.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100288,Silvercel (10 cm x 20 cm 200 cm²),3M,5,80.44,5.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99100289,Silvercel (11 cm x 11 cm 121 cm²),3M,10,96.0,10.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
PANSEMENT ANTIMICROBIEN ARGENT,,Co.,125 mg,125,mg,TRUE,99101346,Silvercel non adhérent (10 cm x 20 cm200 cm²),3M,5,64.99,5.0,Printed,497,0.96,high,Brand wrapped across lines (-0.04)
