DIN,Product,Manufacturer,Format,Cost,UnitPrice
02391775,Aranesp,Amgen,4,1072.00,268.0000
02391783,Aranesp,Amgen,4,1393.60,348.4000
02391791,Aranesp,Amgen,4,1608.00,402.0000
02391805,Aranesp,Amgen,1,536.00,536.0000
02391821,Aranesp,Amgen,1,828.00,828.0000
02392364,Aranesp,Amgen,1,1380.00,1380.0000
02496348,Nubeqa,Bayer,120,3401.28,28.3440
02487241,Apo-Darunavir,Apotex,60,257.82,4.2970
02486121,Auro-Darunavir,AuroPharma,60,257.82,4.2970
02521342,Darunavir,Jamp,60,257.82,4.2970
02522284,M-Darunavir,Mantra Ph.,60,257.82,4.2970
02470705,Apo-Dasatinib,Apotex,30,290.14,9.6713
02514737,Reddy-Dasatinib,Dr Reddy's,60,580.28,9.6713
02293129,Sprycel,B.M.S.,60,2195.08,36.5847
02499282,Taro-Dasatinib,Taro,60,580.28,9.6713
02478307,Teva-Dasatinib,Teva Can,30,290.14,9.6713
02470713,Apo-Dasatinib,Apotex,30,583.93,19.4642
02514745,Reddy-Dasatinib,Dr Reddy's,60,1167.85,19.4642
02293137,Sprycel,B.M.S.,60,4390.13,73.1688
02499304,Taro-Dasatinib,Taro,60,1167.85,19.4642
02478315,Teva-Dasatinib,Teva Can,30,583.93,19.4642
02481499,Apo-Dasatinib,Apotex,30,643.53,21.4511
02514753,Reddy-Dasatinib,Dr Reddy's,60,1287.07,21.4511
02293145,Sprycel,B.M.S.,60,4841.45,80.6908
02499312,Taro-Dasatinib,Taro,60,1287.07,21.4511
02478323,Teva-Dasatinib,Teva Can,30,643.53,21.4511
02470721,Apo-Dasatinib,Apotex,30,1167.06,38.9021
02514788,Reddy-Dasatinib,Dr Reddy's,30,1167.06,38.9021
02320193,Sprycel,B.M.S.,30,4390.13,146.3377
02499339,Taro-Dasatinib,Taro,30,1167.06,38.9021
02478358,Teva-Dasatinib,Teva Can,30,1167.06,38.9021
02545764,Wyost,Sandoz,1,312.00,312.0000
02545411,Jubbonti,Sandoz,1,194.70,194.7000
02533030,Sotyktu,B.M.S.,28,1104.60,39.4500
02363445,Ozurdex,AbbVie,1,1295.00,1295.0000
02495341,ACH-Dimethyl,Fumarate Accord,14,61.97,4.4264
02505762,Apo-Dimethyl,Fumarate Apotex,14,61.97,4.4264
02540746,Auro-Dimethyl,Fumarate AuroPharma,14,61.97,4.4264
02494809,GLN-Dimethyl,Fumarate Glenmark,14,61.97,4.4264
02516047,Jamp,Dimethyl Fumarate Jamp,56,247.88,4.4264
02502690,Mar-Dimethyl,Fumarate Marcan,56,247.88,4.4264
02497026,pms-Dimethyl,Fumarate Phmscience,14,61.97,4.4264
02513781,Sandoz,Dimethyl Fumarate Sandoz,56,247.88,4.4264
02404508,Tecfidera,Biogen,14,178.36,12.7396
02495368,ACH-Dimethyl,Fumarate Accord,56,486.57,8.6888
02505770,Apo-Dimethyl,Fumarate Apotex,56,486.57,8.6888
02540754,Auro-Dimethyl,Fumarate AuroPharma,14,121.64,8.6888
02494817,GLN-Dimethyl,Fumarate Glenmark,60,521.33,8.6888
02516055,Jamp,Dimethyl Fumarate Jamp,56,486.57,8.6888
02502704,Mar-Dimethyl,Fumarate Marcan,56,486.57,8.6888
02497034,pms-Dimethyl,Fumarate Phmscience,56,486.57,8.6888
02513803,Sandoz,Dimethyl Fumarate Sandoz,56,486.57,8.6888
02420201,Tecfidera,Biogen,56,1426.85,25.4795
02257556,Jamp-Diphenhydramine,Jamp,100,7.04,0.0704
00757691,pdp-Diphenhydramine,Pendopharm,100,7.04,0.0704
02257548,Jamp-Diphenhydramine,Jamp,250,13.35,0.0534
02239029,Nadryl,25 Riva,100,5.34,0.0534
00757683,pdp-Diphenhydramine,Pendopharm,100,5.34,0.0534
02471051,Taro-Dipyridamole/ASA,Taro,60,39.94,0.6656
02283255,Jamp-Docusate,Calcium Jamp,250,20.40,0.0816
02500019,AG-Docusate,Sodium Angita,1000,25.00,0.0250
02465329,Alta-Docusate,Sodium Altamed,1000,25.00,0.0250
00716731,Docusate,Sodique Taro,100,2.50,0.0250
02326086,Docusate,sodium Pro Doc,1000,25.00,0.0250
02426838,Docusate,sodium Sanis,1000,25.00,0.0250
02247385,Euro-Docusate,Sandoz,1000,25.00,0.0250
02376121,Jamp Docusate,S Oblong Jamp,1000,25.00,0.0250
02245946,Jamp-Docusate,Sodium Jamp,1000,25.00,0.0250
02437317,M-Docusate,Sodium Mantra Ph.,1000,25.00,0.0250
02530538,NRA-Docusate,Sodium Nora,1000,25.00,0.0250
00703494,pms-Docusate,Sodium Phmscience,100,2.50,0.0250
00514888,Selax,Odan,1000,25.00,0.0250
02432684,AG-Donepezil,Angita,100,45.86,0.4586
02362260,Apo-Donepezil,Apotex,100,45.86,0.4586
02232043,Aricept,Pfizer,30,141.67,4.7223
02400561,Auro-Donepezil,AuroPharma,30,13.76,0.4586
02412853,Bio-Donepezil,Biomed,30,13.76,0.4586
02402645,Donepezil,Accord,100,45.86,0.4586
02416417,Donepezil,Pro Doc,100,45.86,0.4586
02475278,Donepezil,Riva,100,45.86,0.4586
02426846,Donepezil,Sanis,100,45.86,0.4586
02420597,Donepezil,Sivem,100,45.86,0.4586
02416948,Jamp-Donepezil,Tablets Jamp,30,13.76,0.4586
02402092,Mar-Donepezil,Marcan,30,13.76,0.4586
02467453,M-Donepezil,Mantra Ph.,100,45.86,0.4586
02408600,Mint-Donepezil,Mint,100,45.86,0.4586
02439557,NAT-Donepezil,Natco,100,45.86,0.4586
02535386,NRA-Donepezil,Nora,100,45.86,0.4586
02322331,pms-Donepezil,Phmscience,100,45.86,0.4586
02328666,Sandoz,Donepezil Sandoz,100,45.86,0.4586
02381508,Taro-Donepezil,Sun Pharma,100,45.86,0.4586
02340607,Teva-Donepezil,Teva Can,100,45.86,0.4586
02432692,AG-Donepezil,Angita,100,45.86,0.4586
02362279,Apo-Donepezil,Apotex,100,45.86,0.4586
02232044,Aricept,Pfizer,28,132.23,4.7223
02400588,Auro-Donepezil,AuroPharma,30,13.76,0.4586
02412861,Bio-Donepezil,Biomed,30,13.76,0.4586
02402653,Donepezil,Accord,100,45.86,0.4586
02416425,Donepezil,Pro Doc,100,45.86,0.4586
02475286,Donepezil,Riva,100,45.86,0.4586
02426854,Donepezil,Sanis,100,45.86,0.4586
02420600,Donepezil,Sivem,100,45.86,0.4586
02416956,Jamp-Donepezil,Tablets Jamp,30,13.76,0.4586
02402106,Mar-Donepezil,Marcan,30,13.76,0.4586
02467461,M-Donepezil,Mantra Ph.,100,45.86,0.4586
02408619,Mint-Donepezil,Mint,100,45.86,0.4586
02439565,NAT-Donepezil,Natco,100,45.86,0.4586
02535394,NRA-Donepezil,Nora,100,45.86,0.4586
02322358,pms-Donepezil,Phmscience,100,45.86,0.4586
02328682,Sandoz,Donepezil Sandoz,100,45.86,0.4586
02381516,Taro-Donepezil,Sun Pharma,100,45.86,0.4586
02340615,Teva-Donepezil,Teva Can,30,13.76,0.4586
02046733,Pulmozyme,Roche,30,1130.66,37.6887
02448599,Trulicity,Lilly,4,168.28,42.0700
02448602,Trulicity,Lilly,4,168.28,42.0700
02470365,Dupixent,(seringue) SanofiAven,2,1876.71,938.3550
02510049,Dupixent,(stylo) SanofiAven,2,1876.71,938.3550
02492504,Dupixent,(seringue) SanofiAven,2,1876.71,938.3550
02524252,Dupixent,(stylo) SanofiAven,2,1876.71,938.3550
02322285,Soliris,Alexion,1,6675.30,6675.3000
02458640,Lixiana,Servier,30,85.20,2.8400
02553414,Sandoz,Edoxaban Sandoz,100,146.97,1.4697
02554208,Teva-Edoxaban,Teva Can,30,44.09,1.4697
02557282,JAMP,Edoxaban Jamp,30,22.04,0.7348
02458659,Lixiana,Servier,30,85.20,2.8400
02553422,Sandoz,Edoxaban Sandoz,30,22.04,0.7348
02554216,Teva-Edoxaban,Teva Can,30,22.04,0.7348
02557290,JAMP,Edoxaban Jamp,30,22.04,0.7348
02458667,Lixiana,Servier,30,85.20,2.8400
02553430,Sandoz,Edoxaban Sandoz,30,22.04,0.7348
02554224,Teva-Edoxaban,Teva Can,30,22.04,0.7348
02541599,Vyvgart,Argenx,1,7900.00,7900.0000
02526670,Trikafta,Vertex,84,23520.00,280.0000
02542285,Trikafta,Vertex,56,23520.00,420.0000
02517140,Trikafta,Vertex,84,23520.00,280.0000
02542277,Trikafta,Vertex,56,23520.00,420.0000
02506742,Apo-Eltrombopag,Apotex,28,1249.50,44.6250
02361825,Revolade,Novartis,14,735.00,52.5000
02506769,Apo-Eltrombopag,Apotex,28,2499.00,89.2500
02361833,Revolade,Novartis,14,1470.00,105.0000
99113875,Dexcom,G6 Dexcom,1,29.00,29.0000
02443937,Jardiance,Bo. Ing.,30,78.53,2.6177
02443945,Jardiance,Bo. Ing.,30,78.53,2.6177
02456575,Synjardy,Bo. Ing.,60,81.00,1.3500
02456583,Synjardy,Bo. Ing.,60,81.00,1.3500
02456591,Synjardy,Bo. Ing.,60,81.00,1.3500
02456605,Synjardy,Bo. Ing.,60,81.00,1.3500
02456613,Synjardy,Bo. Ing.,60,81.00,1.3500
02456621,Synjardy,Bo. Ing.,60,81.00,1.3500
02513099,Braftovi,Pfizer,120,6030.00,50.2500
02247725,Fuzeon,Roche,60,2385.60,39.7600
02495007,Rozlytrek,Roche,30,1430.00,47.6667
02495015,Rozlytrek,Roche,90,8580.00,95.3333
02407329,Xtandi,Astellas,120,3401.40,28.3450
02323052,Inspra,BGP Pharma,30,76.69,2.5563
02543389,Jamp,Eplerenone Jamp,30,41.19,1.3730
02471442,Mint-Eplerenone,Mint,90,123.57,1.3730
02323060,Inspra,BGP Pharma,30,76.69,2.5563
02543397,Jamp,Eplerenone Jamp,30,41.19,1.3730
02471450,Mint-Eplerenone,Mint,90,123.57,1.3730
02548909,Wainua,AZC,1,47680.33,47680.3300
02231583,Eprex,Janss. Inc,6,85.50,14.2500
02231584,Eprex,Janss. Inc,6,171.00,28.5000
02231585,Eprex,Janss. Inc,6,256.50,42.7500
02231586,Eprex,Janss. Inc,6,342.00,57.0000
02243400,Eprex,Janss. Inc,6,427.50,71.2500
02243401,Eprex,Janss. Inc,6,513.00,85.5000
02243403,Eprex,Janss. Inc,6,684.00,114.0000
02231587,Eprex,Janss. Inc,6,803.70,133.9500
02243239,Eprex,Janss. Inc,1,278.52,278.5200
02288680,Eprex,Janss. Inc,1,357.19,357.1900
02240722,Eprex,Janss. Inc,1,417.77,417.7700
02397447,Caripul,Janss. Inc,1,17.18,17.1800
02230845,Flolan,GSK,1,18.13,18.1300
02397455,Caripul,Janss. Inc,1,34.45,34.4500
02230848,Flolan,GSK,1,36.26,36.2600
02510839,Vyepti,Lundbeck,1,1665.00,1665.0000
02542269,Vyepti,Lundbeck,1,1665.00,1665.0000
02461870,Apo-Erlotinib,Apotex,30,396.00,13.2000
02483920,NAT-Erlotinib,Natco,30,396.00,13.2000
02454386,pms-Erlotinib,Phmscience,30,396.00,13.2000
02377705,Teva-Erlotinib,Teva Can,30,396.00,13.2000
02461889,Apo-Erlotinib,Apotex,30,594.00,19.8000
02483939,NAT-Erlotinib,Natco,30,594.00,19.8000
02454394,pms-Erlotinib,Phmscience,30,594.00,19.8000
02377713,Teva-Erlotinib,Teva Can,30,594.00,19.8000
02537931,Apo-Eslicarbazepine,Apotex,30,148.05,4.9350
02426862,Aptiom,Sumitomo,30,286.80,9.5600
02527421,Auro-Eslicarbazepine,Aurobindo,30,148.05,4.9350
02537958,Apo-Eslicarbazepine,Apotex,30,148.05,4.9350
02426870,Aptiom,Sumitomo,30,286.80,9.5600
02527448,Auro-Eslicarbazepine,Aurobindo,30,148.05,4.9350
02537966,Apo-Eslicarbazepine,Apotex,30,148.05,4.9350
02426889,Aptiom,Sumitomo,60,573.60,9.5600
02527456,Auro-Eslicarbazepine,Aurobindo,60,296.10,4.9350
02537974,Apo-Eslicarbazepine,Apotex,30,148.05,4.9350
02426897,Aptiom,Sumitomo,30,286.80,9.5600
02527464,Auro-Eslicarbazepine,Aurobindo,30,148.05,4.9350
02247499,Climara-25,Bayer,4,19.67,4.9175
02245676,Estradot,Sandoz,8,20.04,2.5050
02243722,Oesclim,25 Search Phm,8,19.28,2.4100
02243999,Estradot,Sandoz,8,20.04,2.5050
02231509,Climara,-50 Bayer,4,21.01,5.2525
02244000,Estradot,Sandoz,8,21.44,2.6800
02243724,Oesclim,50 Search Phm,8,19.85,2.4813
02246967,Sandoz Estradiol,Derm 50 Sandoz,8,16.80,2.1000
02247500,Climara-75,Bayer,4,22.40,5.6000
02244001,Estradot,Sandoz,8,23.00,2.8750
02246968,Sandoz Estradiol,Derm 75 Sandoz,8,17.90,2.2375
02244002,Estradot,Sandoz,8,23.88,2.9850
02246969,Sandoz Estradiol,Derm 100 Sandoz,8,18.70,2.3375
02241835,Estalis,140/50 Sandoz,8,23.95,2.9938
02241837,Estalis,250/50 Sandoz,8,23.95,2.9938
02462877,Erelzi,(seringue) Sandoz,4,482.00,120.5000
02455323,Brenzys,(seringue) Organon,4,964.00,241.0000
02455331,Brenzys,(stylo) Organon,4,964.00,241.0000
02462869,Erelzi,(seringue) Sandoz,4,964.00,241.0000
02462850,Erelzi,SensoReady Pen Sandoz,4,964.00,241.0000
02530295,Rymti,(seringue) Lupin,4,944.72,236.1800
02530309,Rymti,(stylo) Lupin,4,944.72,236.1800
02544903,Velsipity,Pfizer,30,1293.00,43.1000
02306778,Intelence,Janss. Inc,120,671.40,5.5950
02375931,Intelence,Janss. Inc,60,654.00,10.9000
02369257,Afinitor,Novartis,30,5580.00,186.0000
02530090,NAT-Everolimus,Natco,30,1519.91,50.6635
02504677,pms-Everolimus,Phmscience,30,1519.91,50.6635
02532409,Reddy-Everolimus,Dr Reddy's,30,1519.91,50.6635
02492911,Sandoz,Everolimus Sandoz,30,1519.91,50.6635
02463229,Teva-Everolimus,Teva Can,30,1519.91,50.6635
02339501,Afinitor,Novartis,30,5580.00,186.0000
02530104,NAT-Everolimus,Natco,30,1519.91,50.6635
02504685,pms-Everolimus,Phmscience,30,1519.91,50.6635
02532417,Reddy-Everolimus,Dr Reddy's,30,1519.91,50.6635
02492938,Sandoz,Everolimus Sandoz,30,1519.91,50.6635
02463237,Teva-Everolimus,Teva Can,30,1519.91,50.6635
02339528,Afinitor,Novartis,30,5580.00,186.0000
02530120,NAT-Everolimus,Natco,30,1519.91,50.6635
02504693,pms-Everolimus,Phmscience,30,1519.91,50.6635
02532433,Reddy-Everolimus,Dr Reddy's,30,1519.91,50.6635
02492946,Sandoz,Everolimus Sandoz,30,1519.91,50.6635
02463253,Teva-Everolimus,Teva Can,30,1519.91,50.6635
02446057,Repatha,Amgen,2,503.82,251.9100
02381885,Oralair,Stallergen,3,3.78,1.2600
02381893,Oralair,Stallergen,30,114.00,3.8000
02418304,Grastek,ALK-Abello,30,114.00,3.8000
02533243,Auro-Febuxostat,AuroPharma,30,11.93,0.3975
02539837,Febuxostat,Sanis,100,39.75,0.3975
02490870,Jamp-Febuxostat,Jamp,30,11.93,0.3975
02473607,Mar-Febuxostat,Marcan,100,39.75,0.3975
02549425,M-Febuxostat,Mantra Ph.,100,39.75,0.3975
02466198,Teva-Febuxostat,Teva Can,100,39.75,0.3975
02357380,Uloric,Takeda,30,47.70,1.5900
02502445,Inrebic,Celgene,120,10127.16,84.3930
02521768,Sandoz,Fesoterodine Sandoz,30,33.75,1.1250
02380021,Toviaz,Pfizer,30,45.00,1.5000
02521776,Sandoz,Fesoterodine Sandoz,30,33.75,1.1250
02380048,Toviaz,Pfizer,30,45.00,1.5000
02387174,Dificid,Merck,20,1584.00,79.2000
02531917,Kerendia,Bayer,90,293.08,3.2564
02531925,Kerendia,Bayer,90,293.08,3.2564
02469936,Apo-Fingolimod,Apotex,28,608.66,21.7380
02365480,Gilenya,Novartis,28,2384.62,85.1650
02487772,Jamp,Fingolimod Jamp,30,652.14,21.7380
02474743,Mar-Fingolimod,Marcan,30,652.14,21.7380
02469715,Mylan-Fingolimod,Mylan,28,608.66,21.7380
02469782,pms-Fingolimod,Phmscience,28,608.66,21.7380
02482606,Sandoz,Fingolimod Sandoz,28,608.66,21.7380
02469618,Taro-Fingolimod,Taro,28,608.66,21.7380
02469561,Teva-Fingolimod,Teva Can,30,652.14,21.7380
02248154,Gonal-f,Serono,1,70.88,70.8800
02270404,Gonal-f,Serono,1,283.50,283.5000
02270390,Gonal-f,Serono,1,425.25,425.2500
02270382,Gonal-f,Serono,1,850.50,850.5000
02243948,Puregon,Organon,1,291.00,291.0000
99100718,Puregon,Organon,1,582.00,582.0000
99100637,Puregon,Organon,1,873.00,873.0000
02487462,Rekovelle,Ferring,1,178.00,178.0000
02487470,Rekovelle,Ferring,1,536.00,536.0000
02487489,Rekovelle,Ferring,1,1073.00,1073.0000
99113795,KetoCal 4:1,(toutes saveurs) Nutricia,27,145.00,5.3704
99113796,KetoVie,4:1 chocolat Ajinomoto,30,176.50,5.8833
99114005,KetoVie 4:1,non aromatisé Ajinomoto,30,169.76,5.6587
99113797,KetoVie,4:1 vanille Ajinomoto,30,162.92,5.4307
99113792,KetoCal,4:1 Nutricia,6,180.00,30.0000
99114030,KetoVie 4:1 LQ,Plant Based Ajinomoto,30,267.07,8.9023
99113949,KetoVie,Peptide 4:1 Ajinomoto,30,267.07,8.9023
99101093,SolCarb,Medica,6,59.94,9.9900
99100206,Alimentum,Abbott,1,1.54,1.5400
99100532,Nutramigen,A+ M.J.,1,18.46,18.4600
99100533,Pregestimil,A+ M.J.,1,23.18,23.1800
99114311,Renastep,Vitaflo,15,138.45,9.2300
99113884,Renastart,Vitaflo,6,253.65,42.2750
00881201,Portagen,M.J.,1,20.22,20.2200
99000229,Vivonex,Pédiatrique Nestlé H.S,6,39.42,6.5700
00921017,Vivonex,Plus Nestlé H.S,6,39.39,6.5650
00861464,Tolerex,Nestlé H.S,6,28.02,4.6700
00895229,Vivonex,T.E.N. Nestlé H.S,10,81.61,8.1607
99114278,Alfamino,Junior Nestlé H.S,6,362.66,60.4433
99100463,Neocate,Splash (toutes Nutricia,27,178.76,6.6207
99114069,EquaCare,Jr (toutes Ajinomoto,6,242.06,40.3433
99114004,Essential,Care Jr Ajinomoto,6,280.26,46.7100
99100892,Neocate avec DHA,et ARA Nutricia,4,199.28,49.8198
99004402,Neocate,Junior Nutricia,4,191.23,47.8075
99100790,Neocate Junior,avec fibres Nutricia,4,184.00,46.0000
99100715,Puramino,A+ M.J.,1,51.66,51.6600
99101278,Puramino,A+ Junior M.J.,1,47.22,47.2200
99003635,Compleat,1.06 Nestlé H.S,1,7.45,7.4500
99114340,Glucerna,1.2 Cal Abbott,8,64.48,8.0600
99100703,Nepro,Abbott,1,8.01,8.0100
99100462,TwoCal,HN Abbott,1,9.84,9.8400
99004496,Isosource Fibres 1.0,HP Nestlé H.S,1,12.15,12.1500
99000202,Isosource Fibres,1.2 Nestlé H.S,1,12.90,12.9000
99004127,Isosource Fibres,1.5 Nestlé H.S,1,14.60,14.6000
99100645,Jevity,1 Cal Abbott,1,10.63,10.6300
99003600,Jevity,1.2 Cal Abbott,1,12.09,12.0900
99100402,Jevity,1.5 Cal Abbott,1,15.10,15.1000
99100042,Resource pour,diabétiques Nestlé H.S,1,9.79,9.7900
99000504,Compleat,1.06 Nestlé H.S,1,1.90,1.9000
99004658,Compleat Junior,1.0 Nestlé H.S,1,2.42,2.4200
99114339,Glucerna,1.2 Cal Abbott,24,45.85,1.9104
99000180,Isosource Fibres 1.0,HP Nestlé H.S,1,2.55,2.5500
00801194,Isosource Fibres,1.2 Nestlé H.S,1,2.15,2.1500
99004135,Isosource Fibres,1.5 Nestlé H.S,1,2.30,2.3000
99000482,Jevity,1 Cal Abbott,1,1.65,1.6500
99003392,Jevity,1.2 Cal Abbott,1,1.89,1.8900
99100417,Jevity,1.5 Cal Abbott,1,2.38,2.3800
99100702,Nepro,Abbott,1,1.90,1.9000
99003414,Nutren Junior Fibres,1.0 Nestlé H.S,1,1.54,1.5400
99001381,Pediasure,avec fibres Abbott,1,1.56,1.5600
99005050,Pediasure Plus,avec fibres Abbott,1,2.35,2.3500
99100216,Resource,Essentiels Nestlé H.S,1,2.56,2.5600
99002019,Resource pour,diabétiques Nestlé H.S,1,1.63,1.6300
99002647,Suplena,Abbott,1,2.00,2.0000
99114000,Compleat,1.5 Nestlé H.S,6,137.40,22.9000
99113857,Compleat,1.5 Nestlé H.S,24,137.40,5.7250
99113858,Compleat 1.5,Junior Nestlé H.S,24,133.80,5.5750
99100395,Isosource,2.0 Nestlé H.S,1,9.42,9.4200
99100244,Novasource,Renal Nestlé H.S,1,8.87,8.8700
99000164,Isosource,1.2 Nestlé H.S,1,7.50,7.5000
99002000,Isosource,1.5 Nestlé H.S,1,10.75,10.7500
99003570,Osmolite,1.0 cal Abbott,1,8.01,8.0100
00898708,Boost,1.5 Nestlé H.S,1,1.62,1.6200
99114086,Ensure,Plus Abbott,1,1.45,1.4500
99000512,Isosource,1.2 Nestlé H.S,1,1.43,1.4300
00907766,Isosource,1.5 Nestlé H.S,1,1.79,1.7900
99003546,Novasource,Renal Nestlé H.S,1,2.21,2.2100
99003406,Nutren Junior,1.0 Nestlé H.S,1,1.54,1.5400
99000474,Pediasure,Abbott,1,1.56,1.5600
99001543,Promote,Abbott,1,1.36,1.3600
99003554,Resource,2.0 Nestlé H.S,1,2.23,2.2300
99004690,TwoCal,HN Abbott,1,2.32,2.3200
99100792,Modulen,Nestlé H.S,1,27.10,27.1000
99100122,Enfamil,A+ Enfacare M.J.,1,14.45,14.4500
99100123,Similac,Neosure Abbott,1,14.41,14.4100
99003783,Beneprotein,Nestlé H.S,6,101.40,16.9000
99002922,Peptamen,1.5 Nestlé H.S,1,40.69,40.6900
99100826,Peptamen AF,1.2 Nestlé H.S,1,51.70,51.7000
99114404,Pivot,1.5 Cal Abbott,8,306.88,38.3600
99101178,Vital Peptide,1.5 Cal Abbott,1,28.88,28.8800
99100094,Peptamen avec Prebio,1 Nestlé H.S,1,39.90,39.9000
99101181,PediaSure Peptide,1 Cal Abbott,1,2.49,2.4900
00908444,Peptamen,Nestlé H.S,1,6.65,6.6500
99003031,Peptamen,1.5 Nestlé H.S,1,10.17,10.1700
99100309,Peptamen AF,1.2 Nestlé H.S,1,12.93,12.9300
99004631,Peptamen avec Prebio,1 Nestlé H.S,1,6.65,6.6500
99000296,Peptamen,Junior Nestlé H.S,1,6.65,6.6500
99100789,Peptamen Junior,1.5 Nestlé H.S,1,9.98,9.9800
99114403,Pivot,1.5 Cal Abbott,24,218.19,9.0913
99101182,Vital Peptide,1 Cal Abbott,1,4.39,4.3900
99101183,Vital Peptide,1.5 Cal Abbott,1,6.35,6.3500
99101234,Peptamen,Intense Nestlé H.S,1,40.16,40.1600
99101235,Peptamen,Intense Nestlé H.S,1,10.04,10.0400
02537702,Vyalev,AbbVie,7,1188.67,169.8100
02248624,Faslodex,AZC,2,1153.11,576.5550
02486792,Fulvestrant,Injectable Accord,2,408.03,204.0135
02530635,Fulvestrant,Injectable Jamp,2,408.03,204.0135
02483610,Fulvestrant,Injectable Sandoz,2,408.03,204.0135
02536293,Fulvestrant,Injection Forma Ph,2,408.03,204.0135
02460130,Teva-Fulvestrant,Injection Teva Can,2,408.03,204.0135
02425157,Auro-Galantamine,ER AuroPharma,30,34.43,1.1475
02443015,Galantamine,ER Sanis,100,114.75,1.1475
02339439,Mylan-Galantamine,ER Mylan,30,34.43,1.1475
02425165,Auro-Galantamine,ER AuroPharma,30,34.43,1.1475
02443023,Galantamine,ER Sanis,100,114.75,1.1475
02339447,Mylan-Galantamine,ER Mylan,30,34.43,1.1475
02425173,Auro-Galantamine,ER AuroPharma,30,34.43,1.1475
02443031,Galantamine,ER Sanis,100,114.75,1.1475
02339455,Mylan-Galantamine,ER Mylan,30,34.43,1.1475
02468050,Apo-Gefitinib,Apotex,30,1869.15,62.3050
02248676,Iressa,AZC,30,2199.00,73.3000
02500663,Jamp,Gefitinib Jamp,30,1869.15,62.3050
02491796,Nat-Gefitinib,Natco,30,1869.15,62.3050
02487748,Sandoz,Gefitinib Sandoz,30,1869.15,62.3050
02495058,Xospata,Astellas,90,24901.62,276.6847
02506343,Givlaari,Alnylam,1,64454.30,64454.3000
02541440,Acétate,de glatiramère Mylan,30,835.76,27.8587
02460661,Glatect,Phmscience,30,972.00,32.4000
02467550,Maviret,AbbVie,28,20000.00,714.2857
02269589,Sandoz,Glimepiride Sandoz,30,11.57,0.3857
02269597,Sandoz,Glimepiride Sandoz,30,11.57,0.3857
02269619,Sandoz,Glimepiride Sandoz,30,11.57,0.3857
02324776,Simponi,Janss. Inc,1,1447.00,1447.0000
02324784,Simponi,Janss. Inc,1,1447.00,1447.0000
02417472,Simponi,I.V. Janss. Inc,1,826.86,826.8600
02247459,Gonadotrophine,Fresenius,1,72.00,72.0000
02182904,Pregnyl,Organon,1,72.00,72.0000
02283093,Menopur,Ferring,5,275.00,55.0000
02308894,Apo-Granisetron,Apotex,10,45.00,4.5000
02472686,Jamp,Granisetron Jamp,10,45.00,4.5000
02452359,Nat-Granisetron,Natco,10,45.00,4.5000
02523728,Apo-Guanfacine,XR Apotex,30,46.13,1.5375
02409100,Intuniv,XR Takeda,100,300.00,3.0000
02523558,Jamp,Guanfacine XR Jamp,100,153.75,1.5375
02523736,Apo-Guanfacine,XR Apotex,30,56.12,1.8707
02409119,Intuniv,XR Takeda,100,365.00,3.6500
02523566,Jamp,Guanfacine XR Jamp,100,187.07,1.8707
02523744,Apo-Guanfacine,XR Apotex,30,66.11,2.2038
02409127,Intuniv,XR Takeda,100,430.00,4.3000
02523574,Jamp,Guanfacine XR Jamp,100,220.38,2.2038
02523752,Apo-Guanfacine,XR Apotex,30,76.11,2.5369
02409135,Intuniv,XR Takeda,100,495.00,4.9500
02523582,Jamp,Guanfacine XR Jamp,100,253.69,2.5369
02469758,Tremfya,Janss. Inc,1,3059.74,3059.7400
02487314,Tremfya,One-Press Janss. Inc,1,3059.74,3059.7400
02434407,Imbruvica,Janss. Inc,90,8158.50,90.6500
02425696,Firazyr,Takeda,1,2700.00,2700.0000
02547562,Icatibant,injectable Jamp,1,1485.00,1485.0000
02495244,Vascepa,HLS,120,294.00,2.4500
02438798,Zydelig,Gilead,60,5121.00,85.3500
02438801,Zydelig,Gilead,60,5121.00,85.3500
02490986,ACH-Imatinib,Accord,120,624.95,5.2079
02355337,Apo-Imatinib,Apotex,30,156.24,5.2079
02253275,Gleevec,Novartis,120,3182.21,26.5184
02504596,Imatinib,Sanis,30,156.24,5.2079
02521202,Imatinib,Sivem,30,156.24,5.2079
02495066,Jamp,Imatinib Jamp,30,156.24,5.2079
02397285,NAT-Imatinib,Natco,30,156.24,5.2079
02431114,pms-Imatinib,Phmscience,120,624.95,5.2079
02399806,Teva-Imatinib,Teva Can,120,624.95,5.2079
02490994,ACH-Imatinib,Accord,30,624.94,20.8314
02355345,Apo-Imatinib,Apotex,30,624.94,20.8314
02253283,Gleevec,Novartis,30,3182.21,106.0737
02504618,Imatinib,Sanis,30,624.94,20.8314
02521210,Imatinib,Sivem,30,624.94,20.8314
02495074,Jamp,Imatinib Jamp,30,624.94,20.8314
02492342,Mint-Imatinib,Mint,30,624.94,20.8314
02397293,NAT-Imatinib,Natco,30,624.94,20.8314
02431122,pms-Imatinib,Phmscience,30,624.94,20.8314
02399814,Teva-Imatinib,Teva Can,30,624.94,20.8314
99114189,Apo-Imatinib,Apotex,30,156.24,5.2079
99100983,Gleevec,Novartis,120,3182.21,26.5184
99114338,Imatinib,Sivem,30,156.24,5.2079
99114440,Jamp,Imatinib Jamp,30,156.24,5.2079
99114287,Mint-Imatinib,Mint,120,624.95,5.2079
99114193,NAT-Imatinib,Natco,30,156.24,5.2079
